出表日期,報告年度,公司代號,公司名稱,資訊外洩事件數量,與個資相關的資訊外洩事件占比,因資訊外洩事件而受影響的顧客數(人),date
1150513,113,2303,聯電,0,0.00%,0,2026-05-15
1150513,113,2305,全友,N/A,N/A,N/A,2026-05-15
1150513,113,2308,台達電,0,0.00%,0,2026-05-15
1150513,113,2312,金寶,0,0.00%,0,2026-05-15
1150513,113,2313,華通,0,0.00%,0,2026-05-15
1150513,113,2314,台揚,0,0.00%,0,2026-05-15
1150513,113,2316,楠梓電,0,0.00%,0,2026-05-15
1150513,113,2317,鴻海,N/A,N/A,N/A,2026-05-15
1150513,113,2321,東訊,0,0.00%,N/A,2026-05-15
1150513,113,2324,仁寶,0,0.00%,0,2026-05-15
1150513,113,2327,國巨,N/A,N/A,N/A,2026-05-15
1150513,113,2328,廣宇,0,0.00%,0,2026-05-15
1150513,113,2329,華泰,0,0.00%,0,2026-05-15
1150513,113,2331,精英,0,0.00%,0,2026-05-15
1150513,113,2332,友訊,1,100.00%,703,2026-05-15
1150513,113,2338,光罩,0,N/A,N/A,2026-05-15
1150513,113,2340,台亞,0,0.00%,0,2026-05-15
1150513,113,2342,茂矽,0,0.00%,0,2026-05-15
1150513,113,2344,華邦電,0,0.00%,0,2026-05-15
1150513,113,2345,智邦,N/A,N/A,N/A,2026-05-15
1150513,113,2347,聯強,0,0.00%,0,2026-05-15
1150513,113,2348,海悅,0,0.00%,0,2026-05-15
1150513,113,2349,錸德,0,N/A,N/A,2026-05-15
1150513,113,2351,順德,N/A,N/A,N/A,2026-05-15
1150513,113,2352,佳世達,N/A,N/A,N/A,2026-05-15
1150513,113,2353,宏碁,0,0.00%,0,2026-05-15
1150513,113,2354,鴻準,N/A,N/A,N/A,2026-05-15
1150513,113,2355,敬鵬,0,0.00%,0,2026-05-15
1150513,113,2360,致茂,N/A,N/A,N/A,2026-05-15
1150513,113,2362,藍天,N/A,N/A,N/A,2026-05-15
1150513,113,2363,矽統,N/A,N/A,N/A,2026-05-15
1150513,113,2364,倫飛,N/A,N/A,N/A,2026-05-15
1150513,113,2365,昆盈,0,0.00%,0,2026-05-15
1150513,113,2367,燿華,N/A,N/A,N/A,2026-05-15
1150513,113,2369,菱生,0,0.00%,0,2026-05-15
1150513,113,2371,大同,0,0.00%,0,2026-05-15
1150513,113,2373,震旦行,N/A,N/A,N/A,2026-05-15
1150513,113,2374,佳能,0,0.00%,0,2026-05-15
1150513,113,2375,凱美,0,0.00%,0,2026-05-15
1150513,113,2376,技嘉,N/A,N/A,N/A,2026-05-15
1150513,113,2377,微星,0,0.00%,N/A,2026-05-15
1150513,113,2379,瑞昱,0,0.00%,0,2026-05-15
1150513,113,2380,虹光,0,0.00%,0,2026-05-15
1150513,113,2383,台光電,0,0.00%,0,2026-05-15
1150513,113,2385,群光,1,0.00%,0,2026-05-15
1150513,113,2387,精元,N/A,N/A,N/A,2026-05-15
1150513,113,2388,威盛,0,0.00%,0,2026-05-15
1150513,113,2390,云辰,0,0.00%,0,2026-05-15
1150513,113,2392,正崴,N/A,N/A,N/A,2026-05-15
1150513,113,2393,億光,0,0.00%,0,2026-05-15
1150513,113,2395,研華,0,0.00%,0,2026-05-15
1150513,113,2397,友通,N/A,N/A,N/A,2026-05-15
1150513,113,2399,映泰,N/A,N/A,N/A,2026-05-15
1150513,113,2401,凌陽,0,0.00%,0,2026-05-15
1150513,113,2406,國碩,0,0.00%,0,2026-05-15
1150513,113,2408,南亞科,0,0.00%,0,2026-05-15
1150513,113,2409,友達,0,0.00%,0,2026-05-15
1150513,113,2412,中華電,N/A,N/A,N/A,2026-05-15
1150513,113,2414,精技,N/A,N/A,N/A,2026-05-15
1150513,113,2415,錩新,0,0.00%,0,2026-05-15
1150513,113,2417,圓剛,N/A,0.00%,0,2026-05-15
1150513,113,2419,仲琦,N/A,N/A,N/A,2026-05-15
1150513,113,2421,建準,0,0.00%,0,2026-05-15
1150513,113,2423,固緯,0,0.00%,0,2026-05-15
1150513,113,2424,隴華,0,0.00%,0,2026-05-15
1150513,113,2425,承啟,0,0.00%,0,2026-05-15
1150513,113,2426,鼎元,0,0.00%,0,2026-05-15
1150513,113,2428,興勤,N/A,N/A,N/A,2026-05-15
1150513,113,2429,銘旺科,N/A,N/A,N/A,2026-05-15
1150513,113,2431,聯昌,N/A,N/A,N/A,2026-05-15
1150513,113,2432,倚天酷碁-創,0,0.00%,0,2026-05-15
1150513,113,2433,互盛電,0,0.00%,0,2026-05-15
1150513,113,2434,統懋,N/A,N/A,N/A,2026-05-15
1150513,113,2436,偉詮電,0,0.00%,0,2026-05-15
1150513,113,2438,翔耀,N/A,N/A,N/A,2026-05-15
1150513,113,2439,美律,0,N/A,N/A,2026-05-15
1150513,113,2440,太空梭,N/A,N/A,N/A,2026-05-15
1150513,113,2441,超豐,0,0.00%,0,2026-05-15
1150513,113,2450,神腦,0,0.00%,0,2026-05-15
1150513,113,2451,創見,0,N/A,N/A,2026-05-15
1150513,113,2453,凌群,N/A,N/A,N/A,2026-05-15
1150513,113,2454,聯發科,0,0.00%,0,2026-05-15
1150513,113,2455,全新,0,0.00%,0,2026-05-15
1150513,113,2457,飛宏,0,0.00%,0,2026-05-15
1150513,113,2462,良得電,N/A,N/A,N/A,2026-05-15
1150513,113,2466,冠西電,0,0.00%,0,2026-05-15
1150513,113,2468,華經,1,0.00%,0,2026-05-15
1150513,113,2472,立隆電,N/A,N/A,N/A,2026-05-15
1150513,113,2474,可成,0,0.00%,0,2026-05-15
1150513,113,2476,鉅祥,N/A,N/A,N/A,2026-05-15
1150513,113,2477,美隆電,0,0.00%,0,2026-05-15
1150513,113,2478,大毅,N/A,N/A,N/A,2026-05-15
1150513,113,2480,敦陽科,N/A,N/A,N/A,2026-05-15
1150513,113,2482,連宇,N/A,N/A,N/A,2026-05-15
1150513,113,2485,兆赫,N/A,N/A,N/A,2026-05-15
1150513,113,2486,一詮,0,0.00%,0,2026-05-15
1150513,113,2489,瑞軒,N/A,N/A,N/A,2026-05-15
1150513,113,2491,吉祥全,0,0.00%,0,2026-05-15
1150513,113,2492,華新科,N/A,N/A,N/A,2026-05-15
1150513,113,2493,揚博,0,0.00%,0,2026-05-15
1150513,113,2495,普安,0,0.00%,0,2026-05-15
1150513,113,2497,怡利電,0,0.00%,0,2026-05-15
1150513,113,2498,宏達電,0,0.00%,0,2026-05-15
1150513,113,2501,國建,N/A,N/A,N/A,2026-05-15
1150513,113,2505,國揚,0,0.00%,0,2026-05-15
1150513,113,2506,太設,0,0.00%,0,2026-05-15
1150513,113,2509,全坤建,N/A,N/A,N/A,2026-05-15
1150513,113,2511,太子,N/A,N/A,N/A,2026-05-15
1150513,113,2514,龍邦,N/A,N/A,N/A,2026-05-15
1150513,113,2515,中工,0,0.00%,0,2026-05-15
1150513,113,2524,京城,N/A,N/A,N/A,2026-05-15
1150513,113,2527,宏璟,0,N/A,N/A,2026-05-15
1150513,113,2528,皇普,N/A,N/A,N/A,2026-05-15
1150513,113,2530,華建,N/A,N/A,N/A,2026-05-15
1150513,113,2534,宏盛,N/A,N/A,N/A,2026-05-15
1150513,113,2535,達欣工,0,0.00%,0,2026-05-15
1150513,113,2536,宏普,0,0.00%,0,2026-05-15
1150513,113,2537,聯上發,N/A,N/A,N/A,2026-05-15
1150513,113,2539,櫻花建,0,0.00%,0,2026-05-15
1150513,113,2542,興富發,0,0.00%,0,2026-05-15
1150513,113,2543,皇昌,N/A,N/A,N/A,2026-05-15
1150513,113,2546,根基,N/A,N/A,N/A,2026-05-15
1150513,113,2547,日勝生,N/A,N/A,N/A,2026-05-15
1150513,113,2548,華固,N/A,N/A,N/A,2026-05-15
1150513,113,2597,潤弘,N/A,N/A,N/A,2026-05-15
1150513,113,2601,益航,N/A,N/A,N/A,2026-05-15
1150513,113,2603,長榮,0,0.00%,0,2026-05-15
1150513,113,2607,榮運,N/A,N/A,N/A,2026-05-15
1150513,113,2608,嘉里大榮,0,0.00%,0,2026-05-15
1150513,113,2609,陽明,N/A,N/A,N/A,2026-05-15
1150513,113,2610,華航,0,0.00%,0,2026-05-15
1150513,113,2612,中航,N/A,N/A,N/A,2026-05-15
1150513,113,2614,東森,0,0.00%,0,2026-05-15
1150513,113,2615,萬海,0,0.00%,0,2026-05-15
1150513,113,2616,山隆,0,0.00%,0,2026-05-15
1150513,113,2617,台航,N/A,N/A,N/A,2026-05-15
1150513,113,2618,長榮航,N/A,N/A,N/A,2026-05-15
1150513,113,2630,亞航,N/A,N/A,N/A,2026-05-15
1150513,113,2634,漢翔,N/A,N/A,N/A,2026-05-15
1150513,113,2636,台驊控股,0,0.00%,0,2026-05-15
1150513,113,2637,慧洋-KY,0,0.00%,0,2026-05-15
1150513,113,2642,宅配通,N/A,N/A,N/A,2026-05-15
1150513,113,2645,長榮航太,0,0.00%,0,2026-05-15
1150513,113,2646,星宇航空,N/A,N/A,N/A,2026-05-15
1150513,113,2701,萬企,0,0.00%,0,2026-05-15
1150513,113,2702,華園,N/A,N/A,N/A,2026-05-15
1150513,113,2704,國賓,N/A,N/A,N/A,2026-05-15
1150513,113,2705,六福,0,0.00%,0,2026-05-15
1150513,113,2706,第一店,0,0.00%,0,2026-05-15
1150513,113,2707,晶華,0,0.00%,0,2026-05-15
1150513,113,2712,遠雄來,0,0.00%,0,2026-05-15
1150513,113,2722,夏都,0,0.00%,0,2026-05-15
1150513,113,2723,美食-KY,N/A,N/A,N/A,2026-05-15
1150513,113,2727,王品,N/A,N/A,N/A,2026-05-15
1150513,113,2739,寒舍,0,0.00%,0,2026-05-15
1150513,113,2753,八方雲集,0,0.00%,0,2026-05-15
1150513,113,2801,彰銀,0,0.00%,0,2026-05-15
1150513,113,2812,台中銀,1,100.00%,138392,2026-05-15
1150513,113,2816,旺旺保,0,0.00%,0,2026-05-15
1150513,113,2820,華票,0,0.00%,0,2026-05-15
1150513,113,2832,台產,0,0.00%,0,2026-05-15
1150513,113,2834,臺企銀,0,0.00%,0,2026-05-15
1150513,113,2836,高雄銀,0,0.00%,0,2026-05-15
1150513,113,2838,聯邦銀,0,0.00%,0,2026-05-15
1150513,113,2845,遠東銀,0,0.00%,0,2026-05-15
1150513,113,2849,安泰銀,2,100.00%,2,2026-05-15
1150513,113,2850,新產,0,0.00%,0,2026-05-15
1150513,113,2851,中再保,0,0.00%,0,2026-05-15
1150513,113,2852,第一保,0,0.00%,0,2026-05-15
1150513,113,2855,統一證,0,0.00%,0,2026-05-15
1150513,113,2867,三商壽,0,0.00%,0,2026-05-15
1150513,113,2880,華南金,1,100.00%,1,2026-05-15
1150513,113,2881,富邦金,0,0.00%,0,2026-05-15
1150513,113,2882,國泰金,18,100.00%,199,2026-05-15
1150513,113,2883,凱基金,0,0.00%,0,2026-05-15
1150513,113,2884,玉山金,0,0.00%,0,2026-05-15
1150513,113,2885,元大金,0,0.00%,0,2026-05-15
1150513,113,2886,兆豐金,0,0.00%,0,2026-05-15
1150513,113,2887,台新金,3,66.67%,1447,2026-05-15
1150513,113,2889,國票金,0,0.00%,0,2026-05-15
1150513,113,2890,永豐金,1,2.22%,1,2026-05-15
1150513,113,2891,中信金,9,100.00%,17,2026-05-15
1150513,113,2892,第一金,1,100.00%,592,2026-05-15
1150513,113,2897,王道銀行,0,0.00%,0,2026-05-15
1150513,113,2901,欣欣,0,0.00%,0,2026-05-15
1150513,113,2903,遠百,0,0.00%,0,2026-05-15
1150513,113,2904,匯僑,N/A,N/A,N/A,2026-05-15
1150513,113,2906,高林,0,0.00%,0,2026-05-15
1150513,113,2908,特力,0,0.00%,0,2026-05-15
1150513,113,2911,麗嬰房,N/A,N/A,N/A,2026-05-15
1150513,113,2915,潤泰全,N/A,N/A,N/A,2026-05-15
1150513,113,2929,淘帝-KY,N/A,N/A,N/A,2026-05-15
1150513,113,2939,永邑-KY,N/A,N/A,N/A,2026-05-15
1150513,113,2945,三商家購,0,0.00%,0,2026-05-15
1150513,113,3004,豐達科,0,0.00%,0,2026-05-15
1150513,113,3005,神基,0,0.00%,0,2026-05-15
1150513,113,3006,晶豪科,0,0.00%,0,2026-05-15
1150513,113,3010,華立,0,0.00%,0,2026-05-15
1150513,113,3011,今皓,0,0.00%,0,2026-05-15
1150513,113,3013,晟銘電,0,0.00%,0,2026-05-15
1150513,113,3014,聯陽,0,0.00%,0,2026-05-15
1150513,113,3015,全漢,0,0.00%,0,2026-05-15
1150513,113,3016,嘉晶,0,0.00%,0,2026-05-15
1150513,113,3017,奇鋐,0,0.00%,0,2026-05-15
1150513,113,3019,亞光,0,0.00%,0,2026-05-15
1150513,113,3022,威強電,0,0.00%,0,2026-05-15
1150513,113,3023,信邦,0,0.00%,0,2026-05-15
1150513,113,3026,禾伸堂,0,0.00%,0,2026-05-15
1150513,113,3027,盛達,0,0.00%,0,2026-05-15
1150513,113,3028,增你強,N/A,N/A,N/A,2026-05-15
1150513,113,3031,佰鴻,0,0.00%,0,2026-05-15
1150513,113,3032,偉訓,N/A,N/A,N/A,2026-05-15
1150513,113,3033,威健,N/A,N/A,N/A,2026-05-15
1150513,113,3034,聯詠,0,0.00%,0,2026-05-15
1150513,113,3035,智原,0,0.00%,0,2026-05-15
1150513,113,3036,文曄,0,0.00%,0,2026-05-15
1150513,113,3037,欣興,0,0.00%,0,2026-05-15
1150513,113,3040,遠見,N/A,N/A,N/A,2026-05-15
1150513,113,3041,揚智,0,0.00%,0,2026-05-15
1150513,113,3042,晶技,0,0.00%,0,2026-05-15
1150513,113,3045,台灣大,0,0.00%,0,2026-05-15
1150513,113,3046,建碁,0,0.00%,0,2026-05-15
1150513,113,3047,訊舟,0,0.00%,0,2026-05-15
1150513,113,3049,精金,0,0.00%,0,2026-05-15
1150513,113,3050,鈺德,0,0.00%,N/A,2026-05-15
1150513,113,3051,力特,0,0.00%,0,2026-05-15
1150513,113,3056,富華新,N/A,N/A,N/A,2026-05-15
1150513,113,3058,立德,0,0.00%,0,2026-05-15
1150513,113,3059,華晶科,N/A,N/A,N/A,2026-05-15
1150513,113,3060,銘異,N/A,N/A,N/A,2026-05-15
1150513,113,3062,建漢,0,0.00%,0,2026-05-15
1150513,113,3090,日電貿,0,0.00%,0,2026-05-15
1150513,113,3094,聯傑,N/A,N/A,N/A,2026-05-15
1150513,113,3130,一零四,N/A,N/A,N/A,2026-05-15
1150513,113,3149,正達,0,0.00%,0,2026-05-15
1150513,113,3150,鈺寶-創,N/A,N/A,N/A,2026-05-15
1150513,113,3164,景岳,N/A,N/A,N/A,2026-05-15
1150513,113,3168,眾福科,0,0.00%,0,2026-05-15
1150513,113,3189,景碩,N/A,N/A,N/A,2026-05-15
1150513,113,3229,晟鈦,N/A,N/A,N/A,2026-05-15
1150513,113,3231,緯創,N/A,N/A,N/A,2026-05-15
1150513,113,3266,昇陽,0,0.00%,0,2026-05-15
1150513,113,3305,昇貿,0,0.00%,0,2026-05-15
1150513,113,3308,聯德,0,0.00%,0,2026-05-15
1150513,113,3311,閎暉,N/A,N/A,N/A,2026-05-15
1150513,113,3338,泰碩,0,0.00%,0,2026-05-15
1150513,113,3346,麗清,0,0.00%,0,2026-05-15
1150513,113,3356,奇偶,N/A,N/A,N/A,2026-05-15
1150513,113,3376,新日興,0,0.00%,0,2026-05-15
1150513,113,3380,明泰,0,0.00%,0,2026-05-15
1150513,113,3406,玉晶光,N/A,N/A,N/A,2026-05-15
1150513,113,3413,京鼎,0,0.00%,0,2026-05-15
1150513,113,3416,融程電,0,0.00%,0,2026-05-15
1150513,113,3419,譁裕,0,0.00%,0,2026-05-15
1150513,113,3432,台端,0,0.00%,0,2026-05-15
1150513,113,3437,榮創,0,0.00%,0,2026-05-15
1150513,113,3447,展達,0,0.00%,0,2026-05-15
1150513,113,3450,聯鈞,0,0.00%,0,2026-05-15
1150513,113,3501,維熹,N/A,N/A,N/A,2026-05-15
1150513,113,3504,揚明光,0,0.00%,0,2026-05-15
1150513,113,3515,華擎,N/A,N/A,N/A,2026-05-15
1150513,113,3528,安馳,0,0.00%,0,2026-05-15
1150513,113,3535,晶彩科,0,0.00%,0,2026-05-15
1150513,113,3543,州巧,0,0.00%,0,2026-05-15
1150513,113,3545,敦泰,0,0.00%,0,2026-05-15
1150513,113,3563,牧德,0,0.00%,0,2026-05-15
1150513,113,3583,辛耘,0,0.00%,0,2026-05-15
1150513,113,3588,通嘉,0,0.00%,N/A,2026-05-15
1150513,113,3591,艾笛森,0,0.00%,0,2026-05-15
1150513,113,3592,瑞鼎,0,0.00%,0,2026-05-15
1150513,113,3593,力銘,0,0.00%,0,2026-05-15
1150513,113,3596,智易,N/A,N/A,N/A,2026-05-15
1150513,113,3605,宏致,0,0.00%,0,2026-05-15
1150513,113,3607,谷崧,N/A,N/A,N/A,2026-05-15
1150513,113,3617,碩天,0,0.00%,0,2026-05-15
1150513,113,3622,洋華,0,0.00%,N/A,2026-05-15
1150513,113,3645,達邁,0,0.00%,0,2026-05-15
1150513,113,3652,精聯,0,0.00%,0,2026-05-15
1150513,113,3661,世芯-KY,N/A,N/A,N/A,2026-05-15
1150513,113,3665,貿聯-KY,0,0.00%,0,2026-05-15
1150513,113,3669,圓展,0,0.00%,0,2026-05-15
1150513,113,3673,TPK-KY,0,0.00%,0,2026-05-15
1150513,113,3679,新至陞,0,0.00%,0,2026-05-15
1150513,113,3686,達能,N/A,N/A,N/A,2026-05-15
1150513,113,3694,海華,0,0.00%,0,2026-05-15
1150513,113,3701,大眾控,0,0.00%,0,2026-05-15
1150513,113,3704,合勤控,N/A,N/A,N/A,2026-05-15
1150513,113,3706,神達,0,N/A,0,2026-05-15
1150513,113,3708,上緯投控,0,0.00%,0,2026-05-15
1150513,113,3712,永崴投控,N/A,N/A,N/A,2026-05-15
1150513,113,3714,富采,N/A,N/A,N/A,2026-05-15
1150513,113,3715,定穎投控,0,0.00%,0,2026-05-15
1150513,113,3716,中化控股,0,N/A,N/A,2026-05-15
1150513,113,4104,佳醫,0,0.00%,0,2026-05-15
1150513,113,4106,雃博,0,0.00%,0,2026-05-15
1150513,113,4108,懷特,0,0.00%,0,2026-05-15
1150513,113,4133,亞諾法,0,0.00%,0,2026-05-15
1150513,113,4142,國光生,0,0.00%,0,2026-05-15
1150513,113,4148,全宇生技-KY,0,0.00%,0,2026-05-15
1150513,113,4155,訊映,N/A,N/A,N/A,2026-05-15
1150513,113,4164,承業醫,N/A,N/A,N/A,2026-05-15
1150513,113,4306,炎洲,N/A,N/A,N/A,2026-05-15
1150513,113,4414,如興,N/A,N/A,N/A,2026-05-15
1150513,113,4426,利勤,0,0.00%,0,2026-05-15
1150513,113,4438,廣越,N/A,N/A,N/A,2026-05-15
1150513,113,4439,冠星-KY,N/A,N/A,N/A,2026-05-15
1150513,113,4440,宜新實業,0,0.00%,0,2026-05-15
1150513,113,4526,東台,N/A,N/A,N/A,2026-05-15
1150513,113,4540,全球傳動,0,0.00%,0,2026-05-15
1150513,113,4545,銘鈺,N/A,N/A,N/A,2026-05-15
1150513,113,4551,智伸科,0,0.00%,0,2026-05-15
1150513,113,4552,力達-KY,0,N/A,0,2026-05-15
1150513,113,4555,氣立,0,0.00%,0,2026-05-15
1150513,113,4557,永新-KY,N/A,N/A,N/A,2026-05-15
1150513,113,4560,強信-KY,N/A,N/A,N/A,2026-05-15
1150513,113,4562,穎漢,N/A,N/A,N/A,2026-05-15
1150513,113,4564,元翎,N/A,N/A,N/A,2026-05-15
1150513,113,4566,時碩工業,0,0.00%,0,2026-05-15
1150513,113,4569,六方科-KY,0,0.00%,0,2026-05-15
1150513,113,4571,鈞興-KY,0,0.00%,0,2026-05-15
1150513,113,4576,大銀微系統,0,0.00%,0,2026-05-15
1150513,113,4588,玖鼎電力,0,0.00%,0,2026-05-15
1150513,113,4720,德淵,0,0.00%,0,2026-05-15
1150513,113,4722,國精化,0,0.00%,0,2026-05-15
1150513,113,4736,泰博,0,0.00%,0,2026-05-15
1150513,113,4739,康普,N/A,N/A,N/A,2026-05-15
1150513,113,4746,台耀,0,0.00%,0,2026-05-15
1150513,113,4764,雙鍵,N/A,N/A,N/A,2026-05-15
1150513,113,4766,南寶,0,0.00%,0,2026-05-15
1150513,113,4770,上品,0,0.00%,0,2026-05-15
1150513,113,4771,望隼,N/A,N/A,N/A,2026-05-15
1150513,113,4807,日成-KY,0,0.00%,0,2026-05-15
1150513,113,4906,正文,0,0.00%,0,2026-05-15
1150513,113,4912,聯德控股-KY,0,N/A,N/A,2026-05-15
1150513,113,4915,致伸,0,0.00%,0,2026-05-15
1150513,113,4916,事欣科,N/A,N/A,N/A,2026-05-15
1150513,113,4919,新唐,0,0.00%,0,2026-05-15
1150513,113,4927,泰鼎-KY,N/A,N/A,N/A,2026-05-15
1150513,113,4934,太極,N/A,N/A,N/A,2026-05-15
1150513,113,4935,茂林-KY,0,0.00%,0,2026-05-15
1150513,113,4938,和碩,0,0.00%,0,2026-05-15
1150513,113,4942,嘉彰,0,0.00%,0,2026-05-15
1150513,113,4943,康控-KY,N/A,N/A,N/A,2026-05-15
1150513,113,4949,有成精密,0,0.00%,0,2026-05-15
1150513,113,4952,凌通,N/A,N/A,N/A,2026-05-15
1150513,113,4956,光鋐,0,0.00%,0,2026-05-15
1150513,113,4958,臻鼎-KY,0,0.00%,0,2026-05-15
1150513,113,4960,誠美材,N/A,N/A,N/A,2026-05-15
1150513,113,4961,天鈺,0,0.00%,0,2026-05-15
1150513,113,4967,十銓,N/A,N/A,N/A,2026-05-15
1150513,113,4968,立積,0,0.00%,0,2026-05-15
1150513,113,4976,佳凌,N/A,N/A,N/A,2026-05-15
1150513,113,4977,眾達-KY,0,0.00%,N/A,2026-05-15
1150513,113,4989,榮科,N/A,N/A,N/A,2026-05-15
1150513,113,4994,傳奇,N/A,N/A,N/A,2026-05-15
1150513,113,4999,鑫禾,N/A,N/A,N/A,2026-05-15
1150513,113,5007,三星,N/A,N/A,N/A,2026-05-15
1150513,113,5203,訊連,0,0.00%,0,2026-05-15
1150513,113,5215,科嘉-KY,N/A,N/A,N/A,2026-05-15
1150513,113,5222,全訊,N/A,N/A,N/A,2026-05-15
1150513,113,5225,東科-KY,0,0.00%,0,2026-05-15
1150513,113,5234,達興材料,N/A,N/A,N/A,2026-05-15
1150513,113,5243,乙盛-KY,N/A,N/A,N/A,2026-05-15
1150513,113,5244,弘凱,N/A,N/A,N/A,2026-05-15
1150513,113,5269,祥碩,0,0.00%,0,2026-05-15
1150513,113,5284,jpp-KY,N/A,N/A,N/A,2026-05-15
1150513,113,5285,界霖,0,0.00%,0,2026-05-15
1150513,113,5288,豐祥-KY,N/A,N/A,N/A,2026-05-15
1150513,113,5292,華懋,0,0.00%,0,2026-05-15
1150513,113,5306,桂盟,0,0.00%,0,2026-05-15
1150513,113,5388,中磊,1,0.00%,0,2026-05-15
1150513,113,5434,崇越,0,0.00%,0,2026-05-15
1150513,113,5469,瀚宇博,0,0.00%,N/A,2026-05-15
1150513,113,5471,松翰,0,0.00%,0,2026-05-15
1150513,113,5484,慧友,N/A,N/A,N/A,2026-05-15
1150513,113,5519,隆大,N/A,N/A,N/A,2026-05-15
1150513,113,5522,遠雄,N/A,N/A,N/A,2026-05-15
1150513,113,5525,順天,N/A,N/A,N/A,2026-05-15
1150513,113,5533,皇鼎,N/A,N/A,N/A,2026-05-15
1150513,113,5534,長虹,0,0.00%,0,2026-05-15
1150513,113,5546,永固-KY,N/A,N/A,N/A,2026-05-15
1150513,113,5607,遠雄港,N/A,N/A,N/A,2026-05-15
1150513,113,5608,四維航,0,0.00%,0,2026-05-15
1150513,113,5706,鳳凰,0,0.00%,0,2026-05-15
1150513,113,5871,中租-KY,0,0.00%,0,2026-05-15
1150513,113,5876,上海商銀,1,100.00%,10,2026-05-15
1150513,113,5880,合庫金,0,0.00%,0,2026-05-15
1150513,113,5906,台南-KY,0,0.00%,0,2026-05-15
1150513,113,5907,大洋-KY,N/A,N/A,N/A,2026-05-15
1150513,113,6005,群益證,0,0.00%,0,2026-05-15
1150513,113,6024,群益期,0,0.00%,0,2026-05-15
1150513,113,6108,競國,0,0.00%,0,2026-05-15
1150513,113,6112,邁達特,N/A,N/A,N/A,2026-05-15
1150513,113,6115,鎰勝,N/A,N/A,0,2026-05-15
1150513,113,6116,彩晶,0,0.00%,0,2026-05-15
1150513,113,6120,達運,0,0.00%,0,2026-05-15
1150513,113,6128,上福,0,0.00%,0,2026-05-15
1150513,113,6133,金橋,N/A,N/A,N/A,2026-05-15
1150513,113,6136,富爾特,0,0.00%,0,2026-05-15
1150513,113,6142,友勁,0,0.00%,0,2026-05-15
1150513,113,6152,百一,N/A,N/A,N/A,2026-05-15
1150513,113,6153,嘉聯益,0,0.00%,0,2026-05-15
1150513,113,6164,華興,N/A,N/A,N/A,2026-05-15
1150513,113,6165,浪凡,0,0.00%,0,2026-05-15
1150513,113,6166,凌華,N/A,N/A,N/A,2026-05-15
1150513,113,6168,宏齊,N/A,N/A,N/A,2026-05-15
1150513,113,6176,瑞儀,N/A,N/A,N/A,2026-05-15
1150513,113,6177,達麗,0,0.00%,0,2026-05-15
1150513,113,6183,關貿,0,0.00%,0,2026-05-15
1150513,113,6189,豐藝,0,0.00%,0,2026-05-15
1150513,113,6191,精成科,N/A,N/A,N/A,2026-05-15
1150513,113,6192,巨路,0,0.00%,0,2026-05-15
1150513,113,6196,帆宣,N/A,N/A,N/A,2026-05-15
1150513,113,6197,佳必琪,0,0.00%,0,2026-05-15
1150513,113,6201,亞弘電,0,0.00%,0,2026-05-15
1150513,113,6202,盛群,1,100.00%,0,2026-05-15
1150513,113,6209,今國光,N/A,N/A,N/A,2026-05-15
1150513,113,6213,聯茂,0,0.00%,0,2026-05-15
1150513,113,6214,精誠,0,0.00%,0,2026-05-15
1150513,113,6224,聚鼎,0,0.00%,0,2026-05-15
1150513,113,6226,光鼎,N/A,N/A,N/A,2026-05-15
1150513,113,6230,尼得科超眾,0,0.00%,0,2026-05-15
1150513,113,6235,華孚,N/A,N/A,N/A,2026-05-15
1150513,113,6239,力成,0,0.00%,0,2026-05-15
1150513,113,6243,迅杰,0,0.00%,0,2026-05-15
1150513,113,6257,矽格,0,0.00%,0,2026-05-15
1150513,113,6271,同欣電,0,0.00%,0,2026-05-15
1150513,113,6277,宏正,N/A,N/A,N/A,2026-05-15
1150513,113,6281,全國電,N/A,N/A,N/A,2026-05-15
1150513,113,6282,康舒,0,0.00%,0,2026-05-15
1150513,113,6283,淳安,N/A,N/A,N/A,2026-05-15
1150513,113,6285,啟碁,0,0.00%,0,2026-05-15
1150513,113,6405,悅城,0,0.00%,0,2026-05-15
1150513,113,6412,群電,0,0.00%,0,2026-05-15
1150513,113,6414,樺漢,N/A,N/A,N/A,2026-05-15
1150513,113,6415,矽力*-KY,N/A,N/A,N/A,2026-05-15
1150513,113,6416,瑞祺電通,N/A,N/A,N/A,2026-05-15
1150513,113,6426,統新,N/A,N/A,N/A,2026-05-15
1150513,113,6431,光麗-KY,N/A,N/A,N/A,2026-05-15
1150513,113,6438,迅得,0,0.00%,0,2026-05-15
1150513,113,6443,元晶,N/A,N/A,N/A,2026-05-15
1150513,113,6446,藥華藥,0,0.00%,0,2026-05-15
1150513,113,6449,鈺邦,N/A,N/A,N/A,2026-05-15
1150513,113,6456,GIS-KY,0,0.00%,0,2026-05-15
1150513,113,6464,台數科,0,0.00%,0,2026-05-15
1150513,113,6472,保瑞,0,0.00%,0,2026-05-15
1150513,113,6477,安集,0,0.00%,0,2026-05-15
1150513,113,6504,南六,0,0.00%,0,2026-05-15
1150513,113,6505,台塑化,N/A,N/A,N/A,2026-05-15
1150513,113,6515,穎崴,N/A,N/A,N/A,2026-05-15
1150513,113,6526,達發,0,0.00%,0,2026-05-15
1150513,113,6531,愛普*,0,0.00%,0,2026-05-15
