出表日期,報告年度,公司代號,公司名稱,使用率(再生能源/總能源),資料範圍,取得驗證,date
1150513,113,3715,定穎投控,18.7875%,包含合併財務報表之母子公司,ISO 50001,2026-05-17
1150513,113,3716,中化控股,N/A,N/A,N/A,2026-05-17
1150513,113,4104,佳醫,N/A,N/A,N/A,2026-05-17
1150513,113,4106,雃博,N/A,N/A,N/A,2026-05-17
1150513,113,4108,懷特,N/A,N/A,N/A,2026-05-17
1150513,113,4119,旭富,N/A,N/A,N/A,2026-05-17
1150513,113,4133,亞諾法,N/A,N/A,N/A,2026-05-17
1150513,113,4137,麗豐-KY,N/A,N/A,N/A,2026-05-17
1150513,113,4142,國光生,N/A,N/A,N/A,2026-05-17
1150513,113,4148,全宇生技-KY,N/A,N/A,N/A,2026-05-17
1150513,113,4155,訊映,N/A,N/A,N/A,2026-05-17
1150513,113,4164,承業醫,N/A,N/A,N/A,2026-05-17
1150513,113,4190,佐登-KY,70.0000%,佐登妮絲嘉義生技園區,N/A,2026-05-17
1150513,113,4306,炎洲,N/A,彰化薄膜二廠,ISO 50001,2026-05-17
1150513,113,4414,如興,N/A,N/A,N/A,2026-05-17
1150513,113,4426,利勤,N/A,N/A,ISO 50001,2026-05-17
1150513,113,4438,廣越,33.7851%,10個營業據點 台灣地區(台灣內湖總部、台北尚弘、台北金漢)和中國廠區（嘉興廠、沭陽廠）與越南廠區（古芝廠、前江廠、隆安廠、越南金漢廠、越南金鴻廠）,N/A,2026-05-17
1150513,113,4439,冠星-KY,65.4281%,TOP SPORTS TEXTILE LTD.,EMeRet,2026-05-17
1150513,113,4440,宜新實業,3.0000%,彰化廠,N/A,2026-05-17
1150513,113,4526,東台,N/A,N/A,ISO 50001,2026-05-17
1150513,113,4532,瑞智,N/A,N/A,ISO 50001,2026-05-17
1150513,113,4536,拓凱,N/A,N/A,N/A,2026-05-17
1150513,113,4540,全球傳動,0.2900%,全球傳動樹林廠,N/A,2026-05-17
1150513,113,4545,銘鈺,N/A,N/A,N/A,2026-05-17
1150513,113,4551,智伸科,N/A,N/A,N/A,2026-05-17
1150513,113,4552,力達-KY,N/A,N/A,N/A,2026-05-17
1150513,113,4555,氣立,N/A,N/A,N/A,2026-05-17
1150513,113,4557,永新-KY,2.9890%,廈門永裕、福州新信、台灣分公司,N/A,2026-05-17
1150513,113,4560,強信-KY,N/A,N/A,ISO 50001,2026-05-17
1150513,113,4562,穎漢,N/A,N/A,N/A,2026-05-17
1150513,113,4564,元翎,N/A,N/A,N/A,2026-05-17
1150513,113,4566,時碩工業,5.0000%,母公司及包含子公司時碩科技股份有限公司、時碩科技(無錫)有限公司、時碩科技(西安)有限公司。,N/A,2026-05-17
1150513,113,4569,六方科-KY,0.0000%,"本公司及主要營運據點之子公司Global-Thaixon Precision Industry Co., Ltd.及Thaixon Tech Co., Ltd.。",ISO 50001,2026-05-17
1150513,113,4571,鈞興-KY,0.0000%,合併財務報表之母子公司,N/A,2026-05-17
1150513,113,4572,駐龍,N/A,N/A,N/A,2026-05-17
1150513,113,4576,大銀微系統,N/A,N/A,ISO 50001,2026-05-17
1150513,113,4581,光隆精密-KY,N/A,N/A,N/A,2026-05-17
1150513,113,4583,台灣精銳,N/A,N/A,N/A,2026-05-17
1150513,113,4588,玖鼎電力,N/A,N/A,N/A,2026-05-17
1150513,113,4720,德淵,0.0040%,桃園廠,ISO 50001,2026-05-17
1150513,113,4722,國精化,N/A,N/A,N/A,2026-05-17
1150513,113,4736,泰博,N/A,N/A,N/A,2026-05-17
1150513,113,4737,華廣,N/A,N/A,N/A,2026-05-17
1150513,113,4739,康普,2.8000%,"康普,天弘,恆誼",N/A,2026-05-17
1150513,113,4746,台耀,0.7323%,母公司,N/A,2026-05-17
1150513,113,4755,三福化,N/A,N/A,ISO 50001,2026-05-17
1150513,113,4763,材料-KY,0.1800%,合併財務報表之子公司(濟南大自然新材料有限公司及阿斯泰克(山東)環保纖維有限公司),ISO 50001,2026-05-17
1150513,113,4764,雙鍵,0.0000%,母公司,N/A,2026-05-17
1150513,113,4766,南寶,1.6033%,母公司及部分子公司(佛山南寶、佛山高盛高新、東莞南寶、東莞佳勤、福清南寶、昆山南寶、越南南寶、越南大登及越南寧平、越南NNV、印尼南寶及泰國南寶)。,N/A,2026-05-17
1150513,113,4770,上品,N/A,N/A,N/A,2026-05-17
1150513,113,4771,望隼,N/A,N/A,N/A,2026-05-17
1150513,113,4807,日成-KY,30.0000%,"Regal Jewelry Manufacture Co., Ltd.","ISO 50001,Thailand Greenhouse Gas Management Organization     ",2026-05-17
1150513,113,4904,遠傳,2.5119%,已完成合併財務報表之母子公司,ISO 50001,2026-05-17
1150513,113,4906,正文,2.1000%,正文科技台灣總部及越南正文廠,ISO 50001,2026-05-17
1150513,113,4912,聯德控股-KY,10.8800%,"1.聯德控股股份有限公司
2.聯德精密材料(中國)股份有限公司
3.聯德電子科技(常熟)有限公司
4.昆山聯德滑軌科技有限公司)",ISO 50001,2026-05-17
1150513,113,4915,致伸,53.2239%,母公司與主要生產基地,ISO 50001,2026-05-17
1150513,113,4916,事欣科,N/A,N/A,N/A,2026-05-17
1150513,113,4919,新唐,1.3647%,母公司,ISO 50001,2026-05-17
1150513,113,4927,泰鼎-KY,3.0760%,合併財務報告子公司,N/A,2026-05-17
1150513,113,4930,燦星網,N/A,N/A,N/A,2026-05-17
1150513,113,4934,太極,2.3226%,母公司及越南子公司,N/A,2026-05-17
1150513,113,4935,茂林-KY,0.0000%,母公司及台灣廠區,N/A,2026-05-17
1150513,113,4938,和碩,55.6977%,"ISO 50001驗證範疇：PEGATRON Czech s.r.o.、和碩聯合科技股份有限公司桃園廠、名碩電腦(蘇州)有限公司、旭碩科技(重慶)有限公司、PEGATRON VIETNAM COMPANY LIMITED

再生能源使用率計算範疇：和碩全集團
",ISO 50001,2026-05-17
1150513,113,4942,嘉彰,N/A,N/A,N/A,2026-05-17
1150513,113,4943,康控-KY,N/A,N/A,N/A,2026-05-17
1150513,113,4949,有成精密,N/A,N/A,ISO 50001,2026-05-17
1150513,113,4952,凌通,N/A,N/A,N/A,2026-05-17
1150513,113,4956,光鋐,N/A,N/A,N/A,2026-05-17
1150513,113,4958,臻鼎-KY,50.0000%,包含合併財務報表之母子公司,ISO 50001,2026-05-17
1150513,113,4960,誠美材,2.3199%,母公司,ISO 50001,2026-05-17
1150513,113,4961,天鈺,0.0000%,合併財務報夠之母子公司,N/A,2026-05-17
1150513,113,4967,十銓,N/A,N/A,N/A,2026-05-17
1150513,113,4968,立積,0.6075%,母公司,N/A,2026-05-17
1150513,113,4976,佳凌,N/A,N/A,N/A,2026-05-17
1150513,113,4977,眾達-KY,N/A,N/A,N/A,2026-05-17
1150513,113,4989,榮科,1.2200%,請確認,"ISO 50001,請確認",2026-05-17
1150513,113,4994,傳奇,N/A,N/A,N/A,2026-05-17
1150513,113,4999,鑫禾,N/A,N/A,N/A,2026-05-17
1150513,113,5007,三星,1.2147%,母公司,ISO 50001,2026-05-17
1150513,113,5203,訊連,N/A,N/A,N/A,2026-05-17
1150513,113,5215,科嘉-KY,N/A,N/A,N/A,2026-05-17
1150513,113,5222,全訊,N/A,N/A,N/A,2026-05-17
1150513,113,5225,東科-KY,4.0452%,東聲惠州及越南EAVN,ISO 50001,2026-05-17
1150513,113,5234,達興材料,0.9000%,包含合併財務報表之母子公司,N/A,2026-05-17
1150513,113,5243,乙盛-KY,26.4300%,昆山乙盛機械工業有限公司,N/A,2026-05-17
1150513,113,5244,弘凱,N/A,N/A,N/A,2026-05-17
1150513,113,5258,虹堡,N/A,N/A,N/A,2026-05-17
1150513,113,5269,祥碩,N/A,N/A,N/A,2026-05-17
1150513,113,5283,禾聯碩,N/A,N/A,N/A,2026-05-17
1150513,113,5284,jpp-KY,0.2300%,Jinpao Soi 11 + 12 廠區,N/A,2026-05-17
1150513,113,5285,界霖,N/A,N/A,N/A,2026-05-17
1150513,113,5288,豐祥-KY,0.0000%,主要營運孫公司台灣豐祥及越南VPIC1,ISO 50001,2026-05-17
1150513,113,5292,華懋,N/A,N/A,N/A,2026-05-17
1150513,113,5306,桂盟,42.6100%,桂盟國際股份有限公司、桂盟企業股份有限公司、科恩斯工業股份有限公司、桂盟鏈條(深圳)有限公司、超匯桂盟傳動(天津)有限公司、超匯桂盟傳動(蘇州)有限公司、深圳市科恩斯汽車零配件有限公司、桂盟鏈條(越南)責任有限公司,N/A,2026-05-17
1150513,113,5388,中磊,11.3045%,母公司（台北總部、竹南製造中心）以及蘇州、菲律賓製造中心,ISO 50001,2026-05-17
1150513,113,5434,崇越,4.7000%,母公司,N/A,2026-05-17
1150513,113,5469,瀚宇博,N/A,N/A,ISO 50001,2026-05-17
1150513,113,5471,松翰,N/A,N/A,N/A,2026-05-17
1150513,113,5484,慧友,N/A,N/A,N/A,2026-05-17
1150513,113,5515,建國,N/A,N/A,N/A,2026-05-17
1150513,113,5519,隆大,N/A,N/A,N/A,2026-05-17
1150513,113,5521,工信,N/A,N/A,N/A,2026-05-17
1150513,113,5522,遠雄,N/A,N/A,N/A,2026-05-17
1150513,113,5525,順天,N/A,N/A,N/A,2026-05-17
1150513,113,5531,鄉林,N/A,N/A,N/A,2026-05-17
1150513,113,5533,皇鼎,N/A,N/A,N/A,2026-05-17
1150513,113,5534,長虹,N/A,N/A,N/A,2026-05-17
1150513,113,5538,東明-KY,13.0000%,開曼東明、岡山東穎、Tongwin、浙江東明及浙江東和,ISO 50001,2026-05-17
1150513,113,5546,永固-KY,N/A,N/A,N/A,2026-05-17
1150513,113,5607,遠雄港,N/A,N/A,N/A,2026-05-17
1150513,113,5608,四維航,N/A,N/A,N/A,2026-05-17
1150513,113,5706,鳳凰,N/A,N/A,N/A,2026-05-17
1150513,113,5871,中租-KY,10.2060%,台灣地區,ISO 50001,2026-05-17
1150513,113,5876,上海商銀,8.8100%,本行在臺灣地區之營業據點、海外分行及海外辦事處,ISO 50001,2026-05-17
1150513,113,5880,合庫金,19.9400%,"配合政府2050淨零排放，推動能源轉型政策，合庫銀行17處據點已完成設置太陽能板發電系統，實際總發電量達484,618度，減少的碳排放量約229.71公噸CO2e，相當於0.59座大安森林公園的年吸碳量，另4處據點太陽能板發電系統建置中，累積共21處據點建置太陽能板發電系統，預估年發電量約達86.13萬度。
全集團採購2,446.47萬度再生能源，2024 年綠電已轉供計793.41萬度，且已取得7,965張再生能源憑證，可減少碳排放量約3,760.74公噸CO2e，相當於9.73座大安森林公園的年吸碳量，未來持續響應國家淨零排放政策，逐步提高再生能源使用比重。",ISO 50001,2026-05-17
1150513,113,5906,台南-KY,N/A,N/A,N/A,2026-05-17
1150513,113,5907,大洋-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6005,群益證,N/A,N/A,ISO 50001,2026-05-17
1150513,113,6024,群益期,N/A,N/A,N/A,2026-05-17
1150513,113,6108,競國,N/A,N/A,N/A,2026-05-17
1150513,113,6112,邁達特,1.7933%,邁達特及子公司啟迪、逐鹿、聚上雲,N/A,2026-05-17
1150513,113,6115,鎰勝,N/A,N/A,N/A,2026-05-17
1150513,113,6116,彩晶,2.4585%,母公司,ISO 50001,2026-05-17
1150513,113,6117,迎廣,N/A,N/A,ISO 50001,2026-05-17
1150513,113,6120,達運,8.0252%,已完成合併財務報表之母子公司,ISO 50001,2026-05-17
1150513,113,6128,上福,N/A,N/A,N/A,2026-05-17
1150513,113,6133,金橋,N/A,N/A,N/A,2026-05-17
1150513,113,6136,富爾特,N/A,N/A,N/A,2026-05-17
1150513,113,6139,亞翔,N/A,N/A,N/A,2026-05-17
1150513,113,6141,柏承,N/A,N/A,N/A,2026-05-17
1150513,113,6142,友勁,N/A,N/A,N/A,2026-05-17
1150513,113,6152,百一,33.0000%,僅子公司,N/A,2026-05-17
1150513,113,6153,嘉聯益,0.0000%,母公司樹林廠,N/A,2026-05-17
1150513,113,6155,鈞寶,N/A,N/A,N/A,2026-05-17
1150513,113,6164,華興,N/A,N/A,N/A,2026-05-17
1150513,113,6165,浪凡,N/A,N/A,N/A,2026-05-17
1150513,113,6166,凌華,4.2475%,僅母公司 ,N/A,2026-05-17
1150513,113,6168,宏齊,0.0000%,母公司,N/A,2026-05-17
1150513,113,6176,瑞儀,3.2000%,台灣廠區、吳江廠區、南京廠區及廣州廠區,ISO 50001,2026-05-17
1150513,113,6177,達麗,N/A,N/A,N/A,2026-05-17
1150513,113,6183,關貿,N/A,N/A,N/A,2026-05-17
1150513,113,6184,大豐電,0.0000%,大豐有線電視股份有限公司，未包含合併財務報表中之子公司,N/A,2026-05-17
1150513,113,6189,豐藝,N/A,N/A,N/A,2026-05-17
1150513,113,6191,精成科,N/A,N/A,N/A,2026-05-17
1150513,113,6192,巨路,N/A,N/A,N/A,2026-05-17
1150513,113,6196,帆宣,0.0000%,母公司,ISO 50001,2026-05-17
1150513,113,6197,佳必琪,N/A,N/A,N/A,2026-05-17
1150513,113,6201,亞弘電,N/A,N/A,N/A,2026-05-17
1150513,113,6202,盛群,N/A,N/A,N/A,2026-05-17
1150513,113,6205,詮欣,N/A,N/A,N/A,2026-05-17
1150513,113,6206,飛捷,N/A,N/A,N/A,2026-05-17
1150513,113,6209,今國光,N/A,N/A,N/A,2026-05-17
1150513,113,6213,聯茂,N/A,N/A,ISO 50001,2026-05-17
1150513,113,6214,精誠,4.5559%,僅母公司總部大樓,ISO 50001,2026-05-17
1150513,113,6215,和椿,N/A,N/A,N/A,2026-05-17
1150513,113,6216,居易,N/A,N/A,N/A,2026-05-17
1150513,113,6224,聚鼎,N/A,N/A,N/A,2026-05-17
1150513,113,6225,天瀚,N/A,N/A,N/A,2026-05-17
1150513,113,6226,光鼎,N/A,N/A,N/A,2026-05-17
1150513,113,6230,尼得科超眾,N/A,N/A,N/A,2026-05-17
1150513,113,6235,華孚,3.3610%,"華孚科技股份有限公司、
昆山華復精密金屬有限公司、
華孚精密科技(馬鞍山)有限公司、
華譽精密科技(含山)有限公司。",N/A,2026-05-17
1150513,113,6239,力成,3.3000%,僅台灣區域力成科技,ISO 50001,2026-05-17
1150513,113,6243,迅杰,N/A,N/A,N/A,2026-05-17
1150513,113,6257,矽格,2.8564%,本公司以下營運據點：矽格股份有限公司(湖口廠)、矽格股份有限公司(北興廠)、矽格股份有限公司(中興廠),N/A,2026-05-17
1150513,113,6269,台郡,N/A,N/A,ISO 50001,2026-05-17
1150513,113,6271,同欣電,0.1545%,已完成合併財務報表之母子公司,N/A,2026-05-17
1150513,113,6277,宏正,N/A,N/A,N/A,2026-05-17
1150513,113,6278,台表科,N/A,N/A,N/A,2026-05-17
1150513,113,6281,全國電,N/A,N/A,N/A,2026-05-17
1150513,113,6282,康舒,21.6799%,康舒科技+滬華五金之各營運據點,ISO 50001,2026-05-17
1150513,113,6283,淳安,N/A,N/A,N/A,2026-05-17
1150513,113,6285,啟碁,21.0600%,2024 年能源使用計算範圍為啓碁總部、台北辦公室、力行廠、南科廠、啟佳、啟新、啟基永昌（ 昆山）、啟基永昌（ 南京）、越南廠、美國與英國子公司；德國以及日本子公司採居家辦公形式，因此未計入；墨西哥廠區因數據未涵蓋完整一年也未計入。,ISO 50001,2026-05-17
1150513,113,6405,悅城,N/A,N/A,N/A,2026-05-17
1150513,113,6409,旭隼,0.2100%,"(一)旭隼科技集團為不斷電系統(Uninterruptible Power System；UPS)、電源轉換器(Inverter)、太陽能逆變器(Photovoltaic Inverter；PV Inverter) 、儲能系統(Energy Storage System)及電動車充電器(EV Charger)等電子產品之DMS(Design & Manufacturing Service；設計生產製造服務)廠商。主要業務為替世界各國品牌客戶進行設計製造，產品銷售以外銷為主，近三年度之外銷金額佔營收比重均超過九成以上。
(二)旭隼科技集團之自身營運的碳排放（範疇1、2） ，亦採用直接電力在最終能源消耗總額中的份額進行管理。自身營運耗用之能源(範疇1及範疇2)，絕大部分都為公司營運所需之外購電力(＞99％)，且均為所在地區之市政供電。
(三)旭隼集團使用的能源，絕大部分是外購電力（市政供電），全球有統一的轉換係數；生質燃料僅使用車用汽油以及柴油；依集團總公司所在地司法管轄區（臺灣）所公布「溫室氣體排放係數管理表(6.0.4版本2019年6月) 」之高位熱值，計算轉換係數:
1cal＝4.184J；1Wh＝3,600J
燃料：
1L（公升）車用汽油＝7800 Kcal/L@4.184J/cal＝32,635.2KJ/109＝0.0326352GJ/L
1KL（公秉）車用汽油＝0.0326352GJ/L@1000＝32.6352 GJ/KL
1L（公升）柴油＝8400 Kcal/L@4.184J/cal＝35,145.6KJ/109＝0.0351456GJ/L
1KL（公秉）柴油＝0.0351456GJ/L@1000＝35.1456GJ/KL
電力：
1KWh（度）＝3,600J@1000/109＝0.0036 GJ/ kWh
1MWh（兆瓦）＝0.0036 GJ/ kWh @1000＝3.6 GJ/ MWh
(四)涵蓋範圍包含合併財務報表之母子公司

",ISAE3000,2026-05-17
1150513,113,6412,群電,55.5600%,台北總公司、東莞廠、蘇州廠、重慶廠、泰國廠,ISO 50001,2026-05-17
1150513,113,6414,樺漢,0.0000%,新北市中和區建康路10號3~6F,ISO 50001,2026-05-17
1150513,113,6415,矽力*-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6416,瑞祺電通,N/A,N/A,N/A,2026-05-17
1150513,113,6426,統新,N/A,N/A,N/A,2026-05-17
1150513,113,6431,光麗-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6438,迅得,0.0000%,母公司,N/A,2026-05-17
1150513,113,6442,光聖,0.0000%,母公司,N/A,2026-05-17
1150513,113,6443,元晶,N/A,N/A,N/A,2026-05-17
1150513,113,6446,藥華藥,N/A,N/A,N/A,2026-05-17
1150513,113,6449,鈺邦,N/A,N/A,N/A,2026-05-17
1150513,113,6451,訊芯-KY,3.9523%,"""中國廣東省中山市火炬開發區建業東路9號""
",ISO 50001,2026-05-17
1150513,113,6456,GIS-KY,87.6400%,已完成合併報表之母子公司,ISO 50001,2026-05-17
1150513,113,6464,台數科,0.2193%,已完成合併財務報表之母子公司,N/A,2026-05-17
1150513,113,6472,保瑞,N/A,N/A,N/A,2026-05-17
1150513,113,6477,安集,N/A,N/A,N/A,2026-05-17
1150513,113,6491,晶碩,N/A,N/A,N/A,2026-05-17
1150513,113,6504,南六,N/A,N/A,N/A,2026-05-17
1150513,113,6505,台塑化,0.0014%,母公司,N/A,2026-05-17
1150513,113,6515,穎崴,N/A,N/A,N/A,2026-05-17
1150513,113,6525,捷敏-KY,1.2089%,合併財務報表之母子公司,N/A,2026-05-17
1150513,113,6526,達發,0.0000%,已完成母公司,N/A,2026-05-17
1150513,113,6531,愛普*,N/A,N/A,N/A,2026-05-17
1150513,113,6533,晶心科,N/A,N/A,N/A,2026-05-17
1150513,113,6534,正瀚-創,11.4259%,已完成合併財務報表之母子公司,N/A,2026-05-17
1150513,113,6541,泰福-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6550,北極星藥業-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6552,易華電,N/A,N/A,N/A,2026-05-17
1150513,113,6558,興能高,N/A,N/A,N/A,2026-05-17
1150513,113,6573,虹揚-KY,N/A,N/A,青山永續聯合會計師事務所,2026-05-17
1150513,113,6579,研揚,N/A,N/A,N/A,2026-05-17
1150513,113,6581,鋼聯,0.6800%,-,ISO 50001,2026-05-17
1150513,113,6582,申豐,N/A,N/A,N/A,2026-05-17
1150513,113,6585,鼎基,N/A,N/A,N/A,2026-05-17
1150513,113,6589,台康生技,N/A,N/A,N/A,2026-05-17
1150513,113,6591,動力-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6592,和潤企業,N/A,N/A,N/A,2026-05-17
1150513,113,6598,ABC-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6605,帝寶,N/A,N/A,N/A,2026-05-17
1150513,113,6606,建德工業,N/A,N/A,N/A,2026-05-17
1150513,113,6625,必應,N/A,N/A,N/A,2026-05-17
1150513,113,6641,基士德-KY,26.3029%,"包含母公司及其他：(1)川源(中國)機械有限公司及其5個分公司 (2)川源環境科技(揚州)有限公司 (3)基士德環科股份有限公司 (4)基士德科技股份有限公司台灣分公司 (5)Chuan Yuan Hydraulic Engineering Co., Ltd.)",N/A,2026-05-17
1150513,113,6645,金萬林-創,N/A,N/A,N/A,2026-05-17
1150513,113,6655,科定,N/A,N/A,N/A,2026-05-17
1150513,113,6657,華安,0.0000%,華安醫學股份有限公司,N/A,2026-05-17
1150513,113,6658,聯策,N/A,N/A,N/A,2026-05-17
1150513,113,6666,羅麗芬-KY,N/A,N/A,ISO 50001,2026-05-17
1150513,113,6668,中揚光,N/A,N/A,N/A,2026-05-17
1150513,113,6669,緯穎,66.7718%,包含合併財務報表之母子(孫)公司,ISO 50001,2026-05-17
1150513,113,6670,復盛應用,0.4481%,母公司,N/A,2026-05-17
1150513,113,6671,三能-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6672,騰輝電子-KY,0.8600%,合併報表之子公司生產型廠區,N/A,2026-05-17
1150513,113,6674,鋐寶科技,N/A,N/A,N/A,2026-05-17
1150513,113,6689,伊雲谷,5.2179%,伊雲谷母公司(全台營運據點包含三重、菜寮、士林、台中、高雄辦公室),N/A,2026-05-17
1150513,113,6691,洋基工程,N/A,N/A,N/A,2026-05-17
1150513,113,6695,芯鼎,N/A,N/A,N/A,2026-05-17
1150513,113,6698,旭暉應材,4.9870%,母公司,N/A,2026-05-17
1150513,113,6706,惠特,N/A,N/A,N/A,2026-05-17
1150513,113,6715,嘉基,N/A,N/A,N/A,2026-05-17
1150513,113,6719,力智,N/A,N/A,N/A,2026-05-17
1150513,113,6742,澤米,N/A,N/A,N/A,2026-05-17
1150513,113,6743,安普新,N/A,N/A,N/A,2026-05-17
1150513,113,6753,龍德造船,0.0000%,僅母公司,N/A,2026-05-17
1150513,113,6754,匯僑設計,N/A,N/A,N/A,2026-05-17
1150513,113,6756,威鋒電子,N/A,N/A,N/A,2026-05-17
1150513,113,6757,台灣虎航,N/A,N/A,N/A,2026-05-17
1150513,113,6768,志強-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6770,力積電,1.0813%,力積電個體及合併財報子公司,ISO 50001,2026-05-17
1150513,113,6771,平和環保-創,N/A,N/A,N/A,2026-05-17
1150513,113,6776,展碁國際,3.0000%,已完成合併財務報表之母子公司,N/A,2026-05-17
1150513,113,6781,AES-KY,80.5900%,申報數據未包含太普越南,ISO 50001,2026-05-17
1150513,113,6782,視陽,13.0000%,合併財務報表之母子公司,N/A,2026-05-17
1150513,113,6789,采鈺,37.0521%,采鈺公司新竹廠及龍潭廠,ISO 50001,2026-05-17
1150513,113,6790,永豐實,18.5100%,台灣區主要紙品工廠；統計能源項目包含太陽能、生質能、替代燃料等再生能源。,ISO 50001,2026-05-17
1150513,113,6792,詠業,N/A,N/A,N/A,2026-05-17
1150513,113,6794,向榮生技-創,N/A,N/A,N/A,2026-05-17
1150513,113,6796,晉弘,N/A,N/A,N/A,2026-05-17
1150513,113,6799,來頡,N/A,N/A,N/A,2026-05-17
1150513,113,6805,富世達,N/A,N/A,N/A,2026-05-17
1150513,113,6806,森崴能源,28.4531%,森崴土城總部辦公室2024年購買綠電度數/森崴(土城總部辦公室+彰化辦公室+台南歸仁辦公室)總用電度數,ISO 50001,2026-05-17
1150513,113,6807,峰源-KY,19.3548%,主要生產基地,N/A,2026-05-17
1150513,113,6830,汎銓,N/A,N/A,N/A,2026-05-17
1150513,113,6834,天二科技,N/A,N/A,N/A,2026-05-17
1150513,113,6835,圓裕,N/A,N/A,N/A,2026-05-17
1150513,113,6838,台新藥,N/A,N/A,N/A,2026-05-17
1150513,113,6854,錼創科技-KY創,N/A,N/A,N/A,2026-05-17
1150513,113,6861,睿生光電,N/A,N/A,N/A,2026-05-17
1150513,113,6862,三集瑞-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6863,永道-KY,10.0800%,已完成合併財務報表之母子公司,N/A,2026-05-17
1150513,113,6869,雲豹能源,40.7300%,僅母公司,N/A,2026-05-17
1150513,113,6873,泓德能源,N/A,N/A,N/A,2026-05-17
1150513,113,6885,全福生技,N/A,N/A,N/A,2026-05-17
1150513,113,6887,寶綠特-KY,4.7945%,已完成合併財務報表之母子公司,N/A,2026-05-17
1150513,113,6890,來億-KY,12.9193%,臺灣總部、樂億、樂億Ⅱ、億春、億柏、億碩、昌億、嘉智、億泉、億福、歐紐,N/A,2026-05-17
1150513,113,6901,鑽石投資,0.0000%,母公司(目前無應納入合併財務報告子公司),N/A,2026-05-17
1150513,113,6902,GOGOLOOK-創,N/A,N/A,N/A,2026-05-17
1150513,113,6906,現觀科,N/A,N/A,N/A,2026-05-17
1150513,113,6909,創控,19.9967%,已完成母公司,N/A,2026-05-17
1150513,113,6914,阜爾運通,N/A,N/A,N/A,2026-05-17
1150513,113,6916,華凌,0.0000%,母公司及合併財務報表之重要子公司,N/A,2026-05-17
1150513,113,6918,愛派司,N/A,N/A,N/A,2026-05-17
1150513,113,6919,康霈*,N/A,N/A,N/A,2026-05-17
1150513,113,6923,中台,N/A,N/A,N/A,2026-05-17
1150513,113,6924,榮惠-KY創,2.3600%,僅涵蓋台灣分公司及泰國子公司等營運與生產據點,N/A,2026-05-17
1150513,113,6928,攸泰科技,14.0480%,僅母公司,N/A,2026-05-17
1150513,113,6931,青松健康,N/A,N/A,N/A,2026-05-17
1150513,113,6933,AMAX-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6936,永鴻生技,N/A,N/A,N/A,2026-05-17
1150513,113,6937,天虹,N/A,N/A,N/A,2026-05-17
1150513,113,6944,兆聯實業,N/A,N/A,N/A,2026-05-17
1150513,113,6949,沛爾生醫-創,N/A,N/A,N/A,2026-05-17
1150513,113,6951,青新-創,N/A,N/A,N/A,2026-05-17
1150513,113,6952,大武山,N/A,N/A,ISO 50001,2026-05-17
1150513,113,6955,邦睿生技-創,N/A,N/A,N/A,2026-05-17
1150513,113,6957,裕慶-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6958,日盛台駿,N/A,N/A,N/A,2026-05-17
1150513,113,6962,奕力-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6965,中傑-KY,N/A,N/A,N/A,2026-05-17
1150513,113,6969,成信實業*-創,N/A,N/A,N/A,2026-05-17
1150513,113,6988,威力暘-創,N/A,N/A,N/A,2026-05-17
1150513,113,6994,富威電力,10.0000%,數據僅涵蓋頂埔大樓富威電力總部,N/A,2026-05-17
1150513,113,7631,聚賢研發,N/A,N/A,N/A,2026-05-17
1150513,113,7705,三商餐飲,N/A,N/A,N/A,2026-05-17
1150513,113,7722,LINEPAY,N/A,N/A,N/A,2026-05-17
1150513,113,7732,金興精密,17.5770%,已完成合併報表之母子公司,N/A,2026-05-17
1150513,113,7736,虎山,N/A,N/A,N/A,2026-05-17
1150513,113,7740,熙特爾,N/A,N/A,N/A,2026-05-17
1150513,113,7749,意騰-KY,N/A,N/A,N/A,2026-05-17
1150513,113,7788,松川精密,N/A,N/A,N/A,2026-05-17
1150513,113,8011,台通,N/A,N/A,N/A,2026-05-17
1150513,113,8016,矽創,N/A,N/A,N/A,2026-05-17
1150513,113,8021,尖點,1.1873%,僅母公司,ISO 50001,2026-05-17
1150513,113,8028,昇陽半導體,N/A,N/A,N/A,2026-05-17
1150513,113,8033,雷虎,N/A,N/A,N/A,2026-05-17
1150513,113,8039,台虹,0.0200%,一廠、二廠、三廠、五廠,ISO 50001,2026-05-17
1150513,113,8045,達運光電,N/A,N/A,N/A,2026-05-17
1150513,113,8046,南電,0.1000%,母公司,N/A,2026-05-17
1150513,113,8070,長華*,0.1000%,包含合併財務報表之母子公司,確信準則3000號（TWSAE3000） ,2026-05-17
1150513,113,8072,陞泰,N/A,N/A,N/A,2026-05-17
1150513,113,8081,致新,N/A,N/A,N/A,2026-05-17
