出表日期,公司代號,公司名稱,公司地址,股東常(臨時)會,開會日期,開會地點,是否改選董監,聯絡電話,股務單位,股務單位電話,是否採電子投票,date
1150514,2324,仁寶,台北市內湖區瑞光路581號及581之1號,常會,1150529,台北市內湖區瑞光路581號,否,(02)87978588,中國信託商業銀行代理部,(02)6636-5566,強制,2026-05-15
1150514,2327,國巨*,新北市新店區寶橋路233-1號3樓,常會,1150527,新北市深坑區北深路三段265號3樓(海灣假日酒店VIP1會議室),否,(02)6629-9999,台新綜合證券股份有限公司,(02)2504-8125,強制,2026-05-15
1150514,2328,廣宇,235新北市中和區碧河里建八路200號6樓,常會,1150527,新北市中和區建八路198 號頂樓 R2F 教育訓練中心,是,(02)2211-3066,福邦證券股份有限公司,(02)2371-1658,強制,2026-05-15
1150514,2329,華泰,高雄市楠梓區中三街9號,常會,1150529,高雄市楠梓區中三街9號(華泰電子股份有限公司國際會議廳),否,(07)361-3131,中國信託商業銀行代理部,(02)6636-5566,強制,2026-05-15
1150514,2330,台積電,新竹科學園區力行六路8號,常會,1150604,新竹喜來登大飯店（新竹縣竹北市光明六路東一段265號3樓）,否,03-5636688,中國信託商業銀行 代理部,02-6636-5566,強制,2026-05-15
1150514,2331,精英,臺北市中山區中山北路3段22-1號9樓,常會,1150527,台北市中山區中山北路三段22號18樓會議室,是,(02)2162-1177,福邦證券股份有限公司,(02)2371-1658,強制,2026-05-15
1150514,2332,友訊,台北市內湖區新湖三路289號,常會,1150525,本公司大樓(地址:台北市內湖區新湖三路289號),是,02-66000123,群益金鼎證券股份有限公司,02-2703-5000,強制,2026-05-15
1150514,2337,旺宏,新竹科學園區新竹巿力行路16號,常會,1150527,煙波大飯店新竹湖濱館麗池館B1(地址：新竹市明湖路773號),否,03-5786688,旺宏電子(股)公司股務室,02-25638128,強制,2026-05-15
1150514,2338,光罩,新竹科學園區新竹縣寶山鄉創新一路十一號,常會,1150618,台灣科學園區同業公會2樓會議室(新竹市東區展業一路2號2樓),是,(03)563-4370,福邦證券股份有限公司股務代理部,(02)2371-1658,強制,2026-05-15
1150514,2340,台亞,新竹科學園區新竹市力行五路1號,常會,1150625,新竹市明湖路773號(新竹煙波大飯店 麗池館 2樓 艾菲爾廳),否,(03)5638951,台新證券股務代理部,02-25048125,強制,2026-05-15
1150514,2342,茂矽,新竹市科學園區研新一路一號,常會,1150520,新竹市科學園區研新一路一號(本公司),是,(03)578-3344,台新證券股務代理部,(02)2504-8125,強制,2026-05-15
1150514,2344,華邦電,台中市大雅區中部科學園區科雅一路8號,常會,1150529,新竹縣竹北市文興路2段539號1樓演講廳,是,(04)25218168,華邦電子股份有限公司股務辦事處,(02)27905885,強制,2026-05-15
1150514,2345,智邦,新竹縣竹北市北興里智慧一路1號,常會,1150611,新竹科學園區研新三路一號(本公司會議室),否,(03)5770270,元大證券股份有限公司,02-25865859,強制,2026-05-15
1150514,2347,聯強,臺北市南港區市民大道八段205號27樓,常會,1150529,台北市南港路一段209號1樓,否,2506-3320,中國信託商業銀行代理部,(02)6636-5566,強制,2026-05-15
1150514,2348,海悅,台北市松山區敦化北路260號7樓,常會,1150617,茹曦酒店 (台北市敦化北路100號2樓VIP2),否,02-87122888,群益金鼎證券股份有限公司,02-27023999,強制,2026-05-15
1150514,2349,錸德,新竹縣湖口鄉光復北路42號,常會,1150616,新竹縣湖口鄉新竹工業區光復北路12號。,是,03-5985696,台新證券股務代理部,02-25048125,強制,2026-05-15
1150514,2351,順德,彰化市大竹里彰南路二段260號,常會,1150521,彰化市彰南路二段260號,否,04-7383991,群益金鼎證券股份有限公司,02-27023999,強制,2026-05-15
1150514,2352,佳世達,桃園市龜山區山鶯路157號,常會,1150529,桃園市桃園區莊敬路一段300號 尊爵大飯店,是,03-3598800,台新證券股務代理部,02-25048125,強制,2026-05-15
1150514,2353,宏碁,台北市松山區復興北路369號7樓之5,常會,1150529,渴望會館(桃園市龍潭區渴望路428號),是,(02)27195000,宏碁股份有限公司股務室,(02)27195000,強制,2026-05-15
1150514,2354,鴻準,新北市土城區中山路3-2號,常會,1150529,新北市土城區中山路3-2號,否,22680970,福邦證券股份有限公司,(02)2371-1658,強制,2026-05-15
1150514,2355,敬鵬,桃園市蘆竹區內厝里內厝街46號,常會,1150624,桃園市蘆竹區南山路二段5巷17號,是,03-3222226,康和綜合證券股份有限公司,02- 87871888,強制,2026-05-15
1150514,2356,英業達,北市後港街六十六號,常會,1150527,台北市中山區中山北路四段1號 台北圓山大飯店敦睦廳,是,28810721,台新證券股務代理部,25048125,強制,2026-05-15
1150514,2357,華碩,台北市北投區立德路15號,常會,1150529,沃田旅店大會堂（台北市中山北路七段127號）,否,(02)28943447,凱基證券(股)公司股務代理部,(02)23892999,強制,2026-05-15
1150514,2359,所羅門,台北市內湖區行忠路四十二號6樓,常會,1150609,台北市內湖區行忠路四十二號五樓會議室,否,(02)8791-8989,統一綜合證券(股)公司股務代理部,(02)2747-8266,強制,2026-05-15
1150514,2360,致茂,桃園市龜山區文茂路88號,常會,1150529,桃園市龜山區文茂路88號(本公司會議室),是,(03)327-9999,台新證券股務代理部,(02)2504-8125,強制,2026-05-15
1150514,2362,藍天,新北市新莊區思源路555號35樓,常會,1150529,新北市新莊區思源路555號,否,(02)22789696,中國信託商業銀行代理部,(02)6636-5566,強制,2026-05-15
1150514,2363,矽統,新竹市公道五路二段180號,常會,1150526,新竹市公道五路二段180號(矽統科技大樓),否,(03)5166000,宏遠證券股份有限公司,02-23268818,強制,2026-05-15
1150514,2364,倫飛,臺北市內湖區瑞光路550號9樓,常會,1150612,高雄市大寮區大發工業區華西路31號,是,(02)55899999,福邦證券股份有限公司股務代理部,02-2371-1658,強制,2026-05-15
1150514,2365,昆盈,新北市三重區重新路五段492號1-8樓,常會,1150617,珍豪大飯店(新北市三重區光復路一段67號),否,(02)29956645,兆豐證券股份有限公司股務代理部,(02)3393-0898,強制,2026-05-15
1150514,2367,燿華,新北市土城區中山路4巷3號,常會,1150616,燿華電子股份有限公司四廠(新北市土城區中山路6號),否,(02)22685071,燿華電子股務室,(02)2705-1333,強制,2026-05-15
1150514,2368,金像電,桃園市中壢區西園路113號,常會,1150529,桃園巿中壢工業區西園路113號（本公司中壢廠舊行政大樓）,否,(03)4612541,中國信託商業銀行代理部,(02)6636-5566,強制,2026-05-15
1150514,2369,菱生,台中市潭子區南二路五之一號,常會,1150528,台中市潭子區南二路5-1號5樓(本公司員工餐廳),否,04-25335120,中國信託商業銀行代理部,02-66365566,強制,2026-05-15
1150514,2371,大同,台北市中山北路3段22號,常會,1150526,臺北市中山北路三段22號大同公司總公司(北設工大樓18樓),否,02-25925252,福邦證券股份有限公司股務代理部,02-2371-1658,強制,2026-05-15
1150514,2373,震旦行,台北市信義路五段二號十五樓,常會,1150617,台北市信義路五段2號3樓(震旦國際大樓多功能會議廳),否,(02)2345-8088,元大證券股份有限公司,(02)25865859,強制,2026-05-15
1150514,2374,佳能,新北市新莊區中環路三段200號18樓,常會,1150625,新北市工商展覽中心會議廳 (新北市五股區五權路1號2樓),否,(02)8522-9788,中國信託商業銀行代理部,(02)66365566,強制,2026-05-15
1150514,2375,凱美,新北市汐止區新台五路一段81號13樓,常會,1150525,新北市汐止區新台五路一段81號13樓 會議室,否,(02)26981010,台新綜合證券(股)公司股務代理部,02-25048125,強制,2026-05-15
1150514,2376,技嘉,新北市新店區寶強路六號,常會,1150609,桃園市中壢區民權路398號(古華花園飯店),否,89124000,中國信託商業銀行代理部,02-66365566,強制,2026-05-15
1150514,2377,微星,新北市中和區立德街69號,常會,1150611,新北市中和區板南路488號(本公司3102會議室),否,(02)32345599,中國信託商業銀行代理部,(02)66365566,強制,2026-05-15
1150514,2379,瑞昱,新竹科學園區創新二路2號,常會,1150527,新竹科學園區工業東二路1號（科技生活館巴哈廳)。,否,03-5780211,中國信託商業銀行代理部,02-66365566,強制,2026-05-15
1150514,2380,虹光,新竹縣新竹科學園區研新一路二十號,常會,1150610,新竹科學園區新竹縣寶山鄉研新一路二十號,否,03-5782388,永豐金證券股份有限公司,02-23816288,強制,2026-05-15
1150514,2382,廣達,桃園市龜山區文化里文化二路188號,常會,1150529,本公司視聽教室 (桃園市龜山區文化二路188號地下一樓),否,03-3272345,中國信託商業銀行   代理部,02-66365566,強制,2026-05-15
1150514,2383,台光電,桃園巿觀音區觀音工業區大同一路18號,常會,1150527,桃園巿觀音區大同一路18號,否,(03)4837937,亞東證券股份有限公司,(02)7753-1699,強制,2026-05-15
1150514,2385,群光,新北市三重區光復路二段69號,常會,1150528,新北市三重區光復路2段69號(本公司會議室),否,02-66266788,中國信託商業銀行 代理部,02-66365566,強制,2026-05-15
1150514,2387,精元,台中市大雅區昌平路四段475號,常會,1150529,WensCo會議室松竹館三樓會議室(台中市北屯區南興三路317號),否,04-25686983,群益金鼎證券股份有限公司,02-27023999,強制,2026-05-15
1150514,2388,威盛,新北市新店區中正路535號8樓,常會,1150618,新北市新店區北新路三段205號(豪鼎飯店北新旗艦館豪景廳),否,8862-22185452,中國信託商業銀行代理部,02- 6636-5566,強制,2026-05-15
1150514,2390,云辰,新北市土城區中華路一段50號3樓,常會,1150617,新北市土城區中華路一段50號5樓,否,(02)2260-6868,群益金鼎證券(股)公司股務代理部,(02)2702-3999,強制,2026-05-15
1150514,2392,正崴,新北市土城區中山路18號,常會,1150624,新北市土城區中央路4段49號2樓,是,2269-9888,福邦證券股份有限公司,2371-1658,強制,2026-05-15
1150514,2393,億光,新北市樹林區中華路6之8號,常會,1150609,新北市新莊區中央路469號3樓(新莊典華幸福機構 亞瑟廳),否,02-26856688,群益金鼎證券(股)公司股務代理部,02-27023999,強制,2026-05-15
1150514,2395,研華,台北市內湖區瑞光路26巷20弄1號,常會,1150529,台北市內湖區瑞光路26巷20弄1號B1,是,(02)7732-3399,凱基證券股份有限公司,02-2389-2999,強制,2026-05-15
1150514,2397,友通,新北市汐止區新台五路一 段97號10樓,常會,1150527,新北巿汐止區大同路一段128號福泰大飯店4樓珍珠廳,是,(02)2697-2986,凱基證券 股務代理部,(02)2389-2999,強制,2026-05-15
1150514,2399,映泰,新北市新店區民權路108-2號2樓,常會,1150617,豪鼎飯店-北新館 (新北市新店區北新路三段205號1樓),否,22180150,福邦證券股份有限公司,(02)2371-1658,強制,2026-05-15
1150514,2401,凌陽,新竹科學園區創新一路十九號,常會,1150615,新竹科學園區工業東二路一號牛頓廳(新竹科學園區科技生活館),否,03-5786005,中信銀股務代理部,02-6636-5566,強制,2026-05-15
1150514,2402,毅嘉,桃園市龜山區華亞二路268號,常會,1150616,桃園市龜山區華亞二路268號,是,03-3973345,台新證券股務代理部,02-25048125,強制,2026-05-15
1150514,2404,漢唐,新北市中和區橋和路13號13樓,常會,1150529,新北市中和區橋和路11～29號R樓(台灣科技廣場頂樓會議室),否,(02)2917-4060,台新綜合證券(股)公司股務代理部,(02)-25048125,強制,2026-05-15
1150514,2405,輔信,台北市內湖區瑞光路76巷30號,常會,1150605,台北市內湖區瑞光路76巷30號(輔信科技股份有限公司會議室),否,8792-6168,群益金鼎證券股份有限公司,(02)2702-3999,強制,2026-05-15
1150514,2406,國碩,新竹縣湖口鄉工業一路3號,常會,1150626,新竹縣湖口鄉工業一路3號(本公司會議室),否,03-5985510,台新證券股務代理部,02-25048125,強制,2026-05-15
1150514,2408,南亞科,新北市泰山區大科里南林路98號,常會,1150521,桃園市蘆竹區南崁路1段336號,否,(02)2904-5858,本公司股務組,(02)2718-9898,強制,2026-05-15
1150514,2409,友達,新竹市科學園區力行二路一號,常會,1150528,友達光電企業總部會議室(新竹市東區科學園區工業東三路1號),否,03-5008800,台新證券股務代理部,(02)25048125,強制,2026-05-15
1150514,2412,中華電,台北市信義路一段二十一之三號,常會,1150529,新北市板橋區民族路168號中華電信學院,否,(02)23941845,元大證券股份有限公司股務代理部,(02)2586-5859,強制,2026-05-15
1150514,2413,環科,台中市工業區27路3號,常會,1150616,本公司五樓會議室（台中市工業區工業二十七路二號五樓會議室）,是,04-23590096,統一綜合證券(股)股務代理部,02-27463797,強制,2026-05-15
1150514,2414,精技,台北市內湖區新湖二路236號3樓,常會,1150623,台北市中山北路4段16號(劍潭海外青年活動中心 經國紀念堂2樓 群英堂),否,(02)27962345,凱基證券股份有限公司,(02)2389-2999,強制,2026-05-15
1150514,2415,錩新,台北市中山區遼寧街179號20樓,常會,1150611,台北市濟南路一段2-1號5樓,否,02-23898686,富邦綜合證券股份有限公司,(02)2361-1300,強制,2026-05-15
1150514,2417,圓剛,新北市中和區建一路135號,常會,1150611,圓剛科技股份有限公司 地址:新北市中和區建一路135號,是,02-22263630,富邦綜合證券股份有限公司,02-2361-1300,強制,2026-05-15
1150514,2419,仲琦,新竹科學園區新竹市力行一路1-8號,常會,1150522,新竹市科學園區力行一路1-8號,是,03-5786658,群益金鼎證券股份有限公司,02-27023999,強制,2026-05-15
1150514,2420,新巨,新北市新店區民權路50號10樓,常會,1150520,新北市新店區三民路20-2號(新店市三民活動中心),否,(02)29188512,永豐金證券股份有限公司,(02)23816288,強制,2026-05-15
1150514,2421,建準,高雄市前鎮區新衙路296巷30號,常會,1150525,高雄市前金區成功一路266號9樓(漢來大飯店9樓金寶廳),否,07-8135888,褔邦證券股份有限公司,(02)2371-1658,強制,2026-05-15
1150514,2423,固緯,新北市土城區中興路7之1號,常會,1150527,新北市土城區中興路7-1號（本公司）,否,(02)22680389,台新綜合證券股份有限公司,(02)25048125,強制,2026-05-15
1150514,2424,隴華,台北市松山區八德路三段32號15樓,常會,1150604,台北市中正區徐州路2號(台大醫院國際會議中心403室),是,(02)2578-7775,福邦證券股份有限公司,(02)2371-1658,強制,2026-05-15
1150514,2425,承啟,新北市新店區民權路48-3號3樓,常會,1150616,新北市新店區北新路三段223號2樓(台北矽谷國際會議中心)。,否,(02)2913-8833,福邦證券股份有限公司,02-23711658,強制,2026-05-15
1150514,2426,鼎元,新竹科學園區苗栗縣竹南鎮科中路15號,常會,1150522,苗栗縣竹南鎮科中路15號,否,(037)582997,富邦綜合證券股份有限公司,02-23611300,強制,2026-05-15
1150514,2427,三商電,台北市信義路五段150巷2號3樓,常會,1150609,台北市信義區信義路五段150巷2號B2樓,是,02-27225333,宏遠證券,02-23268818,強制,2026-05-15
1150514,2428,興勤,高雄市三民區民族一路373巷21號,常會,1150526,高雄市楠梓區加昌路600之7號楠梓加工出口區管理處第二會議室,是,07-5577660,統一綜合證券(股)公司股務代理部,02-27463797,強制,2026-05-15
1150514,2429,銘旺科,桃園市中壢區高鐵站前西路一段286號3樓之1,常會,1150616,桃園市中壢區高鐵站前西路一段286號4樓會議室,否,(03)4336666,兆豐證券股份有限公司股務代理部,02-33930898,強制,2026-05-15
1150514,2430,燦坤,台北市內湖區堤頂大道一段331號3樓,常會,1150520,台北市內湖區堤頂大道一段331號6樓(本公司會議室),否,02-27953988,元大證券股份有限公司,02-25865859,強制,2026-05-15
1150514,2431,聯昌,台北市內湖區南京東路六段501號11樓,常會,1150520,台北市內湖區行善路397號3樓(炎洲集團總部3樓國際會議中心),是,8792-1666,中國信託商業銀行代理部,66365566,強制,2026-05-15
1150514,2432,倚天酷碁-創,台北市松山區復興北路369號7樓之5,常會,1150522,新北市汐止區新台五路一段88號1樓會議室,否,(02)26960296,台新綜合證券股務代理部,(02)2504-8125,強制,2026-05-15
1150514,2433,互盛電,臺北市信義區信義路5段2號7樓,常會,1150616,台北市信義路五段2號3樓(震旦國際大樓多功能會議廳),否,23458009,元大證券股份有限公司,2586-5859,強制,2026-05-15
1150514,2434,統懋,台南市新市區中山路76號,常會,1150527,台南市新市區港墘里中山路76號(本公司褔利中心一樓),否,06-5991621,統一綜合證券(股)公司股務代理部,02-27463797,強制,2026-05-15
1150514,2436,偉詮電,新竹科學園區新竹縣寶山鄉工業東九路24號2樓,常會,1150529,新竹科學園區工業東九路二十二號三樓(偉詮公司310會議室),是,(03)5780241,中國信託商業銀行代理部,(02)66365566,強制,2026-05-15
1150514,2438,翔耀,臺北市大安區光復南路438號12樓,常會,1150608,宜蘭縣冬山鄉德興四路9號,是,(02)7746-3839,富邦綜合證券股份有限公司,02-2586-5859,強制,2026-05-15
1150514,2439,美律,台中市南屯區寶山里工業區23路22號,常會,1150526,本公司(台中市南屯區工業區23路22號),否,04-23590811,凱基證券股份有限公司,(02)23892999,強制,2026-05-15
1150514,2440,太空梭,新竹縣竹北市環科一路23號9樓之2,常會,1150626,新竹縣竹北市環科一路23號9樓之2(本公司會議室),是,03-5935588,中國信託商業銀行股份有限公司,02-66365566,強制,2026-05-15
1150514,2441,超豐,苗栗縣竹南鎮公義路136號,常會,1150526,苗栗縣竹南鎮公義路136號 (本公司),否,037-638568,元大證券股份有限公司股務代理部,02-25865859,強制,2026-05-15
1150514,2442,新美齊,台北市內湖區瑞光路2號7樓,常會,1150529,台北市內湖區瑞光路2號7樓,是,(02)5582-8168,中國信託商業銀行代理部,(02)6636-5566,強制,2026-05-15
1150514,2444,兆勁,新竹科學園區苗栗縣竹南鎮科研路50-8號2樓,常會,1150520,苗栗縣竹南鎮友義路77號(本公司竹南分公司地下一樓會議室),是,037-580777,康和綜合證券股份有限公司,02-87871888,強制,2026-05-15
1150514,2449,京元電子,新竹市公道五路二段81號,常會,1150529,苗栗縣頭份市育樂街6號2樓(尚順君樂飯店205會議室),是,(03)575-1888,宏遠證券股份有限公司,(02)7719-8899,強制,2026-05-15
1150514,2450,神腦,新北市新店區中正路531號2樓,常會,1150527,新北市新店區中正路533號6樓,否,02-22183588,台新證券股務代理部,02-25048125,強制,2026-05-15
1150514,2451,創見,台北市內湖區行忠路70號,常會,1150617,台北市內湖區行忠路70號1樓(本公司大樓),否,02-27928000,元大證券股份有限公司股務代理部,(02)2586-5859,強制,2026-05-15
1150514,2453,凌群,台北市峨眉街115號6樓,常會,1150611,台北市峨眉街115號B1 (本公司簡報室),否,(02)2191-6066,群益金鼎證券股份有限公司,(02)2702-3999,強制,2026-05-15
1150514,2454,聯發科,新竹科學園區篤行一路1號,常會,1150529,新竹科學園區篤行一路1號聯發科技股份有限公司,否,(03)5670766,中國信託商業銀行股務代理部,02-6636-5566,強制,2026-05-15
1150514,2455,全新,桃園市平鎮區工業一路16號,常會,1150529,桃園市平鎮區工業一路十五號,是,03-4192969,台新證券股務代理部,02-25048125,強制,2026-05-15
1150514,2457,飛宏,桃園市龜山區復興三路568號,常會,1150611,福容大飯店桃園機場捷運A8館(地址：桃園市龜山區復興一路2號3樓),是,(03)3277288,中國信託商業銀行代理部,(02)6636-5566,強制,2026-05-15
1150514,2458,義隆,新竹科學園區新竹縣創新一路十二號,常會,1150527,本公司ㄧ樓會議室(新竹科學園區創新ㄧ路十二號),否,03-5639977,台新綜合證券股份有限公司,02-25048125,強制,2026-05-15
1150514,2459,敦吉,臺北市內湖路1段120巷8號,常會,1150529,台北市內湖區內湖路一段120巷8號9樓,否,02-87976688,兆豐證券股務代理部,02-33930898,強制,2026-05-15
1150514,2460,建通,高雄市路竹區大同路513巷138號,常會,1150623,高雄市路竹區大同路513巷138號(本公司會議室),否,(07)6963037,永豐金證券股份有限公司,02-23816288,強制,2026-05-15
1150514,2461,光群雷,新竹市科學工業園區力行六路一號,常會,1150525,新竹市科學工業園區工業東二路1號4樓 (集思竹科會議中心巴哈廳),是,03-5770316,福邦證券股份有限公司股務代理部,02- 2371-1658,強制,2026-05-15
1150514,2462,良得電,(22206)新北市深坑區北深路三段272號,常會,1150527,新北市深坑區北深路3段236號。 (福容大飯店2樓玫瑰茉莉廳),是,(02)2662-5600,統一綜合證券股份有限公司,2746-3797,強制,2026-05-15
1150514,2464,盟立,新竹市科學園區研發二路3號,常會,1150528,新竹市科學園區研發二路3號(本公司一樓會議室),是,(03)5783280,中國信託商業銀行(股)公司代理部,(02)6636-5566,強制,2026-05-15
1150514,2465,麗臺,新北市中和區建一路166號18樓,常會,1150603,新北市中和區中正路726號地下2樓會議室 (遠東世紀廣場A棟B2),是,02-82265800,台新證券股務代理部,(02)2504-8125,強制,2026-05-15
1150514,2466,冠西電,新北市中和區連城路258號11樓,常會,1150626,宜蘭縣冬山鄉廣興村永興路二段916號2樓(廣興社區活動中心),否,(02)8226-9893,康和綜合證券股份有限公司,(02)8787-1888,強制,2026-05-15
1150514,2467,志聖,新北市林口區工二工業區工八路2-1號,常會,1150522,新北市林口區文化二路一段266號B1會議室,否,02-26010700,統一綜合證券股份有限公司,02-27463797,強制,2026-05-15
1150514,2468,華經,台北市內湖區行愛路78巷25號6樓,常會,1150527,台北市內湖區新湖一路185號7樓(台北設計建材中心群聚廳),是,27935566,凱基證券股份有限公司股務代理部,2389-2999,強制,2026-05-15
1150514,2471,資通,台北市中山北路2段111號3樓,常會,1150623,台北市中山北路二段111號八樓807室,否,(02)25221351,台新證券股務代理部,02-25048125,強制,2026-05-15
1150514,2472,立隆電,台中市大里區國光路一段147號,常會,1150624,台中市大里區國光路一段147號 (本公司一樓會議室),否,(04)24181856,台新證券股務代理部,(02)2504-8125,強制,2026-05-15
1150514,2474,可成,台南市永康區仁愛街398號,常會,1150527,台南晶英酒店(台南市中西區和意路1號2樓),否,06-2539000,中國信託商業銀行代理部,02-6636-5566,強制,2026-05-15
1150514,2476,鉅祥,桃園市新屋區九斗里8鄰九洲路1號,常會,1150612,本公司(桃園市新屋區九斗里九洲路1號),是,(03)4775141,群益金鼎證券(股)公司股務代理部,(02)2702-3999,強制,2026-05-15
1150514,2477,美隆電,桃園市桃園區幸福路99號,常會,1150626,桃園市桃園區莊敬路一段300號（尊爵大飯店）,否,03-3261611,元大證券股份有限公司,2586-5859,強制,2026-05-15
1150514,2478,大毅,桃園市蘆竹區山鼻里5鄰南山路三段17巷4號1樓,常會,1150612,桃園市蘆竹區南山路三段17巷4號,是,03-3246169,統一綜合證券股份有限公司,02-2746-3797,強制,2026-05-15
1150514,2480,敦陽科,新竹市東大路二段83號12F之1,常會,1150529,新竹市北大路282號(新竹第三信用合作社十三樓會議中心),否,03-5425566,元大證券(股)公司股務代理部,02-25865859,強制,2026-05-15
1150514,2481,強茂,高雄市岡山區岡山北路24號,常會,1150618,高雄市前金區成功一路266號9樓(漢來大飯店金銀廳),是,07-6213121,元大證券股份有限公司,02-25865859,強制,2026-05-15
1150514,2482,連宇,新北市土城區自強街15巷1號1樓,常會,1150527,新北市土城區自強街15巷1號2樓,是,2268-7075,元大證券股份有限公司,(02)2586-5859,強制,2026-05-15
1150514,2483,百容,台中市南屯區工業區25路20號,常會,1150529,百容電子股份有限公司（台中市工業區25路20號）,否,04-23598668,永豐金證券股份有限公司,02-23816288,強制,2026-05-15
1150514,2484,希華,427台中市潭子區中山路三段111巷1-1號,常會,1150623,台中市潭子區中山路三段111巷1-1號,是,04-25347909,統一綜合證券股份有限公司,02-27463797,強制,2026-05-15
1150514,2485,兆赫,新北市中和區員山路512號7樓,常會,1150610,新竹縣新竹工業區文化路2號(本公司新竹廠),否,(02)2225-1929,元大證券股份有限公司,(02)2586-5859,強制,2026-05-15
1150514,2486,一詮,新北市新莊區新知八路28號11樓,常會,1150525,新北市新莊區五工路95號3樓(新北產業園區服務中心3樓禮堂),是,2299-0001,福邦證券股份有限公司,23711658,強制,2026-05-15
1150514,2488,漢平,台南市仁德區中正路三段256號,常會,1150624,漢平電子工業股份有限公司生產大樓六樓(台南市仁德區中正路三段256號),是,(06)2791717,中國信託商業銀行代理部,(02)6636-5566,強制,2026-05-15
1150514,2489,瑞軒,新北市中和區連城路268號17樓,常會,1150528,新北市中和區連城路268號17樓多功能會議室,否,(02)8228-0505,褔邦證券股份有限公司,(02)2371-1658,強制,2026-05-15
1150514,2491,吉祥全,新北市新店區中正路54巷6號,常會,1150529,本公司桃園行政大樓(桃園市桃園區大仁路50巷51弄19號),否,(02)8911-2000,凱基證券股份有限公司,(02)2314-8800,強制,2026-05-15
1150514,2492,華新科,台北市松智路1號24樓,常會,1150612,桃園市楊梅區青年路3號 (中華汽車人才培訓中心E68會議室),否,(03)475-8711,華新科技股份有限公司股務辦事處,(02)2790-5885,強制,2026-05-15
1150514,2493,揚博,台北市信義區松德路171號17樓,常會,1150611,桃園市中壢工業區南園路2號4樓(本公司會議室),否,(02)2726-2220,中國信託商業銀行代理部,(02)6636-5566,強制,2026-05-15
1150514,2495,普安,新北市中和區中山路三段102號8樓,常會,1150612,新北市中和區中正路631號3樓瓏山林台北中和飯店(西北廳),否,2226-0126,元大證券股份有限公司股務代理部,(02)2586-5859,強制,2026-05-15
1150514,2496,卓越,台北市中正區忠孝西路一段50號22樓之11,常會,1150529,台北市中正區許昌街17號14樓,否,(02)2389-9200,福邦證券股份有限公司,(02)2371-1658,強制,2026-05-15
1150514,2497,怡利電,彰化縣伸港鄉溪底村工東一路37號,常會,1150617,彰化縣伸港鄉溪底村工東一路37號(全興廠員工餐廳),是,04-7977277,元大證券(股)公司股務代理部,02-2586-5859,強制,2026-05-15
1150514,2498,宏達電,桃園市桃園區興華路21巷1號,常會,1150618,靚點飯店 (地址: 新北市新店區北新路三段219號2樓),否,(03)375-3252,中國信託商業銀行代理部,(02)6636-5566,強制,2026-05-15
1150514,2501,國建,台北市敦化南路二段218號2樓,常會,1150612,台北市中山區民生東路3段6號2樓，台北國泰萬怡酒店百合廳,是,0223779968,國泰建設財務組(股務),0223779968,強制,2026-05-15
1150514,2504,國產,台北市內湖區新湖一路8號7樓,常會,1150528,新北市淡水區淡金路5段151號,否,87928088,元大證券股份有限公司股務代理部,02-2586-5859,強制,2026-05-15
1150514,2505,國揚,台北市南港區經貿一路170號11樓之8,常會,1150609,台北漢來大飯店6樓寰宇閣（台北市南港區經貿一路168號),是,25000808,福邦證券(股)股務代理部,(02)2371-1658,強制,2026-05-15
1150514,2506,太設,台北市信義區光復南路495號,常會,1150609,台北市信義路五段一號（台北國際會議中心102會議室）,否,02-27225051,太平洋建設股份有限公司股務室,02-27227686,強制,2026-05-15
1150514,2509,全坤建,台北市內湖區新湖二路329號6樓,常會,1150527,台北市內湖區新湖二路329號地下一樓,否,02-87918888,群益金鼎證券(股)公司股務代理部,02-27035000,強制,2026-05-15
1150514,2511,太子,臺南市東區中華東路1段398號8樓,常會,1150617,台南市南門路261號勞工育樂中心1樓大會議廳,否,(06)282-1155,統一綜合證券股份有限公司,(02)2747-8266,強制,2026-05-15
1150514,2514,龍邦,台北市中正區忠孝西路一段50號9樓,常會,1150626,台北市中正區忠孝西路一段50號11樓,否,(02)23756595,元大證券股份有限公司股務代理部,(02)25863117,強制,2026-05-15
1150514,2515,中工,台北市松山區東興路12號6樓,常會,1150521,臺北市松山區敦化北路100號2樓(茹曦酒店 茹曦 B 廳),是,02-87876687,統一證券〈股〉公司股務代理部,02-27463797,強制,2026-05-15
1150514,2516,新建,臺北市八德路四段760號15-16樓,常會,1150617,台北市大安區羅斯福路四段85號地下一樓(集思台大會議中心--蘇格拉底廳),否,(02)2528-8008,凱基證券(股)公司,(02)2389-2999,強制,2026-05-15
1150514,2520,冠德,台北市松山區民權東路三段169號10樓,常會,1150527,台北市民權東路三段169號(冠德民權大樓15樓論壇室),否,(02)2378-6789,中國信託商業銀行代理部,(02)6636-5566,強制,2026-05-15
1150514,2524,京城,高雄市左營區博愛二路150號16樓,常會,1150626,高雄市鼓山區明華路366號，H2O HOTEL水京棧國際酒店2樓,是,07-5586368,台新證券股務代理部,02-25048125,強制,2026-05-15
1150514,2527,宏璟,台北市基隆路一段420號10樓,常會,1150624,新北市汐止區康寧街751巷13號(日月光國際家飾展覽館),是,2691-5899,富邦綜合證券股份有限公司,23611300,強制,2026-05-15
