出表日期,公司代號,公司名稱,股東常(臨時)會日期-常或臨時,股東常(臨時)會日期-日期,是否選任董監事,董監事選任方式,是否採候選人提名制選任董監事,採候選人提名制選任董監事相關公告-提名受理期間,提名受理處所,候選人類別,候選人姓名,是否當選,date
1150514,8222,寶一,常會,1150624,是,累積投票制,是,1150320~1150330,寶一科技股份有限公司-管理處(台南市新營區新工路13巷1號),董事,蔡美麗,,2026-05-15
1150514,8222,寶一,常會,1150624,是,累積投票制,是,1150320~1150330,寶一科技股份有限公司-管理處(台南市新營區新工路13巷1號),董事,林高順,,2026-05-15
1150514,8222,寶一,常會,1150624,是,累積投票制,是,1150320~1150330,寶一科技股份有限公司-管理處(台南市新營區新工路13巷1號),董事,曾國浩,,2026-05-15
1150514,8222,寶一,常會,1150624,是,累積投票制,是,1150320~1150330,寶一科技股份有限公司-管理處(台南市新營區新工路13巷1號),董事,胡淑賢,,2026-05-15
1150514,8222,寶一,常會,1150624,是,累積投票制,是,1150320~1150330,寶一科技股份有限公司-管理處(台南市新營區新工路13巷1號),獨立董事,蘇慶陽,,2026-05-15
1150514,8222,寶一,常會,1150624,是,累積投票制,是,1150320~1150330,寶一科技股份有限公司-管理處(台南市新營區新工路13巷1號),獨立董事,黃敏恭,,2026-05-15
1150514,8222,寶一,常會,1150624,是,累積投票制,是,1150320~1150330,寶一科技股份有限公司-管理處(台南市新營區新工路13巷1號),獨立董事,盧文祥,,2026-05-15
1150514,8222,寶一,常會,1150624,是,累積投票制,是,1150320~1150330,寶一科技股份有限公司-管理處(台南市新營區新工路13巷1號),獨立董事,李定安,,2026-05-15
1150514,8249,菱光,常會,1150525,否,累積投票制,,,,,,,2026-05-15
1150514,8261,富鼎,常會,1150527,是,累積投票制,是,1150320~1150330,富鼎先進電子股份有限公司 新北辦公室 (地址: 新北市汐止區新台五路一段95號17樓之8),董事,黃英士,,2026-05-15
1150514,8261,富鼎,常會,1150527,是,累積投票制,是,1150320~1150330,富鼎先進電子股份有限公司 新北辦公室 (地址: 新北市汐止區新台五路一段95號17樓之8),董事,陳泰銘,,2026-05-15
1150514,8261,富鼎,常會,1150527,是,累積投票制,是,1150320~1150330,富鼎先進電子股份有限公司 新北辦公室 (地址: 新北市汐止區新台五路一段95號17樓之8),董事,鄧富吉,,2026-05-15
1150514,8261,富鼎,常會,1150527,是,累積投票制,是,1150320~1150330,富鼎先進電子股份有限公司 新北辦公室 (地址: 新北市汐止區新台五路一段95號17樓之8),董事,譚梅英,,2026-05-15
1150514,8261,富鼎,常會,1150527,是,累積投票制,是,1150320~1150330,富鼎先進電子股份有限公司 新北辦公室 (地址: 新北市汐止區新台五路一段95號17樓之8),獨立董事,左大川,,2026-05-15
1150514,8261,富鼎,常會,1150527,是,累積投票制,是,1150320~1150330,富鼎先進電子股份有限公司 新北辦公室 (地址: 新北市汐止區新台五路一段95號17樓之8),獨立董事,陳劍威,,2026-05-15
1150514,8261,富鼎,常會,1150527,是,累積投票制,是,1150320~1150330,富鼎先進電子股份有限公司 新北辦公室 (地址: 新北市汐止區新台五路一段95號17樓之8),獨立董事,盛保熙,,2026-05-15
1150514,8271,宇瞻,常會,1150528,否,累積投票制,,,,,,,2026-05-15
1150514,8341,日友,常會,1150528,是,累積投票制,是,1150313~1150323,日友環保科技股份有限公司(地址：台北市松山區八德路三段20號10樓之3),董事,張芳正,,2026-05-15
1150514,8341,日友,常會,1150528,是,累積投票制,是,1150313~1150323,日友環保科技股份有限公司(地址：台北市松山區八德路三段20號10樓之3),董事,李天傑,,2026-05-15
1150514,8341,日友,常會,1150528,是,累積投票制,是,1150313~1150323,日友環保科技股份有限公司(地址：台北市松山區八德路三段20號10樓之3),董事,林金賜,,2026-05-15
1150514,8341,日友,常會,1150528,是,累積投票制,是,1150313~1150323,日友環保科技股份有限公司(地址：台北市松山區八德路三段20號10樓之3),董事,鄭銘源,,2026-05-15
1150514,8341,日友,常會,1150528,是,累積投票制,是,1150313~1150323,日友環保科技股份有限公司(地址：台北市松山區八德路三段20號10樓之3),董事,蔡美君,,2026-05-15
1150514,8341,日友,常會,1150528,是,累積投票制,是,1150313~1150323,日友環保科技股份有限公司(地址：台北市松山區八德路三段20號10樓之3),獨立董事,林世銘,,2026-05-15
1150514,8341,日友,常會,1150528,是,累積投票制,是,1150313~1150323,日友環保科技股份有限公司(地址：台北市松山區八德路三段20號10樓之3),獨立董事,王文杰,,2026-05-15
1150514,8341,日友,常會,1150528,是,累積投票制,是,1150313~1150323,日友環保科技股份有限公司(地址：台北市松山區八德路三段20號10樓之3),獨立董事,陳君忠,,2026-05-15
1150514,8341,日友,常會,1150528,是,累積投票制,是,1150313~1150323,日友環保科技股份有限公司(地址：台北市松山區八德路三段20號10樓之3),獨立董事,洪茂仰,,2026-05-15
1150514,8367,建新國際,常會,1150526,否,累積投票制,,,,,,,2026-05-15
1150514,8374,羅昇,常會,1150525,否,累積投票制,,,,,,,2026-05-15
1150514,8404,百和興業-KY,常會,1150526,否,累積投票制,,,,,,,2026-05-15
1150514,8411,福貞-KY,常會,1150617,否,累積投票制,,,,,,,2026-05-15
1150514,8422,可寧衛*,常會,1150527,否,累積投票制,,,,,,,2026-05-15
1150514,8429,金麗-KY,常會,1150623,是,累積投票制,是,1150310~1150320,金麗集團控股有限公司台灣辦事處(高雄市三民區博愛一路189號11樓),董事,庄春龍,,2026-05-15
1150514,8429,金麗-KY,常會,1150623,是,累積投票制,是,1150310~1150320,金麗集團控股有限公司台灣辦事處(高雄市三民區博愛一路189號11樓),董事,陳泓霖,,2026-05-15
1150514,8429,金麗-KY,常會,1150623,是,累積投票制,是,1150310~1150320,金麗集團控股有限公司台灣辦事處(高雄市三民區博愛一路189號11樓),董事,蔡永隆,,2026-05-15
1150514,8429,金麗-KY,常會,1150623,是,累積投票制,是,1150310~1150320,金麗集團控股有限公司台灣辦事處(高雄市三民區博愛一路189號11樓),董事,薛又瑋,,2026-05-15
1150514,8429,金麗-KY,常會,1150623,是,累積投票制,是,1150310~1150320,金麗集團控股有限公司台灣辦事處(高雄市三民區博愛一路189號11樓),董事,鄭金鴻,,2026-05-15
1150514,8429,金麗-KY,常會,1150623,是,累積投票制,是,1150310~1150320,金麗集團控股有限公司台灣辦事處(高雄市三民區博愛一路189號11樓),獨立董事,陳金德,,2026-05-15
1150514,8429,金麗-KY,常會,1150623,是,累積投票制,是,1150310~1150320,金麗集團控股有限公司台灣辦事處(高雄市三民區博愛一路189號11樓),獨立董事,葉明,,2026-05-15
1150514,8429,金麗-KY,常會,1150623,是,累積投票制,是,1150310~1150320,金麗集團控股有限公司台灣辦事處(高雄市三民區博愛一路189號11樓),獨立董事,羅平,,2026-05-15
1150514,8429,金麗-KY,常會,1150623,是,累積投票制,是,1150310~1150320,金麗集團控股有限公司台灣辦事處(高雄市三民區博愛一路189號11樓),獨立董事,黃正聰,,2026-05-15
1150514,8438,昶昕,常會,1150527,是,累積投票制,是,1150313~1150323,昶昕實業股份有限公司(地址：桃園市大園區大工路19號),董事,陳國金,,2026-05-15
1150514,8438,昶昕,常會,1150527,是,累積投票制,是,1150313~1150323,昶昕實業股份有限公司(地址：桃園市大園區大工路19號),董事,陳彥亨,,2026-05-15
1150514,8438,昶昕,常會,1150527,是,累積投票制,是,1150313~1150323,昶昕實業股份有限公司(地址：桃園市大園區大工路19號),董事,陳敏雄,,2026-05-15
1150514,8438,昶昕,常會,1150527,是,累積投票制,是,1150313~1150323,昶昕實業股份有限公司(地址：桃園市大園區大工路19號),董事,陳秋紅,,2026-05-15
1150514,8438,昶昕,常會,1150527,是,累積投票制,是,1150313~1150323,昶昕實業股份有限公司(地址：桃園市大園區大工路19號),董事,廖慧君,,2026-05-15
1150514,8438,昶昕,常會,1150527,是,累積投票制,是,1150313~1150323,昶昕實業股份有限公司(地址：桃園市大園區大工路19號),獨立董事,萬其超,,2026-05-15
1150514,8438,昶昕,常會,1150527,是,累積投票制,是,1150313~1150323,昶昕實業股份有限公司(地址：桃園市大園區大工路19號),獨立董事,楊嘉誠,,2026-05-15
1150514,8438,昶昕,常會,1150527,是,累積投票制,是,1150313~1150323,昶昕實業股份有限公司(地址：桃園市大園區大工路19號),獨立董事,吳邦豪,,2026-05-15
1150514,8438,昶昕,常會,1150527,是,累積投票制,是,1150313~1150323,昶昕實業股份有限公司(地址：桃園市大園區大工路19號),獨立董事,黃珮樺,,2026-05-15
1150514,8442,威宏-KY,常會,1150612,否,累積投票制,,,,,,,2026-05-15
1150514,8443,阿瘦,常會,1150617,否,累積投票制,,,,,,,2026-05-15
1150514,8454,富邦媒,常會,1150527,是,累積投票制,是,1150320~1150330,富邦媒體科技股份有限公司財會處(地址：台北市內湖區洲子街96號4樓),董事,蔡明忠,,2026-05-15
1150514,8454,富邦媒,常會,1150527,是,累積投票制,是,1150320~1150330,富邦媒體科技股份有限公司財會處(地址：台北市內湖區洲子街96號4樓),董事,谷元宏,,2026-05-15
1150514,8454,富邦媒,常會,1150527,是,累積投票制,是,1150320~1150330,富邦媒體科技股份有限公司財會處(地址：台北市內湖區洲子街96號4樓),董事,林之晨,,2026-05-15
1150514,8454,富邦媒,常會,1150527,是,累積投票制,是,1150320~1150330,富邦媒體科技股份有限公司財會處(地址：台北市內湖區洲子街96號4樓),董事,蔡承道,,2026-05-15
1150514,8454,富邦媒,常會,1150527,是,累積投票制,是,1150320~1150330,富邦媒體科技股份有限公司財會處(地址：台北市內湖區洲子街96號4樓),董事,邱純枝,,2026-05-15
1150514,8454,富邦媒,常會,1150527,是,累積投票制,是,1150320~1150330,富邦媒體科技股份有限公司財會處(地址：台北市內湖區洲子街96號4樓),獨立董事,洪麗(宓冉),,2026-05-15
1150514,8454,富邦媒,常會,1150527,是,累積投票制,是,1150320~1150330,富邦媒體科技股份有限公司財會處(地址：台北市內湖區洲子街96號4樓),獨立董事,江永祥,,2026-05-15
1150514,8454,富邦媒,常會,1150527,是,累積投票制,是,1150320~1150330,富邦媒體科技股份有限公司財會處(地址：台北市內湖區洲子街96號4樓),獨立董事,邱淑貞,,2026-05-15
1150514,8454,富邦媒,常會,1150527,是,累積投票制,是,1150320~1150330,富邦媒體科技股份有限公司財會處(地址：台北市內湖區洲子街96號4樓),獨立董事,莊若芸,,2026-05-15
1150514,8462,柏文,常會,1150527,是,累積投票制,是,1150320~1150330,本公司財務處，地址：高雄市左營區博愛四路238號。,董事,嘉永投資開發股份有限公司,,2026-05-15
1150514,8462,柏文,常會,1150527,是,累積投票制,是,1150320~1150330,本公司財務處，地址：高雄市左營區博愛四路238號。,董事,張舒淇,,2026-05-15
1150514,8462,柏文,常會,1150527,是,累積投票制,是,1150320~1150330,本公司財務處，地址：高雄市左營區博愛四路238號。,董事,陳尚義,,2026-05-15
1150514,8462,柏文,常會,1150527,是,累積投票制,是,1150320~1150330,本公司財務處，地址：高雄市左營區博愛四路238號。,董事,陳尚文,,2026-05-15
1150514,8462,柏文,常會,1150527,是,累積投票制,是,1150320~1150330,本公司財務處，地址：高雄市左營區博愛四路238號。,獨立董事,黃冠曄,,2026-05-15
1150514,8462,柏文,常會,1150527,是,累積投票制,是,1150320~1150330,本公司財務處，地址：高雄市左營區博愛四路238號。,獨立董事,劉敏雄,,2026-05-15
1150514,8462,柏文,常會,1150527,是,累積投票制,是,1150320~1150330,本公司財務處，地址：高雄市左營區博愛四路238號。,獨立董事,林文雄,,2026-05-15
1150514,8463,潤泰材,常會,1150515,否,累積投票制,,,,,,,2026-05-15
1150514,8464,億豐,常會,1150617,是,累積投票制,是,1150411~1150420,億豐綜合工業股份有限公司管理部(地址：臺中市西屯區市政北七路98號26樓之1),董事,莊錫欽,,2026-05-15
1150514,8464,億豐,常會,1150617,是,累積投票制,是,1150411~1150420,億豐綜合工業股份有限公司管理部(地址：臺中市西屯區市政北七路98號26樓之1),董事,彭評,,2026-05-15
1150514,8464,億豐,常會,1150617,是,累積投票制,是,1150411~1150420,億豐綜合工業股份有限公司管理部(地址：臺中市西屯區市政北七路98號26樓之1),董事,祝宗偉,,2026-05-15
1150514,8464,億豐,常會,1150617,是,累積投票制,是,1150411~1150420,億豐綜合工業股份有限公司管理部(地址：臺中市西屯區市政北七路98號26樓之1),董事,邱子豪,,2026-05-15
1150514,8464,億豐,常會,1150617,是,累積投票制,是,1150411~1150420,億豐綜合工業股份有限公司管理部(地址：臺中市西屯區市政北七路98號26樓之1),董事,粘肇紘,,2026-05-15
1150514,8464,億豐,常會,1150617,是,累積投票制,是,1150411~1150420,億豐綜合工業股份有限公司管理部(地址：臺中市西屯區市政北七路98號26樓之1),董事,粘耿豪,,2026-05-15
1150514,8464,億豐,常會,1150617,是,累積投票制,是,1150411~1150420,億豐綜合工業股份有限公司管理部(地址：臺中市西屯區市政北七路98號26樓之1),獨立董事,黃建璋,,2026-05-15
1150514,8464,億豐,常會,1150617,是,累積投票制,是,1150411~1150420,億豐綜合工業股份有限公司管理部(地址：臺中市西屯區市政北七路98號26樓之1),獨立董事,張凱鑫,,2026-05-15
1150514,8464,億豐,常會,1150617,是,累積投票制,是,1150411~1150420,億豐綜合工業股份有限公司管理部(地址：臺中市西屯區市政北七路98號26樓之1),獨立董事,吳倩懿,,2026-05-15
1150514,8466,美吉吉-KY,常會,1150623,否,累積投票制,,,,,,,2026-05-15
1150514,8467,波力-KY,常會,1150520,是,累積投票制,是,1150313~1150323,波力環球企業股份有限公司總經理室，地址：台中市潭子區民生街64巷13號,董事,洪芳蘭,,2026-05-15
1150514,8467,波力-KY,常會,1150520,是,累積投票制,是,1150313~1150323,波力環球企業股份有限公司總經理室，地址：台中市潭子區民生街64巷13號,董事,洪進山,,2026-05-15
1150514,8467,波力-KY,常會,1150520,是,累積投票制,是,1150313~1150323,波力環球企業股份有限公司總經理室，地址：台中市潭子區民生街64巷13號,董事,洪文誕,,2026-05-15
1150514,8467,波力-KY,常會,1150520,是,累積投票制,是,1150313~1150323,波力環球企業股份有限公司總經理室，地址：台中市潭子區民生街64巷13號,董事,劉明輝,,2026-05-15
1150514,8467,波力-KY,常會,1150520,是,累積投票制,是,1150313~1150323,波力環球企業股份有限公司總經理室，地址：台中市潭子區民生街64巷13號,獨立董事,王惠寶,,2026-05-15
1150514,8467,波力-KY,常會,1150520,是,累積投票制,是,1150313~1150323,波力環球企業股份有限公司總經理室，地址：台中市潭子區民生街64巷13號,獨立董事,陳奕真,,2026-05-15
1150514,8467,波力-KY,常會,1150520,是,累積投票制,是,1150313~1150323,波力環球企業股份有限公司總經理室，地址：台中市潭子區民生街64巷13號,獨立董事,李秋明,,2026-05-15
1150514,8473,山林水,常會,1150615,否,累積投票制,,,,,,,2026-05-15
1150514,8476,台境*,常會,1150521,否,累積投票制,,,,,,,2026-05-15
1150514,8478,東哥遊艇,常會,1150608,否,累積投票制,,,,,,,2026-05-15
1150514,8481,政伸,常會,1150612,否,累積投票制,,,,,,,2026-05-15
1150514,8482,商億-KY,常會,1150612,否,累積投票制,,,,,,,2026-05-15
1150514,8487,愛爾達-創,常會,1150521,否,累積投票制,,,,,,,2026-05-15
1150514,8488,吉源-KY,常會,1150626,否,累積投票制,,,,,,,2026-05-15
1150514,8499,鼎炫-KY,常會,1150623,否,累積投票制,,,,,,,2026-05-15
1150514,8926,台汽電,常會,1150529,是,累積投票制,是,1150313~1150323,台灣汽電共生股份有限公司董事會秘書室(地址：114台北市內湖區瑞光路392號6樓，電話：02-87982000分機552)。,董事,王振勇,,2026-05-15
1150514,8926,台汽電,常會,1150529,是,累積投票制,是,1150313~1150323,台灣汽電共生股份有限公司董事會秘書室(地址：114台北市內湖區瑞光路392號6樓，電話：02-87982000分機552)。,董事,林子倫,,2026-05-15
1150514,8926,台汽電,常會,1150529,是,累積投票制,是,1150313~1150323,台灣汽電共生股份有限公司董事會秘書室(地址：114台北市內湖區瑞光路392號6樓，電話：02-87982000分機552)。,董事,鄭慶鴻,,2026-05-15
1150514,8926,台汽電,常會,1150529,是,累積投票制,是,1150313~1150323,台灣汽電共生股份有限公司董事會秘書室(地址：114台北市內湖區瑞光路392號6樓，電話：02-87982000分機552)。,董事,蔡志孟,,2026-05-15
1150514,8926,台汽電,常會,1150529,是,累積投票制,是,1150313~1150323,台灣汽電共生股份有限公司董事會秘書室(地址：114台北市內湖區瑞光路392號6樓，電話：02-87982000分機552)。,董事,王韻淳,,2026-05-15
1150514,8926,台汽電,常會,1150529,是,累積投票制,是,1150313~1150323,台灣汽電共生股份有限公司董事會秘書室(地址：114台北市內湖區瑞光路392號6樓，電話：02-87982000分機552)。,董事,"大亞電線電纜
股份有限公司",,2026-05-15
1150514,8926,台汽電,常會,1150529,是,累積投票制,是,1150313~1150323,台灣汽電共生股份有限公司董事會秘書室(地址：114台北市內湖區瑞光路392號6樓，電話：02-87982000分機552)。,董事,趙國祥,,2026-05-15
1150514,8926,台汽電,常會,1150529,是,累積投票制,是,1150313~1150323,台灣汽電共生股份有限公司董事會秘書室(地址：114台北市內湖區瑞光路392號6樓，電話：02-87982000分機552)。,董事,王聖鈞,,2026-05-15
1150514,8926,台汽電,常會,1150529,是,累積投票制,是,1150313~1150323,台灣汽電共生股份有限公司董事會秘書室(地址：114台北市內湖區瑞光路392號6樓，電話：02-87982000分機552)。,董事,陳宜賢,,2026-05-15
1150514,8926,台汽電,常會,1150529,是,累積投票制,是,1150313~1150323,台灣汽電共生股份有限公司董事會秘書室(地址：114台北市內湖區瑞光路392號6樓，電話：02-87982000分機552)。,董事,劉建勳,,2026-05-15
1150514,8926,台汽電,常會,1150529,是,累積投票制,是,1150313~1150323,台灣汽電共生股份有限公司董事會秘書室(地址：114台北市內湖區瑞光路392號6樓，電話：02-87982000分機552)。,獨立董事,劉文雄,,2026-05-15
1150514,8926,台汽電,常會,1150529,是,累積投票制,是,1150313~1150323,台灣汽電共生股份有限公司董事會秘書室(地址：114台北市內湖區瑞光路392號6樓，電話：02-87982000分機552)。,獨立董事,陳建富,,2026-05-15
1150514,8926,台汽電,常會,1150529,是,累積投票制,是,1150313~1150323,台灣汽電共生股份有限公司董事會秘書室(地址：114台北市內湖區瑞光路392號6樓，電話：02-87982000分機552)。,獨立董事,林瑞青,,2026-05-15
1150514,8940,新天地,常會,1150522,是,累積投票制,是,1150314~1150324,本公司治理組 台中市北屯區崇德五路三四五號六樓,董事,歐宗憲,,2026-05-15
1150514,8940,新天地,常會,1150522,是,累積投票制,是,1150314~1150324,本公司治理組 台中市北屯區崇德五路三四五號六樓,董事,歐政宏,,2026-05-15
1150514,8940,新天地,常會,1150522,是,累積投票制,是,1150314~1150324,本公司治理組 台中市北屯區崇德五路三四五號六樓,董事,歐陽瑋,,2026-05-15
1150514,8940,新天地,常會,1150522,是,累積投票制,是,1150314~1150324,本公司治理組 台中市北屯區崇德五路三四五號六樓,董事,王精文,,2026-05-15
1150514,8940,新天地,常會,1150522,是,累積投票制,是,1150314~1150324,本公司治理組 台中市北屯區崇德五路三四五號六樓,獨立董事,容繼業,,2026-05-15
1150514,8940,新天地,常會,1150522,是,累積投票制,是,1150314~1150324,本公司治理組 台中市北屯區崇德五路三四五號六樓,獨立董事,吳菊,,2026-05-15
1150514,8940,新天地,常會,1150522,是,累積投票制,是,1150314~1150324,本公司治理組 台中市北屯區崇德五路三四五號六樓,獨立董事,劉佩怡,,2026-05-15
1150514,8996,高力,常會,1150529,是,累積投票制,是,1150320~1150330,高力熱處理工業股份有限公司財務部(地址：桃園市中壢區吉林北路5-2號),董事,吳誌雄,,2026-05-15
1150514,8996,高力,常會,1150529,是,累積投票制,是,1150320~1150330,高力熱處理工業股份有限公司財務部(地址：桃園市中壢區吉林北路5-2號),董事,韓顯福,,2026-05-15
1150514,8996,高力,常會,1150529,是,累積投票制,是,1150320~1150330,高力熱處理工業股份有限公司財務部(地址：桃園市中壢區吉林北路5-2號),董事,谷泓道,,2026-05-15
1150514,8996,高力,常會,1150529,是,累積投票制,是,1150320~1150330,高力熱處理工業股份有限公司財務部(地址：桃園市中壢區吉林北路5-2號),董事,黃宏興,,2026-05-15
1150514,8996,高力,常會,1150529,是,累積投票制,是,1150320~1150330,高力熱處理工業股份有限公司財務部(地址：桃園市中壢區吉林北路5-2號),獨立董事,柯承恩,,2026-05-15
1150514,8996,高力,常會,1150529,是,累積投票制,是,1150320~1150330,高力熱處理工業股份有限公司財務部(地址：桃園市中壢區吉林北路5-2號),獨立董事,陳欣妤,,2026-05-15
1150514,8996,高力,常會,1150529,是,累積投票制,是,1150320~1150330,高力熱處理工業股份有限公司財務部(地址：桃園市中壢區吉林北路5-2號),獨立董事,程光儀,,2026-05-15
1150514,8996,高力,常會,1150529,是,累積投票制,是,1150320~1150330,高力熱處理工業股份有限公司財務部(地址：桃園市中壢區吉林北路5-2號),獨立董事,洪祥文,,2026-05-15
1150514,8996,高力,常會,1150529,是,累積投票制,是,1150320~1150330,高力熱處理工業股份有限公司財務部(地址：桃園市中壢區吉林北路5-2號),獨立董事,毛恩洸,,2026-05-15
1150514,9802,鈺齊-KY,常會,1150526,否,累積投票制,,,,,,,2026-05-15
1150514,9902,台火,常會,1150623,是,累積投票制,是,1150417~1150427,台火開發股份有限公司管理處，地址：100台北市延平南路75號2樓，電話:02-2311-8531,董事,李俊永,,2026-05-15
1150514,9902,台火,常會,1150623,是,累積投票制,是,1150417~1150427,台火開發股份有限公司管理處，地址：100台北市延平南路75號2樓，電話:02-2311-8531,董事,吳嘉勳,,2026-05-15
1150514,9902,台火,常會,1150623,是,累積投票制,是,1150417~1150427,台火開發股份有限公司管理處，地址：100台北市延平南路75號2樓，電話:02-2311-8531,董事,李東&#38964;,,2026-05-15
1150514,9902,台火,常會,1150623,是,累積投票制,是,1150417~1150427,台火開發股份有限公司管理處，地址：100台北市延平南路75號2樓，電話:02-2311-8531,董事,趙伊嫺,,2026-05-15
1150514,9902,台火,常會,1150623,是,累積投票制,是,1150417~1150427,台火開發股份有限公司管理處，地址：100台北市延平南路75號2樓，電話:02-2311-8531,獨立董事,吳壽祿,,2026-05-15
1150514,9902,台火,常會,1150623,是,累積投票制,是,1150417~1150427,台火開發股份有限公司管理處，地址：100台北市延平南路75號2樓，電話:02-2311-8531,獨立董事,范宏書,,2026-05-15
1150514,9902,台火,常會,1150623,是,累積投票制,是,1150417~1150427,台火開發股份有限公司管理處，地址：100台北市延平南路75號2樓，電話:02-2311-8531,獨立董事,葉至上,,2026-05-15
1150514,9904,寶成,常會,1150529,否,累積投票制,,,,,,,2026-05-15
1150514,9905,大華,常會,1150616,是,累積投票制,是,1150411~1150421,大華金屬工業股份有限公司 董事會秘書室 (地址:新北市泰山區明志路三段533號),董事,姜明理,,2026-05-15
1150514,9905,大華,常會,1150616,是,累積投票制,是,1150411~1150421,大華金屬工業股份有限公司 董事會秘書室 (地址:新北市泰山區明志路三段533號),董事,姜佳君,,2026-05-15
1150514,9905,大華,常會,1150616,是,累積投票制,是,1150411~1150421,大華金屬工業股份有限公司 董事會秘書室 (地址:新北市泰山區明志路三段533號),董事,姜康明,,2026-05-15
1150514,9905,大華,常會,1150616,是,累積投票制,是,1150411~1150421,大華金屬工業股份有限公司 董事會秘書室 (地址:新北市泰山區明志路三段533號),董事,趙均墁,,2026-05-15
1150514,9905,大華,常會,1150616,是,累積投票制,是,1150411~1150421,大華金屬工業股份有限公司 董事會秘書室 (地址:新北市泰山區明志路三段533號),董事,姜守正,,2026-05-15
1150514,9905,大華,常會,1150616,是,累積投票制,是,1150411~1150421,大華金屬工業股份有限公司 董事會秘書室 (地址:新北市泰山區明志路三段533號),董事,張怡聆,,2026-05-15
1150514,9905,大華,常會,1150616,是,累積投票制,是,1150411~1150421,大華金屬工業股份有限公司 董事會秘書室 (地址:新北市泰山區明志路三段533號),獨立董事,張清福,,2026-05-15
1150514,9905,大華,常會,1150616,是,累積投票制,是,1150411~1150421,大華金屬工業股份有限公司 董事會秘書室 (地址:新北市泰山區明志路三段533號),獨立董事,梁彥平,,2026-05-15
1150514,9905,大華,常會,1150616,是,累積投票制,是,1150411~1150421,大華金屬工業股份有限公司 董事會秘書室 (地址:新北市泰山區明志路三段533號),獨立董事,吳昇奇,,2026-05-15
1150514,9906,欣巴巴,常會,1150630,是,累積投票制,是,1150410~1150420,高雄市前鎮區民權二路6號27樓,董事,張宏圖,,2026-05-15
1150514,9906,欣巴巴,常會,1150630,是,累積投票制,是,1150410~1150420,高雄市前鎮區民權二路6號27樓,董事,黃湘允,,2026-05-15
1150514,9906,欣巴巴,常會,1150630,是,累積投票制,是,1150410~1150420,高雄市前鎮區民權二路6號27樓,董事,曾韻梅,,2026-05-15
1150514,9906,欣巴巴,常會,1150630,是,累積投票制,是,1150410~1150420,高雄市前鎮區民權二路6號27樓,獨立董事,張慧蘭,,2026-05-15
1150514,9906,欣巴巴,常會,1150630,是,累積投票制,是,1150410~1150420,高雄市前鎮區民權二路6號27樓,獨立董事,張妍溱,,2026-05-15
1150514,9906,欣巴巴,常會,1150630,是,累積投票制,是,1150410~1150420,高雄市前鎮區民權二路6號27樓,獨立董事,蔡淑貞,,2026-05-15
1150514,9906,欣巴巴,常會,1150630,是,累積投票制,是,1150410~1150420,高雄市前鎮區民權二路6號27樓,獨立董事,蔡奇宏,,2026-05-15
1150514,9907,統一實,常會,1150529,否,累積投票制,,,,,,,2026-05-15
1150514,9908,大台北,常會,1150618,否,累積投票制,,,,,,,2026-05-15
1150514,9910,豐泰,常會,1150528,否,累積投票制,,,,,,,2026-05-15
1150514,9911,櫻花,常會,1150604,否,累積投票制,,,,,,,2026-05-15
1150514,9912,偉聯,常會,1150618,是,累積投票制,是,1150412~1150422,偉聯科技股份有限公司財務部(台北市南港區園區街3-1號5樓之1),獨立董事,張俊毅,,2026-05-15
1150514,9914,美利達,常會,1150624,否,累積投票制,,,,,,,2026-05-15
1150514,9917,中保科,常會,1150529,是,累積投票制,是,1150322~1150401,中興保全科技股份有限公司經營企劃室詹小姐 （地址：台北市南港區經貿二路135號13樓 電 話：02-25575155分機883）。,董事,林建涵,,2026-05-15
1150514,9917,中保科,常會,1150529,是,累積投票制,是,1150322~1150401,中興保全科技股份有限公司經營企劃室詹小姐 （地址：台北市南港區經貿二路135號13樓 電 話：02-25575155分機883）。,董事,林明昇,,2026-05-15
1150514,9917,中保科,常會,1150529,是,累積投票制,是,1150322~1150401,中興保全科技股份有限公司經營企劃室詹小姐 （地址：台北市南港區經貿二路135號13樓 電 話：02-25575155分機883）。,董事,松井浩通,,2026-05-15
1150514,9917,中保科,常會,1150529,是,累積投票制,是,1150322~1150401,中興保全科技股份有限公司經營企劃室詹小姐 （地址：台北市南港區經貿二路135號13樓 電 話：02-25575155分機883）。,董事,高附修一,,2026-05-15
1150514,9917,中保科,常會,1150529,是,累積投票制,是,1150322~1150401,中興保全科技股份有限公司經營企劃室詹小姐 （地址：台北市南港區經貿二路135號13樓 電 話：02-25575155分機883）。,董事,神崎純一,,2026-05-15
1150514,9917,中保科,常會,1150529,是,累積投票制,是,1150322~1150401,中興保全科技股份有限公司經營企劃室詹小姐 （地址：台北市南港區經貿二路135號13樓 電 話：02-25575155分機883）。,董事,徐蘭英,,2026-05-15
1150514,9917,中保科,常會,1150529,是,累積投票制,是,1150322~1150401,中興保全科技股份有限公司經營企劃室詹小姐 （地址：台北市南港區經貿二路135號13樓 電 話：02-25575155分機883）。,董事,財團法人宜蘭縣林孝信文化基金會,,2026-05-15
1150514,9917,中保科,常會,1150529,是,累積投票制,是,1150322~1150401,中興保全科技股份有限公司經營企劃室詹小姐 （地址：台北市南港區經貿二路135號13樓 電 話：02-25575155分機883）。,董事,杜恒誼,,2026-05-15
