出表日期,報告年度,公司代號,公司名稱,重大事件之風險管理政策,與使用關鍵材料相關的風險管理之描述,date
1150513,113,3543,州巧,州巧科技依據所面臨策略、市場、營運、合規及財務五項風險類別針對主要事業單位，包含光電事業、家居事業及醫療事業進行風險識別及風險評估，並產出風險管理因應策略，持續監控管理。,免填,2026-05-18
1150513,113,3545,敦泰,N/A,"1.敦泰電子依據責任商業聯盟（Responsible Business Alliance, RBA）之責任礦產計劃（Responsible Minerals Initiative, RMI）要求所有供應商提出不使用衝突地區物質的「無衝突礦產承諾書」，並簽置「企業社會責任承諾書」，內容包括不使用衝突礦產。
2.所有供應商皆進行系統稽核，查核內容包含衝突礦產管理。
3.以RMI之衝突金屬調查範本 (CMRT, Conflict Minerals Reporting Template)做為調查表，要求供應商披露所提供原材料使用的金屬(包含鉭(Tantalum)、錫(Tin)、鎢(Tungsten)、金(Gold)等(以上四種金屬簡稱3TG))皆非來自於衝突礦產區域，若CMRT改版，亦重新調查。
4.未使用稀土金屬；針對指定產品列表調查上游供應商，經核查皆無使用稀土。

以上確保敦泰電子產品之原材料均採用責任礦產倡議組織（Responsible Minerals Initiative, RMI）認證之冶煉廠及使用關鍵材料相關的風險管理。",2026-05-18
1150513,113,3563,牧德,本公司於風險管理辦法中規範各類風險類別，依該規範判別重大程度並往上呈報。,本公司對於使用關鍵材料皆避免採用獨家料件，始終都有第二供應源的準備。,2026-05-18
1150513,113,3576,聯合再生,N/A,太陽能產業 矽晶片及玻璃、鋁框等有 95%中國廠商製造，即便有第三地，主要原料也於中國生產；經由供應鏈重組後，供應商已於全球重新佈局，目前無主要供應商中斷供應之危機，公司亦能在其他國家或區域採購關鍵原物料。,2026-05-18
1150513,113,3583,辛耘,N/A,N/A,2026-05-18
1150513,113,3588,通嘉,N/A,N/A,2026-05-18
1150513,113,3592,瑞鼎,N/A,本公司以「遵循行為準則」、「風險評估」、「稽核驗證」及「持續改善」等作業，推動供應夥伴永續管理作業來降低材料風險，並透過供應商評選標準及永續風險評估，擇選優質供應商，要求供應鏈夥伴遵守瑞鼎科技永續發展政策。持續調查供應商材料中有害物質、衝突金屬狀況，並要求供應商簽署「供應商行為準則」、「環境關聯物質不使用保證書」，且定期檢視供應商ESG 風險，及檢視供應鏈營運中斷風險，透過稽核、改善溝通與討論，持續改善、提升供應鏈永續效益。,2026-05-18
1150513,113,3596,智易,N/A,本公司要求所有供應商符合永續政策或文件規範，每年進行供應商風險分析，評估供應商績效排定稽核計畫管控供應商風險；制訂環境有害化學物質管理準則，進行有害物質監控及衝突礦產調查，積極開發無鹵產品，以維護顧客的健康安全。,2026-05-18
1150513,113,3605,宏致,"面對極端氣候所引發之天然災害與挑戰，氣候變遷議題已受到全球廣泛關注；認知氣候變遷議題的迫切性，宏致依據氣候相關財務揭露框架 （Task Force on Climate-Related Financial Disclosures, TCFD），系統性管理並分析氣候風險與機會，透過跨部門鑑別會議，就政策、法規、市場、技術、聲譽及實體風險等面向，排序實際影響與潛在機會。","宏致訂定「環境管理物質限制使用作業指導書」，產品符合適用的有害物質法律法規（如歐盟RoHS、WEEE指令等）及客戶要求、每年檢視及維持IECQ QC 080000標準並參考IEC 62474辦法管理相關有害物質。宏致設計、製造的產品所使用的原物料、半成品、成品、包裝材料、輔助材料、耗材及外購品等，如本標準中未明確規定的物質或用途，而宏致客戶或法令中已經禁止使用或限制使用，仍遵照客戶要求和法令執行。
宏致「環境關聯物質作業指導書」係回應歐盟於2003年通過RoHS與WEEE指令之後，以SONY、DELL等為首國際大廠所帶動的產品環保要求，打破過去產品以安規、可靠度為主的產品規格，新增列產品環保規格，相對而來的是一系列針對產品內含材料的綠色要求。針對此點，宏致對於供應商之現有交易材料已建立完整產品物質調查，要求所有協力廠商配合，提供材料內含的物質含量報告，做為宏致選擇供應廠商及材料之必要依據。",2026-05-18
1150513,113,3607,谷崧,N/A,N/A,2026-05-18
1150513,113,3617,碩天,碩天科技依據公司治理要求，透過各權責單位依內部規章定期檢視潛在風險，並納入日常作業中，透過內部控制與稽核制度強化執行一致性與成效。財務處則統籌風險管理成效，並每年向董事會報告，藉由治理階層監督機制，提升企業整體風險應對成熟度，確保重大事件風險能妥善控管與回應。,碩天科技針對關鍵材料之風險管理，建立完整制度與管控機制。於採購作業中，要求供應商簽署《限用物質承認保證書》，以確保產品、包材與零組件中不得含有危害健康與環境之物質，並依《有害物質管理辦法》落實內外部化學品管控。本公司亦重視責任礦產議題，自 2014 年起引用 RMI 開發之 CMRT 工具，要求供應商揭露原材料來源，並逐步導入合格冶煉廠原料，避免使用來自衝突礦區之鉭 (Ta)、錫 (Sn)、鎢 (W)、金 (Au)、鈷 (Co) 以及雲母 (Mica) 材料，以降低原料來源對環境與社會造成之潛在風險。透過前端資格審查與持續監控，碩天科技強化關鍵材料使用的透明度與合規性，確保供應鏈永續與韌性。,2026-05-18
1150513,113,3645,達邁,"本公司已訂定「永續發展實務守則」，內容為實踐企業社會責任，區分「落實公司治理」、「發展永續環境維護」、「社會公益」、「加強企業社會責任資訊揭露」。鑑於企業發展與環境保護及職災預防之雙贏原則，承諾運作管理均符合環境保護的方式進行，致力於污染預防及減量管制，貫徹能源資源減量及有效利用，秉持落實風險控制與本質安全機制。
本公司由永續發展委員會成員透過經由利害關係人問卷調查及統計，由此辨識、衡量估對本公司、投資人及其他利害關係人可能產生重大影響的議題，依永續報告書重大性原則及重大性分析流程，鑑別出「公司治理」、「環境」與「社會」等面向之重大性議題，並針對重要議題進行風險評估並擬定策略，以降低相關風險之影響。
","1. 本公司各項產品遵守政府規範的各項法令，符合歐盟 RoHS規範，無任何危害物質。同時為確保客戶服務品質，設立客戶服務專線及溝通網站，每年定期主動進行客戶服務滿意度調查，加強和客戶之間的合作關係。
2.為避免公司生產之產品，發生健康及安全衝擊風險，已導入ISO14001、ISO45001及QC080000等管理認證，所有產品皆透過第三方公正單位進行檢測(包含REACH、ROHS、SVHC 等要求項目)，並於產品出廠時提供客戶危害物質檢測相關資料，確保品質符合客戶期待。
",2026-05-18
1150513,113,3652,精聯,N/A,N/A,2026-05-18
1150513,113,3661,世芯-KY,N/A,N/A,2026-05-18
1150513,113,3665,貿聯-KY,公司治理及永續發展委員會轄下四大功能小組，劃分成主要考量面；各考量面依據風險管理實務與重大性原則、辨識所曝露之各風險類型，歸納出各類型風險因子，並依監控、報告、管理、揭露程序將各因子予以妥善管理。,隨著產品組成結構、進貨價格及交期等因素而有所變化，另因生產所需之原物料供應商數量於市場上不虞匱乏，致使供應商較為分散。最近一會計年度並無主要原料或主要商品佔總進貨金額達 30%以上之情事，故亦無最近一會計年度主要原料或主要商品來自特定公司或聯屬公司超過 30%之情事，且2023~2024 年向各供應商分別進貨金額並無超過總進貨金額 10%之情事，顯示本公司應無供應商過度集中之風險。,2026-05-18
1150513,113,3673,TPK-KY,詳見年報,詳見年報,2026-05-18
1150513,113,3679,新至陞,本公司「風險管理辦法」於2023年12月董事會通過修訂並更名為「風險管理政策與程序」，以董事會為最高治理單位，2024年6月董事會通過設置永續發展暨風險管理委員會，並委任3席獨立董事及2席董事擔任委員，委員會為風險管理相關運作機制之監督單位，下設風險管理推動小組為推動與執行單位並指派總經理為召集人。風險管理政策及程序所制訂之風險管理程序包括風險辨識、風險衡量、風險監控、風險報告與揭露及風險回應等，風險管理推動小組依「可能性」及「衝擊性」評估風險事件發生的頻率及對公司營運衝撃的嚴重度，希望將風險控制在可接受的範圍，並每年至少一次向永續發展暨風險管理委員會及董事會報告其運作情形，董事會亦依既定之因應策略檢視推動落實情形，於必要調整策略時予以指導修正。,"本公司主要從事精密塑膠模具設計與塑膠射出零組件製造，產品廣泛應用於資訊、通訊、汽車與醫療器材等產業。公司所使用的關鍵材料主要為各類工程塑膠原料，如 PP（聚丙烯）、ABS、PMMA、PC（聚碳酸酯）與PU（聚氨酯） 等。
本公司已成立永續發展暨風險管理委員會，負責統籌評估與管理營運相關風險，包括關鍵材料的供應與價格波動風險。公司識別的主要風險類型包括：
•供應鏈集中與地緣政治風險：部分塑膠原料仰賴特定地區供應，若發生地緣衝突或貿易限制，可能導致供應中斷。
•價格波動風險：塑膠原料價格受國際油價與市場需求影響，波動劇烈。
•環保與監管風險：部分材料可能面臨環保法規限制，如揮發性有機物（VOC）排放規範。
•聲譽風險：若供應商涉及環境污染或勞工爭議，可能影響公司品牌形象。",2026-05-18
1150513,113,3686,達能,N/A,N/A,2026-05-18
1150513,113,3694,海華,N/A,N/A,2026-05-18
1150513,113,3701,大眾控,N/A,大眾投控為強化供應商管理，依各子公司產品屬性，依循採購管理程序及作業辦法，進行供應商遴選，並藉由長期合作夥伴關係，推動供應商重視環境與社會責任，確保供應鏈的穩定及共榮發展。針對重要供應商盤點是否取得ISO 9001、14001、45001、RBA認證/RBA承諾書、發布永續報告書、簽署陽光保密協約、社會責任承諾書、誠信交易廉潔暨與企業社會責任同意承諾書、違反衝突礦產等。透過與供應商議和，攜手致力於永續發展，發揮更大的共用價值與影響力。,2026-05-18
1150513,113,3702,大聯大,N/A,"由於大聯大控股身為半導體零件通路商，並未直接參與產品之製造過程。
化學品部份：
1.針對業界實行多年的環保指南Pb Free（或稱Lead Free） 與國際電工協會發布的Halogen Free指南（簡稱HF）等，對於化學品暨相關物質的辨識、登錄、使用紀錄與替代選項，落實於日常管理的環節之中。
2.倉儲中心採取每日逐批辨識的管理機制，依據供應商提供的資訊，詳實登錄每一個進貨品項是否符合上述化學品要求，並記錄於資訊系統中，提供客戶針對高度關注化學物質的替代選項，並確保從進貨、存貨、銷售管理的每一個環節，皆可清楚辨識經手之半導體零組件的重要化學物質成分。
衝突礦產部份：
大聯大控股承諾不會有意直接或間接購買衝突礦產，或從衝突地區購買包含衝突礦物之產品。未來亦將持續進行年度供應鏈調查，持續落實並強化永續供應鏈管理之目標。大聯大控股對於衝突礦產之要求，透過定期檢視供應商之衝突礦產管理政策、是否執行礦產來源國調查等公開資料內容，進行資訊追蹤；並公開揭露調查結果，以落實大聯大控股支持合法、無衝突礦物的使用之承諾。",2026-05-18
1150513,113,3704,合勤控,N/A,合勤投控訂定永續供應鏈管理框架，要求所有供應商符合永續政策與文件規範，包含無採用衝突礦產相關規定與保證書。,2026-05-18
1150513,113,3706,神達,全球經濟及環境持續面臨挑戰，新冠疫情的爆發對全球健康和經濟產生了巨大影響，氣候變遷和永續發展也已成為全球關注的焦點，帶動了能源轉型、環境保護和永續投資的發展。此外，還有地緣政治衝突、供應鏈風險、自然災害等皆是影響企業穩定發展、不確定性高之風險項目。為強化企業經營韌性，建構靈活的管理策略和決策機制，能夠快速適應變化，以應對各種潛在的風險和災難，本公司依據「風險管理政策與程序」，整合管理相關風險管理小組辨識出的風險議題，推動執行風險管理計畫及負面衝擊恢復處理機制。,本公司深知對關鍵供應商和關鍵材料進行風險管理是確保供應鏈穩定的重要環節之一，我們密切關注市場趨勢和行業動態，以識別可能影響供應鏈的因素，如供應中斷、價格波動、運輸問題、氣候變遷因素、自然災害等，並針對已識別出的風險制定相應的策略與計畫。我們依據風險管理辨識結果，把涉及衝突礦產之材料列為關鍵材料，並以「衝突礦產採購政策」為本公司供應商綠色產品管理其中一環，透過冶煉廠 (Smelter) 調查，達到源頭管理目的，針對每年購入使用於製程中之原物料是否含衝突礦產及其來源，進行不使用衝突礦產CMRT/EMRT問卷調查，2024年CMRT/EMRT調查回覆率皆為100%，藉此確保本公司與本公司之供應商致力於遵守相關規定。,2026-05-18
1150513,113,3708,上緯投控,設有風險控管部門並訂定各種內部規章以進行控管。,設有風險控管部門並訂定各種內部規章以進行控管。,2026-05-18
1150513,113,3711,日月光投控,N/A,建構四階段供應鏈永續管理流程，確保供應商符合日月光投控的標準與要求，並提升供應商的永續績效。除了展開一連串的供應商輔導與能力建置計畫外，也建構了與供應商永續性績效緊密相關的獎勵與退場機制，透過納入ESG 相關指標/ 項目的定期評鑑制度，使永續供應鏈管理制度展開正向的管理循環。,2026-05-18
1150513,113,3712,永崴投控,「風險管理小組」依重大性原則，考量風險發生可能性、衝擊程度等變因，進行公司營運相關之環境、社會、經濟、公司治理及其他面向等關鍵與新興風險辨識與評估。每年度進行一次風險辨識，並向「公司治理及永續經營委員會」報告。各面向風險包含但不限於客戶關係管理、產品低碳創新與研發、供應鏈永續管理、職業安全衛生、氣候變遷風險及其他營運相關之風險。,建立GP綠色產品管理平台，落實供應鏈原物料的源頭管理，並要求供應商都必須承諾採用負責任的礦料來源，簽署《禁用/不支持/不使用「衝突礦產」(conflict minerals)承諾書》。,2026-05-18
1150513,113,3714,富采,"富采依據國際風險管理準則，經董事會核定「風險管理政策與程序」，做為公司風險管理的最高指導原則。
透過風險管理政策，富采積極建立風險管理體系(包含制度與流程)，依照公司整體營運方針來定義各類風險，建立及早辨識、評估、準確衡量及回應、有效監督及嚴格控管企業營運風險，同時建立內部風險通報及回應機制，打造並完備內部風險管理系統架構，使風險管理文化深植於日常營運活動中，進而提高企業經營韌性；結合每年進行系統性評估與鑑別重大風險議題，協助管理團隊制訂決策，持續調整改善最佳風險管理實務，在實現富采企業永續承諾的進程中創造與提升企業價值。",富采集團每年至少進行一次鍵別關鍵風險及新興風險，關鍵材料相關的風險管理由集團供應鏈部門主責；定期對業務範疇進行風險辨識活動，將風險辨識結果及控制情況透明揭露。相關業務單位於辨識及衡量風險後，對於所面臨之風險採取適當之回應建立預防、預警、應變、危機管理和營運持續計畫，來減輕、轉移或規避風險。,2026-05-18
1150513,113,3715,定穎投控,N/A,"風險：
極端天氣將導致物流中斷、生產停滯或原物料供貨風險升高，影響工廠停產或生產延誤，進而可能使原物料價格上漲。天災導致運輸、採購成本上升，而生產延誤或停產則將導致產能、營收與訂單的損失

機會：
1. 整合原料選用，通過加大自身選擇權來爭取供貨及成本更大主動權。
2. 增加多元化原物料來源，降低斷料風險。

管理方針/ 因應措施：
1. 開發新供應商、新物料，增加供應廠家，分散原物料供貨來源，避免單一供應商。
2. 建立第二供應商，避免只有單一廠商的潛在供貨風險，提升供貨順暢度，提高議價能力。
3. 定期檢討供應鏈的供貨風險評價，評估供應商替代方案。
4. 提升原料利用率、降低報廢率。
5. 改善製程能力，減少原料消耗。
6. 增加常態原物料的安全庫存。
7. 提供原料成本時價趨勢及物料漲幅給業務，以向客戶提出適當的報價調整，共同商討應對方法，分擔成本上漲壓力。",2026-05-18
1150513,113,4104,佳醫,"詳公司網站
www.excelsiormedical.com.tw/wp-content/uploads/2024/02/股-ENCX-108-08風險管理政策與程序-112.12.29.pdf",無,2026-05-18
1150513,113,4133,亞諾法,N/A,N/A,2026-05-18
1150513,113,4142,國光生,N/A,N/A,2026-05-18
1150513,113,4148,全宇生技-KY,N/A,N/A,2026-05-18
1150513,113,4155,訊映,N/A,N/A,2026-05-18
1150513,113,4164,承業醫,N/A,N/A,2026-05-18
1150513,113,4190,佐登-KY,N/A,N/A,2026-05-18
1150513,113,4306,炎洲,N/A,N/A,2026-05-18
1150513,113,4414,如興,N/A,N/A,2026-05-18
1150513,113,4438,廣越,N/A,N/A,2026-05-18
1150513,113,4439,冠星-KY,N/A,N/A,2026-05-18
1150513,113,4440,宜新實業,本公司參照臺灣證券交易所『上市上櫃公司風險管理實務守則』相關規定訂定本公司之風險管理實務守則，以強化風險管理制度。本公司之風險管理實務守則總共分為六個章節共30條條文，內容涵蓋總則、風險管理政策與程序之審查與施行、風險管理組織架構與職責、風險管理程序、風險報導與揭露、附則。本公司第五屆年第十五次董事會(113/11/11日)通過「風險管理實務守則」及「風險管理制度」,宜新公司在風險事項鑑別主要透過每年12月實施內控自行評估時，依照風險管理制度發放『風險評估表』給部門主管以上填寫，透過考量明年度經營目標的逹成及最新國內外經營環境的變化，鑑別出影響明年度目標逹成的風險(可能性、重大性及衝擊大小)，並擬定對策，確保經營目標的逹成。本公司風險報告書每年一次定期向董事會提出報告，114年風險報告書於114年3月11日經審計委員會及董事會通過,2026-05-18
1150513,113,4526,東台,N/A,N/A,2026-05-18
1150513,113,4540,全球傳動,N/A,N/A,2026-05-18
1150513,113,4545,銘鈺,N/A,N/A,2026-05-18
1150513,113,4551,智伸科,N/A,N/A,2026-05-18
1150513,113,4555,氣立,本公司依循風險管理政策與程序落實重大風險管理,本公司針對關鍵材料所有供應商都會要求提供材質證明，以確保符合無有害物質之法規要求。,2026-05-18
1150513,113,4557,永新-KY,公司透過風險評估單位每年蒐整產業風險趨勢、與公司各部門定期進行風險管理會議，依不同面向蒐整當前公司營運之潛在風險，並將風險因數歸類並盤點當前公司之因應策略及現況，確保當前所有公司潛在風險皆在合理的管控範圍內，且不至於對公司造成嚴重財務、聲譽與生產影響。2024年度永新共辨識出3項主要營運風險，分別為供應鏈風險、營運風險、資安風險，下表列示公司對於前述風險之管理政策與因應策略。,N/A,2026-05-18
1150513,113,4560,強信-KY,N/A,N/A,2026-05-18
1150513,113,4562,穎漢,N/A,N/A,2026-05-18
1150513,113,4564,元翎,N/A,N/A,2026-05-18
1150513,113,4566,時碩工業,基於穩健經營與永續發展考量，於111 年11 月8 日成立董事會層級之「永續發展暨風險管理委員會」，下設「風險管理推動委員會」，訂定「風險管理政策與程序」作為風險管理最高指導原則，其中明訂風險類型，包括：營運風險、財務風險、法遵風險、環境與氣候變遷風險、人資風險( 含人權) 等。由風險管理推動委員會及各廠區事業單位最高主管進行風險類別之各項因素的辨識、評估、鑑別、確認及研擬因應策略、管控作法，結合成為113 年度從集團目標展開到各單位的OGSM，作為目標、行動與成果檢核的績效管理體系。,本公司並無採購關鍵材料原物料之產品。,2026-05-18
1150513,113,4569,六方科-KY,N/A,N/A,2026-05-18
1150513,113,4571,鈞興-KY,本公司風險管理政策係依照公司整體營運方針來定義各類風險，在可承受之風險範圍內，預防可能的損失，以增加股東價值，並達成公司資源配置之最佳化。,本公司生產使用的材料如鋼棒、毛胚等並非受各國法令限制之產品，可能的風險在於個別供應商本身的問題造成無法如期交貨，使得本公司可能面臨生產中斷的風險，本公司透過至少2家以上供應商的方式，降低此類風險。,2026-05-18
1150513,113,4576,大銀微系統,請詳本公司2024年度永續報告書第25頁,請詳本公司2024年度永續報告書第25頁,2026-05-18
1150513,113,4720,德淵,"本公司依循「上市上櫃公司風險管理實務守則」相關規定，訂定風險管理政策，以強化風險管理制度，穩健經營，朝企業永續發展目標邁進。爰制定本政策，以資遵循。

本公司業經2024/3/6董事會決議通過修訂「風險管理政策」，係遵循「組織全景及風險管理程序書」相關規定，並依重大性原則，進行環境、社會及公司治理議題之風險評估，確保風險管理之完整性、有效性及合理性，並能有效評估及監督公司風險承擔能力、決定風險因應策略及風險管理程序遵循情形，請參考永續報告書。",建置永續供應鏈管理框架，要求供應商符合永續政策或文件規範，包含廉潔承諾書、保密合約書、有害物質管理政策簽署。針對新供應商或既有供應商進行現場稽核 / 改善措施以及供應商能力建置等方式，管控供應鏈風險，強化供應商的永續績效，透過一連串的永續管理流程，帶動供應商共同成長，發揮更大的共享價值與影響力。,2026-05-18
1150513,113,4722,國精化,N/A,N/A,2026-05-18
1150513,113,4736,泰博,N/A,N/A,2026-05-18
1150513,113,4739,康普,N/A,N/A,2026-05-18
1150513,113,4746,台耀,公司為穩健經營與永續發展，依據「CO-194-風險管理政策與程序」，以作為風險管理之最高指導原則。依風險管理政策與程序，由各執行單位進行鑑別、評估及擬定因應策略或措施，並由永續發展委員會(2023.11改版，將由風險管理小組承接)應至少1次/年向董事會報告風險管理運作情形(含各部門風險更正計劃之執行情形)等方式進行風險監控，妥適控管相關風險。,"建立主要原料有二家或以上，且建議位在不同國家之供應商，或透過不同運輸途徑，確保供貨來源穩定，降低料源短缺風險。
針對主要原料 :
1.尋找不同運輸途徑來確保供貨穩定。
2.找尋印度、歐美或東南亞地區供應商直接供應(可供應50%或以上)。
-------------------
產品的市場需求劇烈變化導致的原料供應過剩或短缺的風險
1. 定期與市場部門及生管部門的會議，提前感知客戶的市場需求變化趨勢。
2. 主要原物料與供應商供應商簽定合作契約，並定期溝通供應量。
3. 在會議中定期討論市場需求變化趨勢，並根據會議記錄追蹤。
4. 主要原物料與供應商供應商簽定合作契約，並定期溝通其供應量及其庫存量。",2026-05-18
1150513,113,4764,雙鍵,N/A,N/A,2026-05-18
1150513,113,4766,南寶,N/A,N/A,2026-05-18
1150513,113,4770,上品,N/A,N/A,2026-05-18
1150513,113,4771,望隼,N/A,N/A,2026-05-18
1150513,113,4807,日成-KY,"由風險管理委員會定期評估風險係數,進行策略制定與執行 ","本公司適用材料為國際公開交易之金屬目前無供應危機,但有價格波動風險",2026-05-18
1150513,113,4904,遠傳,N/A,本公司非製造業，無關鍵材料。,2026-05-18
1150513,113,4906,正文,N/A,因應客戶需求及全球產能佈局，製造基地包含台灣、中國、越南，採購部門與供應商積極佈局全球供應鏈，訂有「供應商管理作業程序」與「供應鏈異常管理作業規範」，在貨存安全存量嚴格管控，依序訂單情形作準的確備料，尚未出現因料件短缺而停止生產之類的情況；其他國內進貨原料本公司均與各廠商長期合作且產品亦均經過本公司認證採用，目前皆尚未出現因料件短缺而停止生產之類的情況，嚴格管控供應商斷貨風險。,2026-05-18
1150513,113,4912,聯德控股-KY,本公司風險管理之最高責任單位為董事會，所有董事皆具備企業風險辨識與管理之能力。董事會授權審計委員會協助審查與監督整體風險管理機制之運作與落實情形。公司設有獨立稽核單位，由專責人員依據年度稽核計畫執行查核作業，涵蓋作業流程、制度落實情況及內控制度之適切性。稽核結果提報董事會及審計委員會，針對異常事項要求相關單位限期改善，並辦理複查以確認成效。此外，公司亦推動部門自我評核機制，定期檢視作業規範與潛在風險點，強化第一線的風險辨識與預防能力，提升整體組織的控制韌性。,N/A,2026-05-18
1150513,113,4915,致伸,致伸科技成立永續發展暨風險管理委員會，由企業永續辦公室作為風險評估小組之召集、推動與執行單位，風險評估小組成員每年至少召開一次風險與機會鑑別會議，針對企業風險進行鑑別。依鑑別後之高風險項目擬定因應策略及設定目標提出企業風險管理報告，由各主責單位制定緩解或調適執行計畫，企業永續辦公室針對各項執行計畫進行追蹤。詳細說明請參考致伸科技2024年永續報告書第49-53頁,"致伸集團依據生產工廠所在地推行現地化採購短鏈布局,並依據各產品線之關鍵零組件特性及備料時間評估是否執行授權備料與安全庫存;針對關鍵材料的管控,短期有現貨調料管理機制因應臨時不可抗拒因素導致的斷鏈風險,長期則有建立第二採購來源機制分散單一供應商風險,以強化供應鏈韌性",2026-05-18
1150513,113,4916,事欣科,N/A,N/A,2026-05-18
1150513,113,4919,新唐,新唐為因應全球經濟環境變化與永續風險對企業內部外部造成的營運衝擊，本公司承諾將整體組織列為風險管理範圍，以公司的風險作為管理物件， 並引進最佳風險管理實務並達到持續管理作為。新唐臺灣是由永續發展委員會負責鑑別可能衝擊企業永續發展的相關風險，及研擬後續對應的策略， 以實踐永續發展願景，並符合利害關係人關注的重要面向及國際趨勢。風險管理流程為依據公司內部核心業務以及外部環境情況進行風險辨別、評估、 因應以及追蹤，其範圍涵蓋經濟面、環境面及社會面等永續發展面向。而新唐日本則是成立風險管理推進委員會，委員會主席由新唐日本社長擔任， 委員會負責建置、運作並持續改善新唐日本的風險管理體系，每年執行全公司風險評估，並精選年度重要的風險，制定重大風險的因應方案，每季向 管理階層報告因應方案的執行情形。,關鍵原物料秉持著多家多地供貨原則，與廠商簽訂長期供貨合約，除建立和自有庫存外，更以寄庫(consignment)方式讓供貨零風險。,2026-05-18
1150513,113,4927,泰鼎-KY,N/A,"進貨集中所面臨之風險及因應措施：本公司主要產品為雙層及多層印刷電路板(Printed Circuit Board, PCB)，
主要原料為銅箔基板、膠片及銅箔。本公司與主要原料供應商間均往來多年，除維持良好之合作關係外，對於
主要原料之採購均維持兩家以上之供應商，因此供貨來源尚屬穩定，且未有供貨短缺或中斷致影響生產之情事。",2026-05-18
1150513,113,4934,太極,N/A,"針對太陽能電池片所依賴之關鍵材料（如:矽晶元、銀漿、銅、封裝膜材等），建立以下風險管理策略：
供應風險控管：監控矽料與銀漿等高風險材料之價格與供應穩定性，並推動供應來源多元化，降低區域依賴。
替代與回收導入：導入低銀或替代導電材料技術，並推動封裝材料回收再利用以減輕資源壓力。
合規與供應商管理：確保材料符合環保與無衝突金屬規範，並納入供應商永續評估，提升整體供應鏈韌性。",2026-05-18
1150513,113,4938,和碩,"PureCSR管理委員會藉由每年度舉行的定期會議，請各單位委員及工作小組就環境、社會、公司治理議題，考量發生頻率、衝擊程度以及控制程度，進行公司潛在風險與新興風險的評估及討論，並每年至少一次向董事會報告。
","和碩將關鍵材料定義為衝突礦產，從2012年起即全面導入負責任礦產調查，於盡職調查結束後依據其數據進行風險評估管理，並鼓勵供應商推動對其供應鏈中未列入RMI合格清單中的冶煉廠或精煉廠參加負責任礦產保證計畫，2024年共有1,668家供應商進行負責任礦產調查。
",2026-05-18
1150513,113,4942,嘉彰,N/A,N/A,2026-05-18
1150513,113,4943,康控-KY,N/A,N/A,2026-05-18
1150513,113,4952,凌通,N/A,N/A,2026-05-18
1150513,113,4956,光鋐,N/A,N/A,2026-05-18
1150513,113,4958,臻鼎-KY,"依風險管理政策定義四大風險面向：營運面、策略面、財務面、危害事件面，透過對內外環境分析制定出14大風險因數之控制執行計畫，透過風險辨識、風險評估、風險控制、風險監督等管理行為，掌握各風險之範疇，並運用CAPDCA（Check，Act，Plan，Do，Check，Act）等措施進行日常滾動式管理。
集團2024年度取得第三方機構稽核獲得ISO 31000：2018風險管理證書與COSO ERM符合性報告書，依此進行風險辨識、評估，整體自評為低度風險。衡量風險發生率及嚴重度（低、中、高、極高）結果繪製成風險矩陣圖，依據圖譜結果訂定四大措施包含：1）立即改善因應專案2）提報改善計畫3）設定指標監控4）保持滾動式監管。
經分析2024年管控結果矩陣顯示，各檢測風險項多維持在保持滾動式監管，部份中等風險等級由各事業單位設定監控掌握風險緩減風險衝擊，需設定指標監控之風險項目，持續於2025年度追蹤與回報。",在關鍵原物料部份，臻鼎使用的有金、鈀、錫等，所牽涉的物料有金鹽、鈀鹽／鈀水、銅粉／銅球／銅箔、錫膏／錫球等。針對稀有金屬的使用，整體PCB業界都在努力尋求替代材料或降低使用量，臻鼎在此方面也努力與相關供應商保持密切聯繫，關注未來相關技術應用趨勢；基於品質考量以及受限於目前業界技術水準，短期沒有其它可行的替代金屬，為了增加來源多元性以確保供貨，並基於愛護地球的公司理念，臻鼎已與供應商及客戶共同推動回收金屬的使用。,2026-05-18
1150513,113,4960,誠美材,N/A,"1. 在地採購
2024所有主原材料採購金額中，國外採購约88.5%，國內採購為11.5%。目前持續進行PVA膜、PSA膠、表面處理膜、離型膜的本土供應商開發導入計劃。誠美材料仍然持續開拓國內供應商，並透過技術合作與在地供應商互相成長，每年期望可提升在地採購比率。
2. 環境對應新材料的開發導入 
2024除了持續在製程中降低直接碳排外，並致力於環保綠材料的擴大使用，如PFAS Free保膜/抗靜電劑，Zero VOC表塗，低溶劑/無溶劑PSA，薄型化材料等。不同於以往，2024更在產品開發初期即融入環境化設計方案，從「搖籃到墳墓」整個產品生命週期皆以綠思維來進行。誠美材料一方面積極開拓綠色環保材料的產品應用，同時也強化與上下游供應鏈技術合作，共同提升產業價值與環保意識，為永續經營保護地球貢獻一份心力。
3.永續政策文件規範 
誠美材料於2024導入之供應鏈對於ESG相關的文件簽署率較以往高。
2024年度已完成調查事項如下,
供應商數:原物料8家、副資材71家
不使用衝突礦產:原物料88%、副資材100%
企業社會責任:原物料100%、副資材100%
誠信交易:原物料無調查、副資材100%
4. 關鍵材料相關的風險管理
原物料資源未使用受限之相關材料
5. 除了原物料以外的副資材，以使用較符合環保及對友善環境相關之產品為優先採購。
",2026-05-18
