出表日期,基金代號,基金簡稱,基金類型,基金中文名稱,基金英文名稱,標的指數/追蹤指數名稱,標的指數是否為客製化或需揭露相關資訊之指數,股票及債券投資比例說明,是否設有績效指標,績效指標中文名稱,績效指標英文名稱,是否包含國外成分股,基金統一編號,成立日期,上市日期,基金經理人,經理公司總機,經理公司地址,經理公司董事長,經理公司發言人,經理公司總經理,經理公司代理發言人,總代理人,發行單位數/轉換數,保管機構,保管機構電話,保管機構地址,備註,date
1150514,00680L,元大美債20正2,槓桿/反向指數股票型基金,元大美國政府20年期(以上)債券ETF傘型證券投資信託基金之元大美國政府20年期(以上)債券單日正向2倍證券投資信託基金,Yuanta Daily U.S. Treasury 20+ Year Bond Bull 2X ETF,ICE美國政府20+年期債券2倍槓桿指數,否,不適用,不適用,不適用,不適用,是,42461567,1060111,1060117,蕭開豪,(02)2717-5555,臺北市松山區敦化南路1段66號4樓、5樓及68號2樓之1,劉宗聖,陳沛宇,陳沛宇,張士桓,,1933076000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00681R,元大美債20反1,槓桿/反向指數股票型基金,元大美國政府20年期(以上)債券ETF傘型證券投資信託基金之元大美國政府20年期(以上)債券單日反向1倍證券投資信託基金,Yuanta Daily U.S. Treasury 20+ Year Bond Bear 1X ETF,ICE美國政府20+年期債券1倍反向指數,否,不適用,不適用,不適用,不適用,是,42461588,1060111,1060117,陳柏彰,(02)2717-5555,臺北市松山區敦化南路1段66號4樓、5樓及68號2樓之1,劉宗聖,陳沛宇,陳沛宇,張士桓,,7594000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00682U,期元大美元指數(原名：元大美元指數),指數股票型期貨信託基金,元大標普美元指數傘型期貨信託基金之元大標普美元ER指數股票型期貨信託基金,Yuanta S&amp;P US Dollar ER Futures ETF,標普美元ER指數,否,不適用,不適用,不適用,不適用,是,42469717,1060306,1060314,黃議玄,(02)2717-5555,臺北市松山區敦化南路1段66號4樓、5樓及68號2樓之1,劉宗聖,陳沛宇,陳沛宇,張士桓,,7644000,臺灣集中保管結算所股份有限公司,(02)2719-5805,臺北市復興北路363號11樓,,2026-05-15
1150514,00683L,期元大美元指正2(原名：元大美元指數正2),槓桿/反向指數股票型基金,元大標普美元指數傘型期貨信託基金之元大標普美元ER單日正向2倍指數股票型期貨信託基金,Yuanta S&amp;P US Dollar 2x Leverage ER Futures ETF,標普美元日報酬正向兩倍ER指數,否,不適用,不適用,不適用,不適用,是,42469738,1060306,1060314,陳易廷,(02)2717-5555,臺北市松山區敦化南路1段66號4樓、5樓及68號2樓之1,劉宗聖,陳沛宇,陳沛宇,張士桓,,11434000,臺灣集中保管結算所股份有限公司,(02)2719-5805,臺北市復興北路363號11樓,,2026-05-15
1150514,00684R,期元大美元指反1(原名：元大美元指數反1),槓桿/反向指數股票型基金,元大標普美元指數傘型期貨信託基金之元大標普美元ER單日反向1倍指數股票型期貨信託基金,Yuanta S&amp;P US Dollar 1x Inverse ER Futures ETF,標普美元日報酬反向一倍ER指數,否,不適用,不適用,不適用,不適用,是,42469723,1060306,1060314,潘昶安,(02)2717-5555,臺北市松山區敦化南路1段66號4樓、5樓及68號2樓之1,劉宗聖,陳沛宇,陳沛宇,張士桓,,9688000,臺灣集中保管結算所股份有限公司,(02)2719-5805,臺北市復興北路363號11樓,,2026-05-15
1150514,00685L,群益臺灣加權正2,槓桿/反向指數股票型基金,群益臺灣加權指數ETF傘型證券投資信託基金之群益臺灣加權指數單日正向2倍證券投資信託基金,CAPITAL TAIEX DAILY LEVERAGED 2X ETF,臺灣證券交易所發行量加權股價日報酬正向兩倍指數,否,不適用,不適用,不適用,不適用,否,42481276,1060323,1060330,洪祥益,(02)2706-7688,台北市大安區敦化南路二段69號15樓,賴政昇,林慧玟,陳明輝,無,無,38139000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00686R,群益臺灣加權反1,槓桿/反向指數股票型基金,群益臺灣加權指數ETF傘型證券投資信託基金之群益臺灣加權指數單日反向1倍證券投資信託基金,CAPITAL TAIEX DAILY INVERSED -1X ETF,臺灣證券交易所發行量加權股價日報酬反向一倍指數,否,不適用,不適用,不適用,不適用,否,42481260,1060323,1060330,洪祥益,(02)2706-7688,台北市大安區敦化南路二段69號15樓,賴政昇,林慧玟,陳明輝,無,無,178276000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00688L,國泰20年美債正2,槓桿/反向指數股票型基金,國泰美國債券ETF傘型證券投資信託基金之20年期(以上)美國公債指數單日正向2倍證券投資信託基金,Cathay US Treasury 20+ YR Lev 2X ETF,彭博20年期(以上)美國公債單日正向2倍指數,否,不適用,不適用,不適用,不適用,是,42482747,1060406,1060413,林淑娟,(02)2700-8399,台北市大安區敦化南路二段39號6樓,李偉正,鄭立誠,張雍川,陳麗萍,國泰證券投資信託股份有限公司,807115000,台灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00689R,國泰20年美債反1,槓桿/反向指數股票型基金,國泰美國債券ETF傘型證券投資信託基金之20年期(以上)美國公債指數單日反向1倍證券投資信託基金,Cathay US Treasury 20+ YR Inv 1X ETF,彭博20年期(以上)美國公債單日反向1倍指數,否,不適用,不適用,不適用,不適用,是,42482731,1060406,1060413,林淑娟,(02)2700-8399,台北市大安區敦化南路二段39號6樓,李偉正,鄭立誠,張雍川,陳麗萍,國泰證券投資信託股份有限公司,6889000,台灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00690,兆豐藍籌30,國內成分證券指數股票型基金,兆豐臺灣藍籌30ETF傘型證券投資信託基金之兆豐臺灣藍籌30 ETF證券投資信託基金,Mega Taiwan Blue Chip 30 ETF,藍籌30指數,否,不適用,不適用,不適用,不適用,否,42482107,1060327,1060331,張嘉祐,(02)2175-8388,台北市松山區復興北路167號17樓,陳佩君,陳文雄,NA,黃若愷,無,79830000,台中商業銀行,(02)3322-5528,台北市忠孝東路1段85號4樓之3,,2026-05-15
1150514,00691R,兆豐藍籌反一,槓桿/反向指數股票型基金,兆豐國際臺灣藍籌30ETF傘型證券投資信託基金之兆豐國際臺灣藍籌30單日反向一倍ETF證券投資信託基金,Mega Taiwan Blue Chip 30 Daily Inverse ETF,藍籌30反向一倍指數,否,不適用,不適用,不適用,不適用,否,42482113,1060327,1060331,吳朋鴻　,(02)21758388,台北市松山區復興北路167號17樓,程聰仁,陳駿賢,陳駿賢,陳佩君,無,2106000,兆豐國際證券投資信託股份有限公,(02)21758388,台北市松山區復興北路167號17樓,,2026-05-15
1150514,00692,富邦公司治理,國內成分證券指數股票型基金,富邦臺灣公司治理100證券投資信託基金,Fubon TWSE Corporate Governance 100 ETF,臺灣證券交易所公司治理100指數,否,不適用,不適用,不適用,不適用,否,42482423,1060504,1060517,溫芳儀,(02)8771-6688,台北市敦化南路一段108號8樓,黃昭棠,黃昭棠,呂其倫,呂其倫,,624280000,華南商業銀行股份有限公司,(02)2348-1111,台北市信義區松仁路123號15樓,,2026-05-15
1150514,00693U,期街口S&amp;P黃豆,指數股票型期貨信託基金,街口標普高盛黃豆ER指數股票型期貨信託基金,JKO S&amp;P GSCI Soybeans ER Futures ETF,標普高盛黃豆ER指數(S&amp;P GSCI Soybeans ER Index),否,不適用,不適用,不適用,不適用,是,42484858,1060417,1060425,鍾元怡,(02)2750-5555,105404臺北市松山區長安東路二段225號9樓,方詳棋,王皓正,王皓正,N/A,,100166000,臺灣集中保管結算所股份有限公司,(02)2719-5805,臺北市復興北路363號11樓,,2026-05-15
1150514,00698L,元大美債7-10正2,槓桿/反向指數股票型基金,元大美國政府7至10年期債券ETF傘型證券投資信託基金之元大美國政府7至10年期債券單日正向2倍證券投資信託基金,Yuanta Daily U.S. Treasury 7-10 Year Bond Bull 2X ETF,ICE美國政府7-10年期債券2倍槓桿指數,,不適用,不適用,不適用,不適用,是,42469759,1060615,1060623,周宜縉,(02)27175555,台北市中山區南京東路三段219號11樓,黃古彬,劉宗聖,劉宗聖,黃昭棠,,1149000,臺灣集中保管結算所股份有限公司,(02)27195805,台北市復興北路363號11樓,,2026-05-15
1150514,00699R,元大美債7-10反1,槓桿/反向指數股票型基金,元大美國政府7至10年期債券ETF傘型證券投資信託基金之元大美國政府7至10年期債券單日反向1倍證券投資信託基金,Yuanta Daily U.S. Treasury 7-10 Year Bond Bear 1X ETF,ICE美國政府7-10年期債券1倍反向指數,,不適用,不適用,不適用,不適用,是,42469765,1060615,1060623,周宜縉,(02)27175555,台北市中山區南京東路三段219號11樓,黃古彬,劉宗聖,劉宗聖,黃昭棠,,714000,臺灣集中保管結算所股份有限公司,(02)27195805,台北市復興北路363號11樓,,2026-05-15
1150514,00700,富邦恒生國企,國外成分證券指數股票型基金,富邦恒生國企ETF證券投資信託基金,Fubon Hang Seng China Enterprises  ETF,恒生中國企業指數,否,不適用,不適用,不適用,不適用,是,42464918,1060721,1060728,謝恩雅,(02)8771-6688,台北市敦化南路一段108號8樓,黃昭棠,黃昭棠,呂其倫,呂其倫,,35983000,中國信託商業銀行股份有限公司,(02)2381-8890,台北市中正區重慶南路一段77號4樓,,2026-05-15
1150514,00701,國泰臺灣低波動股利精選30基金,國內成分證券指數股票型基金,國泰低波動ETF傘型證券投資信託基金之臺灣低波動股利精選30證券投資信託基金,Cathay TIP TAIEX +Low Volatility Select 30 ETF,臺灣指數公司低波動精選30指數,否,不適用,不適用,不適用,不適用,否,42530591,1060809,1060817,江宇騰,(02)2700-8399,台北市大安區敦化南路二段39號6樓,李偉正,鄭立誠,張雍川,陳麗萍,國泰投信,181891000,台灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00702,國泰標普低波高息,國外成分證券指數股票型基金,國泰低波動ETF傘型證券投資信託基金之美國標普500低波動高股息證券投資信託基金,Cathay S&amp;P 500 Low Volatility High,標普500低波動高股息指數,否,不適用,不適用,不適用,不適用,是,42530608,1060809,1060817,林淑娟,(02)2700-8399,台北市大安區敦化南路二段39號6樓,李偉正,鄭立誠,張雍川,陳麗萍,國泰證券投資信託股份有限公司,6688000,台灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00703,台新MSCI中國,國外成分證券指數股票型基金,台新MSCI新興市場國家傘型ETF證券投資信託基金之台新MSCI中國證券投資信託基金,Taishin MSCI China ETF,MSCI中國指數,否,不適用,不適用,不適用,不適用,是,42528997,1060802,1060810,黃鈺民,(02)2501-3838,台北市中山區南京東路二段167號11樓,賴昭吟,葉柱均,葉柱均,NA,NA,10050000,玉山商業銀行股份有限公司,(02)2175-1313,臺北市民生東路3 段115、117 號,,2026-05-15
1150514,00704L,台新MSCI台灣正2,槓桿/反向指數股票型基金,台新MSCI新興市場國家傘型ETF證券投資信託基金之台新MSCI台灣單日正向2倍證券投資信託基金,Taishin MSCI Taiwan Daily Leveraged 2X ETF,MSCI台灣正向2倍指數,否,不適用,不適用,不適用,不適用,否,42528976,1060802,1060810,高依瑄,(02)2501-3838,台北市中山區南京東路二段167號11樓,賴昭吟,葉柱均,葉柱均,NA,NA,1378000,台新證券投資信託股份有限公司,(02)2501-1000,台北市中山區建國北路一段96號13樓,,2026-05-15
1150514,00705R,台新MSCI台灣反1,槓桿/反向指數股票型基金,台新MSCI新興市場國家傘型ETF證券投資信託基金之台新MSCI台灣單日反向1倍證券投資信託基金,Taishin MSCI Taiwan Daily Inverse ETF,MSCI台灣反向1倍指數,否,不適用,不適用,不適用,不適用,否,42528960,1060802,1060810,王嘉豪,(02)2501-3838,台北市中山區南京東路二段167號11樓,賴昭吟,葉柱均,葉柱均,NA,NA,1815000,台新證券投資信託股份有限公司,(02)2501-1000,台北市中山區建國北路一段96號13樓,,2026-05-15
1150514,00706L,期元大S&amp;P日圓正2(原名：元大S&amp;P日圓正2),槓桿/反向指數股票型基金,元大標普金日傘型期貨信託基金之元大標普日圓ER單日正向2倍指數股票型期貨信託基金,Yuanta S&amp;P Japanese Yen 2x Leverage ER Futures ETF,標普日圓期貨日報酬正向2倍ER指數,否,不適用,不適用,不適用,不適用,是,42529996,1060823,1060901,陳易廷,(02)2717-5555,臺北市松山區敦化南路1段66號4樓、5樓及68號2樓之1,劉宗聖,陳沛宇,陳沛宇,張士桓,,159270853,臺灣集中保管結算所股份有限公司,(02)2719-5805,臺北市復興北路363號11樓,,2026-05-15
1150514,00707R,期元大S&amp;P日圓反1(原名：元大S&amp;P日圓反1),槓桿/反向指數股票型基金,元大標普金日傘型期貨信託基金之元大標普日圓ER單日反向1倍指數股票型期貨信託基金,Yuanta S&amp;P Japanese Yen 1x Inverse ER Futures ETF,標普日圓期貨日報酬反向1倍ER指數,否,不適用,不適用,不適用,不適用,是,42529975,1060823,1060901,黃議玄,(02)2717-5555,臺北市松山區敦化南路1段66號4樓、5樓及68號2樓之1,劉宗聖,陳沛宇,陳沛宇,張士桓,,5855000,臺灣集中保管結算所股份有限公司,(02)2719-5805,臺北市復興北路363號11樓,,2026-05-15
1150514,00708L,期元大S&amp;P黃金正2(原名：元大S&amp;P黃金正2),槓桿/反向指數股票型基金,元大標普金日傘型期貨信託基金之元大標普高盛黃金ER單日正向2倍指數股票型期貨信託基金,Yuanta S&amp;P GSCI Gold 2x Leveraged ER Futures ETF,標普高盛黃金日報酬正向兩倍ER指數,否,不適用,不適用,不適用,不適用,是,42530001,1060823,1060901,潘昶安,(02)2717-5555,臺北市松山區敦化南路1段66號4樓、5樓及68號2樓之1,劉宗聖,陳沛宇,陳沛宇,張士桓,,109073000,臺灣集中保管結算所股份有限公司,(02)2719-5805,臺北市復興北路363號11樓,,2026-05-15
1150514,00709,富邦歐洲,國外成分證券指數股票型基金,富邦富時歐洲ETF證券投資信託基金,Fubon FTSE Developed Europe ETF,富時發展歐洲指數,否,不適用,不適用,不適用,不適用,是,42529243,1060807,1060815,陳婉寧,(02)8771-6688,台北市敦化南路一段108號8樓,黃昭棠,黃昭棠,呂其倫,呂其倫,,15960000,永豐商業銀行股份有限公司,(02)2517-3336,台北市中山區南京東路三段36號3樓,,2026-05-15
1150514,00710B,復華彭博非投等債,國外成分證券指數股票型基金,復華全球收益ETF傘型證券投資信託基金之復華1至5年期非投資等級債券證券投資信託基金,Fuh Hwa 1-5 Yr High Yield ETF,彭博1至5年期美元高收益債券(不含中國)發行量五億美元產業10%上限指數,是,不適用,不適用,不適用,不適用,是,42529932,1060809,1060821,江唱漁,(02)8161-6800,台北市八德路二段308號8樓,杜俊雄,張偉智,張偉智,無,,183261000,玉山商業銀行股份有限公司,(02)2562-1313,台北市敦化北路315號8樓,,2026-05-15
1150514,00711B,復華彭博新興債,國外成分證券指數股票型基金,復華全球收益ETF傘型證券投資信託基金之復華新興市場10年期以上債券證券投資信託基金,Fuh Hwa Emerging Market 10+ Yr Bond ETF,彭博新興市場10年期以上美元投資等級債券(不含中國)國家10%上限指數,是,不適用,不適用,不適用,不適用,是,42529953,1060809,1060821,許忠成,(02)8161-6800,台北市八德路二段308號8樓,杜俊雄,張偉智,張偉智,無,,872261000,玉山商業銀行股份有限公司,(02)2562-1313,台北市敦化北路315號8樓,,2026-05-15
1150514,00712,復華富時不動產,國外成分證券指數股票型基金,復華全球收益ETF傘型證券投資信託基金之復華富時不動產證券化證券投資信託基金,Fuh Hwa FTSE Mortgage REITs ETF,富時NAREIT抵押權型不動產投資信託指數,否,不適用,不適用,不適用,不適用,是,42529948,1060809,1060821,曹君龍,(02)8161-6800,台北市八德路二段308號8樓,杜俊雄,張偉智,張偉智,無,,4884011000,玉山商業銀行股份有限公司,(02)2562-1313,台北市敦化北路315號8樓,,2026-05-15
1150514,00713,元大台灣高息低波,國內成分證券指數股票型基金,元大台灣高股息低波動ETF證券投資信託基金,Yuanta Taiwan High Dividend Low Volatility ETF,臺灣指數公司特選高股息低波動指數,是,不適用,不適用,不適用,不適用,否,42540916,1060919,1060927,蔡宗勳,(02)2717-5555,臺北市松山區敦化南路1段66號4樓、5樓及68號2樓之1,劉宗聖,陳沛宇,陳沛宇,張士桓,,1948512000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00714,群益道瓊美國地產,國外成分證券指數股票型基金,群益道瓊美國地產ETF證券投資信託基金,CAPITAL DOW JONES U.S. REAL ESTATE  INDEX EXCHANGE TRADED FUND,道瓊美國地產指數(Dow Jones U.S. Real Estate Index),否,不適用,不適用,不適用,不適用,是,42543131,1061020,1061027,李鈺涵,(02)2706-7688,台北市大安區敦化南路二段69號15樓,賴政昇,林慧玟,陳明輝,無,無,23567000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00715L,期街口布蘭特正2,槓桿/反向指數股票型基金,街口標普高盛布蘭特原油ER單日正向2倍指數股票型期貨信託基金,JKO S&amp;P GSCI Brent Crude 2x Leveraged ER Futures ETF,標普高盛布蘭特原油日報酬正向兩倍ER指數,否,不適用,不適用,不適用,不適用,是,42546947,1061108,1061116,林泳光,(02)2750-5555,105404臺北市松山區長安東路二段225號9樓,方詳棋,王皓正,王皓正,N/A,,85191793,臺灣集中保管結算所股份有限公司,(02)2719-5805,臺北市復興北路363號11樓,,2026-05-15
1150514,00716R,華頓S&amp;P布蘭特反1,指數股票型期貨信託基金,華頓標普高盛布蘭特原油傘型期貨信託基金之華頓標普高盛布蘭特原油ER單日反向1倍指數股票型期貨信託基金,Paradigm S&amp;P GSCI Brent Crude 1X Inverse ER Futures ETF,標普高盛布蘭特原油日報酬反向一倍ER指數,,不適用,不適用,不適用,不適用,是,42546952,1061108,1061116,黃昇平,((02)2750)5555,10666臺北市大安區市民大道三段206號9樓,王律傑,N/A,N/A,王皓正,,158000,臺灣集中保管結算所股份有限公司,((02)2719)5805,臺北市復興北路363號11樓,,2026-05-15
1150514,00717,富邦美國特別股,國外成分證券指數股票型基金,富邦標普美國特別股ETF證券投資信託基金,Fubon S&amp;P US Preferred Stock ETF,標普美國特別股指數,否,不適用,不適用,不適用,不適用,是,42546448,1061113,1061129,蘇筱婷,(02)8771-6688,台北市敦化南路一段108號8樓,黃昭棠,黃昭棠,呂其倫,呂其倫,,139605000,中國信託商業銀行股份有限公司,(02)2381-8890,台北市中正區重慶南路一段77號4樓,,2026-05-15
1150514,00728,第一金工業30,國內成分證券指數股票型基金,第一金臺灣工業菁英30ETF傘型證券投資信託基金之第一金臺灣工業菁英30 ETF證券投資信託基金,FSITC Taiwan Industry Elite 30 ETF,臺灣工業菁英30指數,否,不適用,不適用,不適用,不適用,否,72949242,1070410,1070418,曾萬勝,(02)2504-1000,台北市10477民權東路三段6號7樓,尤昭文,林雅菁,高子敬,何芮凝,無,39423000,臺灣集中保管結算所股份有限公司,(02)2719-5805,&#160;台北市復興北路363號11樓,,2026-05-15
1150514,00729R,第一金工業30反一,槓桿/反向指數股票型基金,第一金臺灣工業菁英30ETF傘型證券投資信託基金之第一金臺灣工業菁英30單日反向一倍ETF證券投資信託基金,FSITC Taiwan Industry Elite 30 Daily -1X Inverse ETF,臺灣工業菁英30日報酬反向一倍指數,,不適用,不適用,不適用,不適用,否,72949221,1070410,1070418,程懷毅,((02)2504)1000,台北市10477民權東路三段6號7樓,薛淑梅,羅瑞民,陳如中,李文惠,無,598000,&amp;nbsp;臺灣集中保管結算所股份有,(02)27195805,&amp;nbsp;台北市復興北路363號11樓,,2026-05-15
1150514,00730,富邦臺灣優質高息,國內成分證券指數股票型基金,富邦道瓊臺灣優質高息30ETF證券投資信託基金,Fubon Dow Jones Taiwan High-Quality Dividend 30 ETF,道瓊斯台灣優質高股息30指數,是,不適用,不適用,不適用,不適用,否,72949931,1070130,1070208,林旻致,(02)8771-6688,台北市敦化南路一段108號8樓,黃昭棠,黃昭棠,呂其倫,呂其倫,,75044000,臺灣新光商業銀行股份有限公司,(02)8758-7288,台北市信義區松仁路32號4樓之1,,2026-05-15
1150514,00731,復華富時高息低波,國內成分證券指數股票型基金,復華富時台灣高股息低波動證券投資信託基金,Fuh Hwa FTSE Taiwan High Div Low Vol ETF,富時台灣高股息低波動指數,否,不適用,不適用,不適用,不適用,否,72957164,1070412,1070420,劉昌祚,(02)8161-6800,台北市中山區八德路二段308號8樓,杜俊雄,張偉智,張偉智,無,,27100000,臺灣新光商業銀行股份有限公司,(02)8758-7288,台北市松仁路 32 號 4 樓之一,,2026-05-15
1150514,00732,國泰RMB短期報酬,國外成分證券指數股票型基金,國泰優勢收益傘型證券投資信託基金之富時人民幣短期報酬ETF 證券投資信託基金,Cathay FTSE Chinese Government and Policy Bank Bond 0-1Year Select ETF,富時中國國債及政策性銀行債券0-1 年精選指數,,不適用,不適用,不適用,不適用,是,72958749,1070504,1070514,鄭立誠,227008399,台北市大安區敦化南路二段39號6樓,張錫,吳惠君,張雍川,張永輝,國泰證券投資信託股份有限公司,772000,台灣集中保管結算所股份有限公司,(02)27195805,台北市復興北路363號11樓,,2026-05-15
1150514,00733,臺灣中小A級動能50 ETF基金,國內成分證券指數股票型基金,富邦臺灣中小A級動能50 ETF證券投資信託基金,Fubon Taiwan Small-Mid Cap Alpha Momentum 50 ETF,臺灣指數公司中小型A級動能50指數,否,不適用,不適用,不適用,不適用,否,72960132,1070504,1070517,蘇筱婷,(02)8771-6688,台北市敦化南路一段108號8樓,黃昭棠,黃昭棠,陳世宗,陳世宗,,74466000,彰化商業銀行股份有限公司,(02)2536-2951,台北市中山區中山北路二段57號12樓,,2026-05-15
1150514,00735,國泰臺韓科技,國外成分證券指數股票型基金,國泰趨勢ETF傘型證券投資信託基金之臺韓科技證券投資信託基金,Cathay Korea/Taiwan IT Premier ETF,臺韓資訊科技指數,否,不適用,不適用,不適用,不適用,是,72962758,1070529,1070611,江宇騰,(02)2700-8399,台北市大安區敦化南路二段39號6樓,李偉正,鄭立誠,張雍川,陳麗萍,國泰證券投資信託股份有限公司,65789000,台灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00736,國泰富時新興市場基金,國外成分證券指數股票型基金,國泰趨勢ETF傘型證券投資信託基金之富時新興市場證券投資信託基金,Cathay FTSE Emerging Markets ETF,富時新興市場（納入A股）指數,否,不適用,不適用,不適用,不適用,是,72962770,1070529,1070611,陳世偉,(02)2700-8399,台北市大安區敦化南路二段39號6樓,李偉正,鄭立誠,張雍川,陳麗萍,國泰投信,6727000,台灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00737,國泰AI機器人,國外成分證券指數股票型基金,國泰趨勢ETF傘型證券投資信託基金之納斯達克全球人工智慧及機器人證券投資信託基金,Cathay Nasdaq CTA Artificial Inteligence and Robotics ETF,納斯達克 CTA 全球人工智慧及機器人指數,否,不適用,不適用,不適用,不適用,是,72962743,1070529,1070611,游凱卉,(02)2700-8399,台北市大安區敦化南路二段39號6樓,李偉正,鄭立誠,張雍川,陳麗萍,國泰證券投資信託股份有限公司,22538000,台灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路365號2樓,,2026-05-15
1150514,00738U,期元大道瓊白銀(原名：元大道瓊白銀),指數股票型期貨信託基金,元大道瓊白銀ER指數股票型期貨信託基金,Yuanta DJCI Silver ER Futures ETF,道瓊白銀ER指數,否,不適用,不適用,不適用,不適用,是,72962639,1070523,1070601,潘昶安,(02)2717-5555,臺北市松山區敦化南路1段66號4樓、5樓及68號2樓之1,劉宗聖,陳沛宇,陳沛宇,張士桓,,252799000,臺灣集中保管結算所股份有限公司,(02)2719-5805,臺北市復興北路363號11樓,,2026-05-15
1150514,00739,元大MSCI A股,國外成分證券指數股票型基金,元大MSCI中國A股國際通ETF證券投資信託基金,Yuanta MSCI CHINA  A  ETF,MSCI中國A股國際通指數,否,不適用,不適用,不適用,不適用,是,72963026,1070619,1070627,李舒禾,(02)2717-5555,臺北市松山區敦化南路1段66號4樓、5樓及68號2樓之1,劉宗聖,陳沛宇,陳沛宇,張士桓,,25988000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00742,新光內需收益,國內成分證券指數股票型基金,新光特選內需收益ETF證券投資信託基金,Shin Kong Domestic Demand High Dividend ETF,臺灣指數公司特選內需高收益指數,否,不適用,不適用,不適用,不適用,否,72964067,1070612,1070622,N/A,(02)25071123,台北市中山區南京東路二段167號11樓,劉坤錫,陳文雄,陳文雄,吳文同,,1610000,臺灣集中保管結算所股份有限公司,(02)27195805,台北市復興北路363號11樓,,2026-05-15
1150514,00743,國泰中國A150,國外成分證券指數股票型基金,國泰新中國傘型證券投資信託基金之富時中國A150ETF證券投資信託基金,Cathay FTSE China A150 ETF,富時中國A150指數,,不適用,不適用,不適用,不適用,是,72969582,1070725,1070803,鄭立誠,0227008399,台北市大安區敦化南路2段39號6樓,張錫,吳惠君,張雍川,張永輝,國泰證券投資信託股份有限公司,2347000,台灣集中保管結算所股份有限公司,0227195805,台北市復興北路363號11樓,,2026-05-15
1150514,00752,中信中國50,國外成分證券指數股票型基金,中國信託中國外資自由投資50不含A及B股傘型ETF證券投資信託基金之中國信託MSCI中國外資自由50不含A及B股ETF證券投資信託基金,CTBC MSCI China Free 50 ex A and B ETF,MSCI中國外資自由投資50不含A及B股指數,是,不適用,不適用,不適用,不適用,是,73680588,1071024,1071031,陳雯卿,(02)2652-6688,台北市南港區經貿二路188號12樓,陳金榮,陳正華,陳正華,黃伊芃,,306216000,兆豐國際商業銀行股份有限公司,(02)2563-3156,臺北市中山區吉林路100號11樓,,2026-05-15
1150514,00753L,中信中國50正2,槓桿/反向指數股票型基金,中國信託中國外資自由投資50不含A及B股傘型ETF證券投資信託基金之中國信託MSCI中國外資自由投資50不含A及B股單日正向2倍ETF證券投資信託基金,CTBC MSCI China Free 50 ex A and B Daily Leveraged 2X ETF,MSCI中國外資自由投資50不含A及B股單日正向2倍指數,是,不適用,不適用,不適用,不適用,是,73680567,1071024,1071031,陳雯卿,(02)2652-6688,台北市南港區經貿二路188號12樓,陳金榮,陳正華,陳正華,黃伊芃,,731657000,台北富邦商業銀行股份有限公司,(02)2718-6888,臺北市民生東路三段138號4樓,,2026-05-15
1150514,00757,統一FANG+,國外成分證券指數股票型基金,統一NYSE FANG+ ETF證券投資信託基金,UPAMC NYSE  FANG+ ETF,NYSE FANG+ Index,否,不適用,不適用,不適用,不適用,是,73692389,1071127,1071206,林良一,(02)2747-8388,台北市東興路8號8樓,鄧潤澤,董永寬,董永寬,董永寬,,299994000,玉山商業銀行,(02)2562-1313,台北市敦化北路315號7樓,,2026-05-15
1150514,00762,元大全球AI,國外成分證券指數股票型基金,元大全球人工智慧ETF證券投資信託基金,Yuanta  STOXX  Global  Artificial Intelligence  ETF,STOXX全球人工智慧指數,否,不適用,不適用,不適用,不適用,是,73694555,1080116,1080123,方雅婷,(02)2717-5555,臺北市松山區敦化南路1段66號4樓、5樓及68號2樓之1,劉宗聖,陳沛宇,陳沛宇,張士桓,,47748000,臺灣集中保管結算所股份有限公司,(02)2719-5805,台北市復興北路363號11樓,,2026-05-15
1150514,00763U,期街口道瓊銅,指數股票型期貨信託基金,街口道瓊銅ER指數股票型期貨信託基金,JKO Dow Jones Copper ER Futures ETF,道瓊銅ER指數 (Dow Jones Commodity Index North American Copper ER),否,不適用,不適用,不適用,不適用,是,73710513,1071212,1071219,張恩魁,(02)2750-5555,105404臺北市松山區長安東路二段225號9樓,方詳棋,王皓正,王皓正,N/A,,56065000,臺灣集中保管結算所股份有限公司,(02)2719-5805,臺北市復興北路363號11樓,,2026-05-15
