No,Title,Details,date
36,114年「印刷電路板(PCB)產業鏈」主題式業績發表會及產業講座（8月18日至8月19日）,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d697fc438f019873d9287e01f5,2026-05-17
37,2025年上市公司辦理法人說明會(8月1日至8月31日),https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d697fc438f01982f900f7600bd,2026-05-17
38,推動證券商導入金融零信任架構作業說明會（114年7月22日）,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d697769dcf0197e8b6af89019e,2026-05-17
39,2025年上市公司辦理法人說明會(7月1日至7月31日),https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d697769dcf01979fcf8dd10096,2026-05-17
40,「創新引領未來:多元技術與市場拓展之路」創新板公司法人說明會,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69734b5c30197680e2781013c,2026-05-17
41,推動證券商導入金融零信任架構作業說明會（114年6月24日）,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69734b5c30197631dfff40122,2026-05-17
42,114年度證券商從業人員反詐騙宣導座談會(114年6月30日),https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69734b5c3019742b423fb003f,2026-05-17
43,114年度第二季證券承銷商業務宣導會(114.6.25),https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d696fb094001972fc11ce3008b,2026-05-17
44,2025年上市公司辦理法人說明會(6月1日至6月30日),https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d696fb094001972e56fda90063,2026-05-17
45,114年投資講座（6月10日至12月5日）,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d696fb094001971a18cfd20044,2026-05-17
1,115年「璞玉指數」主題式業績發表會及產業講座（5月20日到5月22日）,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69dbea9fd019dfc4a9c0f0104,2026-05-18
2,115年「AI領航x璞玉發光」臺灣資本市場成長論壇（5月18日）,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69dbea9fd019dd7f9f4a30082,2026-05-18
3,115年度(上半年)證券商從業人員法規及業務宣導課程,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69d2e8217019db90760070269,2026-05-18
4,2026年上市公司辦理法人說明會(5月1日至5月31日),https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69d2e8217019db43735fb023c,2026-05-18
5,證券商後量子密碼學(PQC)遷移作業研討會（115年5月21日）（開始時間改10點詳如場次資訊）,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69d2e8217019d89b3ba2601ac,2026-05-18
6,115年度證券商內部控制制度標準規範宣導說明會,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69d2e8217019d3d669669002a,2026-05-18
7,2026年上市公司辦理法人說明會(4月1日至4月30日),https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69d19ce2e019d23c7b720008a,2026-05-18
8,115年「AI及綠能環保產業」主題式業績發表會及產業講座（3月23日到4月30日）,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69d19ce2e019d23a9b4810084,2026-05-18
9,115年「自行車產業」主題式業績發表會（3月25日）,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69c37647f019cf45a97f20223,2026-05-18
10,2026年上市公司辦理法人說明會(3月1日至3月31日),https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69c37647f019c98e9b56000ae,2026-05-18
11,「開放外資擔保品質權設定暨強化外資登記」宣導會,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69c37647f019c8d5f3002006e,2026-05-18
12,115年度第一季證券承銷商業務宣導會(115.3.12),https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69c37647f019c4bdf74ec0020,2026-05-18
13,2026年上市公司辦理法人說明會(2月1日至2月28日),https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69bde495d019bdf32d6370019,2026-05-18
14,115年證券商資通安全會議（即日起至1月26日）,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69a3d6cf9019b732999de0651,2026-05-18
15,115年ETF申贖作業流程說明會,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69a3d6cf9019b4379a2e4056d,2026-05-18
16,114年投信公司從業人員業務宣導說明會,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69a3d6cf9019aedc5e868040f,2026-05-18
17,2025年上市公司辦理法人說明會(12月1日至12月31日),https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69a3d6cf9019abdf1324c02dc,2026-05-18
18,114年度「證券期貨事業法令遵循人員在職訓練」課程,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69a3d6cf9019a9ff183a30249,2026-05-18
19,114年度證券商負責人業務座談會,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69a3d6cf9019a9f5405500244,2026-05-18
20,114年度第四季證券承銷商業務宣導會(114.12.19),https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69a3d6cf9019a801942960165,2026-05-18
21,「創新引領未來：多元技術與市場拓展之路」     創新板公司法人說明會,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69a3d6cf9019a762c1181013c,2026-05-18
22,證券商金融零信任會議（114年11月18日）,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d6993bf151019a2357e3f90400,2026-05-18
23,114年證券經紀商及自營商高階主管業務宣導會,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d6993bf151019a0acbbfd403d4,2026-05-18
24,2025年上市公司辦理法人說明會(11月1日至11月30日),https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d6993bf151019a0a83d1c70395,2026-05-18
25,114年下半年度證券商從業人員反詐騙宣導座談會,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d6993bf1510199ff99b2190351,2026-05-18
26,114年度中南部地區證券承銷商業務宣導會(114.11.20-11.21),https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d6993bf1510199dcc9e218027c,2026-05-18
27, 114年度(下半年)證券商從業人員法規及業務宣導課程,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d6993bf15101997fe99de70128,2026-05-18
28,2025年上市公司辦理法人說明會(10月1日至10月31日),https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d6993bf15101997456046100f3,2026-05-18
29,114年度上市公司業務宣導會(114.10.22~114.11.25),https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d6993bf15101995af5090300b1,2026-05-18
30,114年度「證券商從業人員有價證券借貸暨款項借貸」宣導說明會,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d6993bf15101995af09b2b00ac,2026-05-18
31,推動證券商導入金融零信任架構作業說明會（114年9月23日）,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d697fc438f019931484be60502,2026-05-18
32,2025年上市公司辦理法人說明會(9月1日至9月30日),https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d697fc438f0198f52a6a5b03de,2026-05-18
33,114年度第三季證券承銷商業務宣導會(114.09.16),https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d697fc438f0198cb5836bf0344,2026-05-18
34,權證宣導說明會(114年9月2日),https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d697fc438f0198ac57a8a002e5,2026-05-18
35,推動證券商導入金融零信任架構作業說明會（114年8月26日）,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d697fc438f01989c1ed525028f,2026-05-18
36,114年「印刷電路板(PCB)產業鏈」主題式業績發表會及產業講座（8月18日至8月19日）,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d697fc438f019873d9287e01f5,2026-05-18
37,2025年上市公司辦理法人說明會(8月1日至8月31日),https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d697fc438f01982f900f7600bd,2026-05-18
38,推動證券商導入金融零信任架構作業說明會（114年7月22日）,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d697769dcf0197e8b6af89019e,2026-05-18
39,2025年上市公司辦理法人說明會(7月1日至7月31日),https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d697769dcf01979fcf8dd10096,2026-05-18
40,「創新引領未來:多元技術與市場拓展之路」創新板公司法人說明會,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69734b5c30197680e2781013c,2026-05-18
41,推動證券商導入金融零信任架構作業說明會（114年6月24日）,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69734b5c30197631dfff40122,2026-05-18
42,114年度證券商從業人員反詐騙宣導座談會(114年6月30日),https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d69734b5c3019742b423fb003f,2026-05-18
43,114年度第二季證券承銷商業務宣導會(114.6.25),https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d696fb094001972fc11ce3008b,2026-05-18
44,2025年上市公司辦理法人說明會(6月1日至6月30日),https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d696fb094001972e56fda90063,2026-05-18
45,114年投資講座（6月10日至12月5日）,https://www.twse.com.tw/zh/about/news/event/content.html?8a8216d696fb094001971a18cfd20044,2026-05-18
