出表日期,證券代號,券商(證券IB)簡稱,登記資本額（仟元）,實收資本額（仟元）,指撥營運金（仟元）,營利事業統一編號,變更日期,區域代碼,融資融券開辦日期,設立日期,開業日期,電話,傳真,交割金融機構,交割專戶帳號,違約專戶,錯帳專戶帳號,權證履約專戶帳號,代辦交割證券商(證券IB)代號,營業保證金保管銀行,發行狀況,業務種類,負責人,總經理,營業部經理,財務部經理,行政部門地址,營業處所－經,營業處所－經代表號,營業廳,營業處所－自,營業處所－自代表號,營業處所－承,營業處所－承代表號,股務代理商地址,備註,營業項目1,營業項目2,營業項目3,營業項目4,營業項目5,營業項目6,營業項目7,營業項目8,營業項目9,營業項目10,營業項目11,營業項目12,營業項目13,營業項目14,營業項目15,營業項目16,營業項目17,營業項目18,營業項目19,營業項目20,營業項目21,營業項目22,營業項目23,營業項目24,營業項目25,營業項目26,營業項目27,營業項目28,營業項目29,營業項目30,營業項目31,date
1150504,8580,聯邦商銀,30000000,45405518,840000,14318197,1141031,2　台北市,0,810908,830727,02-25040066,02-25171241,聯邦南京東路分行,005100003381,527C--81069,56,0,918E群益金鼎-南京9645,中央信託局信託處,上市,經自,,鍾選鳳,,,,台北市南京東路2段137號2樓,台北市南京東路2段137號2樓,台北市南京東路2段137號2樓,台北市民生東路3段109號5樓,台北市民生東路3段109號5樓,,,台北市南京東路2段137號2樓,,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,203--自行買賣政府債券,209--在其營業處所自行買賣各種債券及證券化商品,215--在其營業處所自行買賣各類債券(高資產客戶),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-15
1150504,8710,陽信,502000,802000,0,16436873,1140611,2　台北市,1020102,870204,870609,02-27629288,02-25531699,世華銀行中山分行,42039009867,981j--240064,444,42039008976,981j元大-士林5050大展,陽信商業銀行信託部,,經紀,李木山,張文勝,,,台北市北投區石牌路一段88號3樓部分,台北市民生東路5段165號地下之2,台北市民生東路5段165號地下之2,台北市民生東路5段165號地下之2,,,,,台北市民生東路5段165號地下之2,901008偉利更名陽信,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,702--期貨交易輔助人(H408011),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-15
1150504,8840,玉山,4000000,5523000,0,70781513,1140829,2　台北市,920414,890802,891120,02-55561313,02-27188913,玉山商銀營業部,0015940101188,5600--435326,39,0015940103188,8450康和5600永興,玉山商銀信託部,,經紀、自營、承銷,林輝,陳烜台,,,臺北市松山區民生東路3段156號6樓、156號6樓之2、156號16樓之5、158號6樓之1及158號6樓之2、臺北市中山區撫順街41巷13號5樓,臺北市松山區民生東路3段156號2樓、156號2樓之1,臺北市松山區民生東路3段156號2樓,臺北市松山區民生東路3段156號2樓,臺北市松山區民生東路3段156號16樓之5,臺北市松山區民生東路3段158號6樓,臺北市松山區民生東路3段158號6樓,臺北市松山區民生東路3段158號6樓,臺北市松山區民生東路3段156號2樓、156號2樓之1,,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,107--受託買賣外國有價證券(複委託),119--有價證券借貸(除中央登錄公債外),120--證券業務借貸款項,121--經營不限用途款項借貸業務,201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,301--承銷有價證券,601--證券投資顧問事業(H304011),701--期貨商(H401011),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,2026-05-15
1150504,8880,國泰,10000000,7700000,0,27236155,1150108,2　台北市,950210,930512,930813,02-23269888,02-27001710,國泰世華仁愛分行,201032001331,585c--1727,44,201032001551,918e群益金鼎-大安6160中國信託,交通銀行信託部,公開發行,經紀、自營、承銷,莊順裕,周冠成,,,臺北市敦化南路2段333號18樓、19樓部分、20樓、335號18樓、20樓、21樓部分、22樓、218號3樓部分、4樓部分、7樓部分、8樓之1部分、臺北市瑞光路510號3樓部分、4樓部分,臺北市敦化南路2段218號3樓部分、4樓部分及7樓部分,臺北市敦化南路2段218號3樓部分、4樓部分及7樓部分,無,台北市敦化南路2段218號4樓部分及8樓之1部分,台北市敦化南路2段218號4樓部分及8樓之1部分,台北市敦化南路2段218號8樓之1部分,台北市敦化南路2段218號8樓之1部分,台北市敦化南路2段39號2樓部分,更正交割專戶帳號,110--在集中交易市場受託買賣有價證券(不接受客戶當面委託免設營業廳),111--在其營業處所受託買賣有價證券(不接受客戶當面委託免設營業廳),113--受託買賣外國有價證券－複委託(不接受客戶當面委託免設營業廳),116--有價證券買賣融資融券,119--有價證券借貸(除中央登錄公債外),120--證券業務借貸款項,121--經營不限用途款項借貸業務,131--受託買賣外國有價證券(高資產客戶),151--財富管理業務--顧問諮詢或金融商品銷售服務,152--財富管理業務--以信託方式接受客戶執行資產配置,201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,213--經營自行買賣具證券性質之虛擬通貨業務,301--承銷有價證券,401--有價證券股務事項之代理(限綜合證券商),701--期貨商(H401011),702--期貨交易輔助人(H408011),801--金錢之信託,802--有價證券之信託,803--特定單獨管理運用,805--委託人指定營運範圍或方法之單獨管理運用,999--其他經本會核准業務(務必點選),,,,,,,,,,2026-05-15
1150504,8890,大和國泰,1000000,1000000,0,16835180,1111207,2　台北市,0,880127,880426,02-27239698,02-23453640,中信託仁愛,1521182555010,5852--143916,940,0,5852統一-敦南9652,世華信託部,,經紀、承銷,水野項介,光田岳史,,,台北市基隆路1段200號13樓之1、14樓、14樓之1,台北市基隆路1段200號13樓之1、14樓、14樓之1,台北市基隆路一段200號14樓,免設營業廳,,,台北市基隆路1段200號14樓,台北市基隆路1段200號14樓,台北市基隆路1段200號13樓之1、14樓、14樓之1,,110--在集中交易市場受託買賣有價證券(不接受客戶當面委託免設營業廳),111--在其營業處所受託買賣有價證券(不接受客戶當面委託免設營業廳),112--受託買賣外國有價證券(不接受客戶當面委託免設營業廳),301--承銷有價證券,999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-15
1150504,8900,法銀巴黎,600000,600000,0,27531425,1111003,2　台北市,0,931123,940315,02-87297000,02-81012168,花旗(臺灣)商業銀行營業部,5449066032,922H--426604,18,5449066016,55109200凱基,法國巴黎銀行台北分行,,經紀,唐逸旻,莊自強,,,臺北市信義路5段7號72樓(部分),臺北市信義路5段7號72樓(部分),臺北市信義路5段7號72樓(部分),免設營業廳,,,,,臺北市信義路5段7號72樓(部分),,110--在集中交易市場受託買賣有價證券(不接受客戶當面委託免設營業廳),111--在其營業處所受託買賣有價證券(不接受客戶當面委託免設營業廳),701--期貨商(H401011),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-15
1150504,8960,香港上海匯豐,1000000,1000000,0,27939773,1150409,2　台北市,0,950519,951003,02-66312899,02-27222056,國泰世華民權分行,019036037167,9A95--381609,16,-,9A959100群益金鼎,匯豐銀行台北分行,,經紀、自營、承銷,陳佩君,邱穗芬,,,臺北市信義區信義路五段7號54樓部分,臺北市信義區信義路五段7號54樓部分,臺北市信義區信義路五段7號54樓部分,免設營業廳,臺北市信義區信義路五段7號54樓部分,臺北市信義區信義路五段7號54樓部分,臺北市信義區信義路五段7號54樓部分,臺北市信義區信義路五段7號54樓部分,臺北市信義區信義路五段7號54樓部分,,110--在集中交易市場受託買賣有價證券(不接受客戶當面委託免設營業廳),111--在其營業處所受託買賣有價證券(不接受客戶當面委託免設營業廳),112--受託買賣外國有價證券(不接受客戶當面委託免設營業廳),113--受託買賣外國有價證券－複委託(不接受客戶當面委託免設營業廳),201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,301--承銷有價證券,999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,2026-05-15
1150504,9100,群益金鼎,30000000,21709081,0,22956035,1141002,2　台北市,881201,770621,770621,02-87898888,02-87800077,國泰世華銀行營業部,218032000989,5850--5644975,20004,218032001055,989m元大-信義7000兆豐,中國信託商銀信託部,上市,經紀、自營、承銷,周秀真,李文柱,,,台北市松山區民生東路3段156號7樓之5、11樓之2~之3、11樓之6、12樓、12樓之1~之3、12樓之5~之6、13樓之3、13樓之5~之6、14樓之5~之6,台北市松山區民生東路3段156號14樓之1~之3、15樓之5,台北市松山區民生東路3段156號14樓之3,台北市松山區民生東路3段156號14樓之1~之3,台北市松山區民生東路3段156號13樓、13樓之1~之2及16樓之3,台北市松山區民生東路3段156號13樓、13樓之1~之2及16樓之3,台北市松山區民生東路3段156號11樓之1,台北市松山區民生東路3段156號11樓之1,台北市敦化南路2段97號地下2樓,,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,106--受託買賣外國有價證券,119--有價證券借貸(除中央登錄公債外),120--證券業務借貸款項,121--經營不限用途款項借貸業務,131--受託買賣外國有價證券(高資產客戶),151--財富管理業務--顧問諮詢或金融商品銷售服務,152--財富管理業務--以信託方式接受客戶執行資產配置,153--擔任境外華僑及外國人之保管機構,154--財富管理業務-以信託方式接受客戶執行資產配置(高資產客戶),201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,212--衍生性金融商品業務,215--在其營業處所自行買賣各類債券(高資產客戶),301--承銷有價證券,401--有價證券股務事項之代理(限綜合證券商),501--短期票券之經紀業務,502--短期票券之自營業務,601--證券投資顧問事業(H304011),701--期貨商(H401011),702--期貨交易輔助人(H408011),703--期貨顧問業務(H405011),801--金錢之信託,802--有價證券之信託,803--特定單獨管理運用,805--委託人指定營運範圍或方法之單獨管理運用,912--辦理與證券業務相關之即期外匯交易,999--其他經本會核准業務(務必點選),,2026-05-15
1150504,9200,凱基,40000000,18174785,0,23111915,1120811,2　台北市,800114,770914,981221,02-21818888,02-85011852,中國信託中山,1411180966030,585b--64781,20001,0,55105720,中國信託銀行信託部,公開發行,經紀、自營、承銷,許道義,黃幼玲,,,台北市明水路698號4樓、5樓，台北市明水路700號4樓、5樓、6樓部分、7至12樓，及台北市重慶南路1段2號4樓部分、6樓部分、14樓，台北市中正區忠孝西路1段100號13、14樓及102號14樓，台北市松山區敦化北路135號18樓部分,台北市明水路698號3樓,台北市明水路698號3樓,免設,台北市明水路700號3樓部分及9樓,台北市明水路700號3樓部分及9樓,台北市明水路700號3樓部分及6樓部分,台北市明水路700號3樓部分及6樓部分,台北市重慶南路1段2號4樓部分及5樓,,110--在集中交易市場受託買賣有價證券(不接受客戶當面委託免設營業廳),111--在其營業處所受託買賣有價證券(不接受客戶當面委託免設營業廳),113--受託買賣外國有價證券－複委託(不接受客戶當面委託免設營業廳),116--有價證券買賣融資融券,119--有價證券借貸(除中央登錄公債外),120--證券業務借貸款項,121--經營不限用途款項借貸業務,151--財富管理業務--顧問諮詢或金融商品銷售服務,152--財富管理業務--以信託方式接受客戶執行資產配置,153--擔任境外華僑及外國人之保管機構,201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,212--衍生性金融商品業務,301--承銷有價證券,401--有價證券股務事項之代理(限綜合證券商),601--證券投資顧問事業(H304011),701--期貨商(H401011),702--期貨交易輔助人(H408011),801--金錢之信託,802--有價證券之信託,803--特定單獨管理運用,805--委託人指定營運範圍或方法之單獨管理運用,999--其他經本會核准業務(務必點選),,,,,,,,,2026-05-15
1150504,9300,華南永昌,10000000,6547743,0,22955774,1100831,2　台北市,810819,770617,770823,02-25456888,02-25459371,世華銀行南京東路分行,03030709666,5280--140947,13329,03030709569,779c國票-敦北法人538M第一金-嘉義,台灣銀行信託部,公開發行,經紀、自營、承銷,黃進明,張敦富,,,台北市松山區民生東路四段54號4樓、4樓之2至4樓之12、5樓、7樓之3、7樓之9、7樓之10,台北市民生東路4段54號4樓之8、5樓之3至5樓之7,台北市民生東路4段54號5樓,台北市民生東路4段54號5樓之5至7,台北市民生東路4段54號4樓之2,台北市民生東路4段54號4樓之2,台北市民生東路4段54號4樓之3,台北市民生東路4段54號4樓之3,台北市民生東路4段54號4樓之12,870202起與民生分公司對調5091改為5090,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,106--受託買賣外國有價證券,107--受託買賣外國有價證券(複委託),119--有價證券借貸(除中央登錄公債外),120--證券業務借貸款項,121--經營不限用途款項借貸業務,151--財富管理業務--顧問諮詢或金融商品銷售服務,152--財富管理業務--以信託方式接受客戶執行資產配置,201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,212--衍生性金融商品業務,301--承銷有價證券,401--有價證券股務事項之代理(限綜合證券商),701--期貨商(H401011),702--期貨交易輔助人(H408011),801--金錢之信託,802--有價證券之信託,803--特定單獨管理運用,805--委託人指定營運範圍或方法之單獨管理運用,999--其他經本會核准業務(務必點選),,,,,,,,,,2026-05-15
1150504,9600,富邦,26000000,16258551,0,22957301,1120710,2　台北市,800126,770711,770916,02-87716888,02-87716795,台北富邦商銀安和分行,715102018779,9227--2589992,50503,737102001985,9B20台新-台北9871元大-忠孝,富邦銀行信託部,公開發行,經紀、自營、承銷,程明乾,郭永宜,,,(瑞湖街62號(2、3、5、6樓)部分、板橋區國慶路8號3樓部分、仁愛路4段(169號2. 3.4樓部分、5樓及258號10樓)、忠孝東路4段300號2樓及南京東路2段111號4.5.7樓、8樓之1,台北市仁愛路4段169號3樓(部分)、4樓(部分),台北市仁愛路4段169號3樓(部分)、4樓(部分),無,台北市仁愛路4段169號2樓部分,台北市仁愛路4段169號2樓部分,台北市敦化南路一段111號9樓部分及台北市仁愛路4段169號2樓部分,台北市敦化南路一段111號9樓部分及台北市仁愛路4段169號2樓部分,台北市中正區許昌街17號11樓,900212總分公司互換,110--在集中交易市場受託買賣有價證券(不接受客戶當面委託免設營業廳),111--在其營業處所受託買賣有價證券(不接受客戶當面委託免設營業廳),112--受託買賣外國有價證券(不接受客戶當面委託免設營業廳),116--有價證券買賣融資融券,119--有價證券借貸(除中央登錄公債外),120--證券業務借貸款項,121--經營不限用途款項借貸業務,151--財富管理業務--顧問諮詢或金融商品銷售服務,152--財富管理業務--以信託方式接受客戶執行資產配置,153--擔任境外華僑及外國人之保管機構,201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,212--衍生性金融商品業務,301--承銷有價證券,401--有價證券股務事項之代理(限綜合證券商),601--證券投資顧問事業(H304011),701--期貨商(H401011),702--期貨交易輔助人(H408011),801--金錢之信託,802--有價證券之信託,803--特定單獨管理運用,805--委託人指定營運範圍或方法之單獨管理運用,999--其他經本會核准業務(務必點選),,,,,,,,,2026-05-15
1150504,9800,元大,67200000,65924526,0,97160609,1140721,2　台北市,991018,960824,960926,02-27177777,02-27170743,國泰世華南京東路分行,003030725653,845F--44008,40407,03030709798,918E群益金鼎-南京585U統一-南京,元大商業銀行,公開發行,經紀、自營、承銷,陳修偉,郭明正,,,臺北市中山區南京東路2段77號2樓部分、6樓、9樓部分、10樓至12樓、14樓及新北市中和區中和路232號地下一層、地下一層之一及臺北市松山區敦化南路1段66號6樓、9樓至13樓、68號9樓及臺北市大安區仁愛路3段157號18樓,臺北市中山區南京東路3段219號2樓部分、10樓部分、11樓及臺北市中山區南京東路2段77號7樓,臺北市中山區南京東路3段219號11樓,臺北市中山區南京東路3段219號11樓,臺北市中山區南京東路2段77號8樓、9樓部分及臺北市大安區仁愛路3段157號5樓,臺北市中山區南京東路2段77號8樓,臺北市大安區仁愛路3段157號5樓,臺北市大安區仁愛路3段157號5樓,臺北市大安區敦化南路二段67號地下一層、69號地下、65號10樓,100.5.31金管證券字第1000025550號函核准林添富代理總經理,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,106--受託買賣外國有價證券,107--受託買賣外國有價證券(複委託),119--有價證券借貸(除中央登錄公債外),120--證券業務借貸款項,121--經營不限用途款項借貸業務,123--有價證券借貸-限中央登錄公債,131--受託買賣外國有價證券(高資產客戶),151--財富管理業務--顧問諮詢或金融商品銷售服務,152--財富管理業務--以信託方式接受客戶執行資產配置,153--擔任境外華僑及外國人之保管機構,154--財富管理業務-以信託方式接受客戶執行資產配置(高資產客戶),201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,212--衍生性金融商品業務,215--在其營業處所自行買賣各類債券(高資產客戶),301--承銷有價證券,401--有價證券股務事項之代理(限綜合證券商),501--短期票券之經紀業務,502--短期票券之自營業務,603--以信託方式經營全權委託投資業務,701--期貨商(H401011),702--期貨交易輔助人(H408011),801--金錢之信託,802--有價證券之信託,803--特定單獨管理運用,805--委託人指定營運範圍或方法之單獨管理運用,999--其他經本會核准業務(務必點選),,2026-05-15
1150504,9A00,永豐金,19000000,16892430,0,23113343,1141030,2　台北市,800424,771011,771108,02-2311-4345,02-2311-2220,永豐商業銀行城中分行,12600100386717,884E--453022,13894,12600100386635,9200凱基9100群益金鼎,永豐商業銀行信託部,公開發行,經紀、自營、承銷,朱士廷,蘇威嘉,,,台北市重慶南路1段2號7樓、18樓、19樓部分及20樓與台北市博愛路57號1樓,台北市重慶南路1段2號7樓、18樓、19樓部分及20樓與台北市博愛路57號1樓,台北市重慶南路1段2號7樓、18樓及20樓,台北市重慶南路1段2號7樓,台北市重慶南路1段2號17樓部分及19樓部分、新北市板橋區文化路2段293號14樓及新北市板橋區縣民大道2段68號12樓,新北市板橋區縣民大道2段68號12樓,臺北市重慶南路1段2號17樓部分及19樓部分,臺北市重慶南路1段2號17樓部分及19樓部分,台北市博愛路17號3樓,,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,106--受託買賣外國有價證券,118--代理買賣(外國債券),119--有價證券借貸(除中央登錄公債外),120--證券業務借貸款項,121--經營不限用途款項借貸業務,131--受託買賣外國有價證券(高資產客戶),151--財富管理業務--顧問諮詢或金融商品銷售服務,152--財富管理業務--以信託方式接受客戶執行資產配置,153--擔任境外華僑及外國人之保管機構,184--國際證券業務-辦理外幣有價證券之行紀、居間及代理業務(高資產客戶),201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,212--衍生性金融商品業務,215--在其營業處所自行買賣各類債券(高資產客戶),283--國際證券業務-辦理外幣有價證券或其他外幣金融商品之買賣(高資產客戶),301--承銷有價證券,401--有價證券股務事項之代理(限綜合證券商),501--短期票券之經紀業務,502--短期票券之自營業務,601--證券投資顧問事業(H304011),701--期貨商(H401011),702--期貨交易輔助人(H408011),703--期貨顧問業務(H405011),801--金錢之信託,802--有價證券之信託,803--特定單獨管理運用,805--委託人指定營運範圍或方法之單獨管理運用,999--其他經本會核准業務(務必點選),2026-05-15
1150504,9B00,台新,10000000,25054071,0,23534956,1150402,2　台北市,990510,790115,790604,02-2181-5888,02-2523-2016,台新商業銀行營業部,20010100005678,9268--903694,448,20010100005577,5050大展6480福邦,台新商業銀行信託部,公開發行,經紀、自營、承銷,,陳立國,,,台北市建國北路1段96號11、13樓,台北市中山北路二段44號2樓部分、8樓部分,台北市中山北路二段44號2樓部分,台北市中山北路二段44號2樓,台北市建國北路1段96號12樓部分及台北市中山北路二段44號2樓部分,台北市建國北路1段96號12樓部分,台北市建國北路1段96號12樓部分,台北市建國北路1段96號12樓部分,台北市建國北路1段96號地下一樓,東興證券更名為台新綜合證券,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,107--受託買賣外國有價證券(複委託),119--有價證券借貸(除中央登錄公債外),120--證券業務借貸款項,121--經營不限用途款項借貸業務,129--經營股權性質群眾募資業務,151--財富管理業務--顧問諮詢或金融商品銷售服務,152--財富管理業務--以信託方式接受客戶執行資產配置,154--財富管理業務-以信託方式接受客戶執行資產配置(高資產客戶),201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,212--衍生性金融商品業務,301--承銷有價證券,401--有價證券股務事項之代理(限綜合證券商),701--期貨商(H401011),702--期貨交易輔助人(H408011),801--金錢之信託,802--有價證券之信託,803--特定單獨管理運用,805--委託人指定營運範圍或方法之單獨管理運用,999--其他經本會核准業務(務必點選),,,,,,,,,2026-05-15
1150504,1020,合庫,3000000,5206132,0,53021481,1140210,2　台北市,1001202,1001202,1001202,02-27528000,02-27526060,合作金庫商業銀行東台北分行,0796717078399,1030--630106,15155,0796717080610,1030土銀1110台灣企銀,華南銀行信託部,,經紀、自營、承銷,袁中越,翁國梁,,,台北市松山區長安東路二段225號5樓、6樓；台&#63843;市中山區南京東&#63799;二段85、87號7&#63820;(部分),台北市大安區忠孝東路四段285號1樓(部分),台北市大安區忠孝東路四段285號1樓(部分),台北市大安區忠孝東路四段285號1樓(部分),台北市松山區長安東路二段225號5樓,台北市松山區長安東路二段225號5樓,台北市松山區長安東路二段225號5樓(部分),台北市松山區長安東路二段225號5樓(部分),,該公司於100年12月2日分割設立完成,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,107--受託買賣外國有價證券(複委託),119--有價證券借貸(除中央登錄公債外),121--經營不限用途款項借貸業務,123--有價證券借貸-限中央登錄公債,129--經營股權性質群眾募資業務,201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,212--衍生性金融商品業務,301--承銷有價證券,701--期貨商(H401011),702--期貨交易輔助人(H408011),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,2026-05-15
1150504,1030,土銀,50000000,86200000,2000000,25617024,1131106,2　台北市,800710,350901,510209,02-23483948,02-23310764,土銀營業部,345-001-65888-1,1020--71814,510705,345001665917,1020合庫1110台灣企銀,合作金庫信託部,公開發行,經紀、自營、承銷,何英明,張志堅,,,,台北市延平南路八十一號,台北市延平南路八十一號,台北市延平南路八十一號,台北市懷寧街五十三號二樓,台北市懷寧街五十三號二樓,台北市延平南路八十一號,台北市延平南路八十一號,台北市延平南路八十一號,非公開發行,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,203--自行買賣政府債券,301--承銷有價證券,702--期貨交易輔助人(H408011),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,,2026-05-15
1150504,1040,臺銀證券,3000000,3000000,0,28428390,1140210,2　台北市,970102,970102,970102,02-23882188,02-23822045,臺灣銀行營業部,004003001264929,1110--3050001,8139,0,888A國泰-館前102C合庫-自強,台灣企銀信託部,公開發行,經紀、自營、承銷,李樹森,張正康,,,台北市重慶南路1段58號9樓,台北市重慶南路1段58號4樓、5樓部分,台北市重慶南路1段58號4樓,台北市重慶南路1段58號4樓,台北市重慶南路1段58號6樓部分及8樓部分,台北市重慶南路1段58號8樓部分,台北市重慶南路1段58號6樓部分,台北市重慶南路1段58號6樓部分,台北市重慶南路1段58號4樓、5樓部分,原臺銀證券業務部門於97.1.2分割設立,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,121--經營不限用途款項借貸業務,201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,301--承銷有價證券,702--期貨交易輔助人(H408011),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,2026-05-15
1150504,1110,台灣企銀,130000000,97180618,2200000,14329223,1140930,2　台北市,820816,650701,650701,02-25597171,02-27314281,台灣企銀證券部,01012238211,5510--76668,10015,01012238191,1030土銀1020合庫,臺灣土地銀行信託部,上市,經自,李嘉祥,李國忠,,,,台北市塔城街30號4樓,台北市塔城街30號4樓,台北市塔城街30號4樓,台北市塔城街30號1、5樓,台北市塔城街30號1、5樓,,,台北市塔城街30號4樓,,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,209--在其營業處所自行買賣各種債券及證券化商品,702--期貨交易輔助人(H408011),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-15
1150504,1230,彰銀,80000000,112057583,2000000,36504700,1141028,2　台北市,800814,630413,630413,02-23619654,02-23113726,彰化商業銀行股份有限公司,30100108339320,888A--88082,3274,30100108339330,538C第一金-光復9359華南永昌-中正,台灣銀行信託部,上市,經紀、自營、承銷,胡光華,簡志光,,,,台北市衡陽路68號3樓,台北市衡陽路68號3樓,台北市衡陽路68號3樓,台北市中山北路2段57號5樓部分,台北市中山北路2段57號5樓部分,台北市中山北路2段57號5樓部分及8樓部分,台北市中山北路2段57號5樓部分,台北市衡陽路68號3樓,,101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,103--有價證券買賣融資融券,204--在其營業處所自行買賣政府債券,209--在其營業處所自行買賣各種債券及證券化商品,215--在其營業處所自行買賣各類債券(高資產客戶),283--國際證券業務-辦理外幣有價證券或其他外幣金融商品之買賣(高資產客戶),301--承銷有價證券,999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,2026-05-15
1150504,1260,宏遠,6000000,3915817,0,03027502,1141030,2　台北市,0,501208,510209,02-27008899,02-27849633,世華銀行營業部,01030983889,984K--1174031,38387,0,779Z國票-安和9291凱基-大安,世華銀行信託部,上櫃,經紀、自營、承銷,姜克勤,林禎民,,,台北市信義路4段236號3至5樓及7樓,台北市信義路4段236號4樓部分、5樓部分、7樓部分及台北市信義路五段7號46樓之1部分,台北市信義路4段236號4樓,台北市信義路4段236號4樓部分,台北市信義路4段236號3樓部分及5樓部分,台北市信義路4段236號5樓,台北市信義路4段236號3樓部分,台北市信義路4段236號3樓,台北市信義路4段236號3樓部分,"890502總公司與信義分公司1268互調,891201自辦融資融券停止",101--在集中交易市場受託買賣有價證券,102--在其營業處所受託買賣有價證券,107--受託買賣外國有價證券(複委託),119--有價證券借貸(除中央登錄公債外),120--證券業務借貸款項,121--經營不限用途款項借貸業務,123--有價證券借貸-限中央登錄公債,151--財富管理業務--顧問諮詢或金融商品銷售服務,201--在集中交易市場自行買賣有價證券,202--在其營業處所自行買賣有價證券,301--承銷有價證券,401--有價證券股務事項之代理(限綜合證券商),701--期貨商(H401011),703--期貨顧問業務(H405011),999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,2026-05-15
1150504,1360,港商麥格理,0,0,0,89407381,1131021,2　台北市,0,841216,850325,02-27347500,02-87721497,匯豐(台灣)商業銀行,001601392033,1210--600590,11,001601392034,9800元大1650新加坡商瑞銀,一銀信託部,,經紀、承銷,,柳志達,,,台北市復興南路1段2號5樓及5樓之1,台北市復興南路1段2號5樓及5樓之1,台北市復興南路1段2號5樓及5樓之1,台北市復興南路1段2號5樓及5樓之1,,,台北市復興南路1段2號5樓,台北市復興南路1段2號5樓部分,台北市復興南路1段2號5樓及5樓之1,,110--在集中交易市場受託買賣有價證券(不接受客戶當面委託免設營業廳),111--在其營業處所受託買賣有價證券(不接受客戶當面委託免設營業廳),112--受託買賣外國有價證券(不接受客戶當面委託免設營業廳),301--承銷有價證券,999--其他經本會核准業務(務必點選),,,,,,,,,,,,,,,,,,,,,,,,,,,2026-05-15
