Code,Name,EstablishmentDate,Address,Telephone,date
5960,日茂,0780703,南投縣草屯鎮草溪路1020號2、3樓,(049)2353266,2026-05-18
6010,犇亞證券,0780725,台北市復興北路99號3樓、4樓、4樓之1,(02)27180101,2026-05-18
6110,台中銀,1020502,台中市民族路45號1、2樓,(04)22268588,2026-05-18
6160,中國信託,0780819,臺北市南港區經貿二路168號3樓及臺北市南港區經貿二路188號14樓(部分),(02)66392000,2026-05-18
6210,新百王,0780821,高雄市前金區中華三路11號5樓及地下一樓,(07)2118888,2026-05-18
6380,光和,0780922,彰化縣北斗鎮光復路166號3、4樓,(04)8886500,2026-05-18
6450,永全,0780930,桃園市桃園區縣府路82號2至7樓,(03)3352155,2026-05-18
6460,大昌,0780930,新北市板橋區東門街30之2號2樓之1至85及9樓之1、2,(02)29689685,2026-05-18
6480,福邦,0781007,台北市中正區忠孝西路一段6號5樓部分,(02)23836888,2026-05-18
6620,口袋,0781017,新北市板橋區三民路一段216號9樓,(02)29526620,2026-05-18
6910,德信,0781114,台北市新生南路一段五十號三樓(部分),(02)23939988,2026-05-18
6950,福勝,0781117,新北市淡水區中正路六十三號三、四、五樓,(02)26251818,2026-05-18
7000,兆豐,0781116,台北市忠孝東路2段95號3樓、4樓、6樓、7樓、8樓及11至13樓,(02)23278988,2026-05-18
7030,致和,0781127,台南市西門路3段10號地下1樓、1、2、3、4、5、6、7樓,(06)2219777,2026-05-18
7080,石橋,0781130,桃園市平鎮區環南路二段16號,(03)4927373,2026-05-18
7750,北城,0790331,新北市永和區永和路2段116號3樓部分,(02)29283456,2026-05-18
7790,國票,0790410,台北市重慶北路3段199號地下1樓及6樓部分、台北市中山區樂群三路126號3樓部分,(02)85021999,2026-05-18
8380,安泰,0791022,"高雄市鳳山區五福二路36號1,2樓",(07)8122789,2026-05-18
8440,摩根大通,0791124,台北市信義路5段106號3樓部分,(02)87862288,2026-05-18
8450,康和,0791204,台北市信義區基隆路1段176號地下1樓部分、2樓,(02)87871888,2026-05-18
8490,京城,0791215,臺北市松山區南京東路三段289號3樓,(02)25631168,2026-05-18
8520,中農,0800727,台中市梧棲區四維中路157巷1號2樓,(04)26572801,2026-05-18
8560,新光,0830105,台北市重慶南路1段66之1號5樓,(02)23118181,2026-05-18
8580,聯邦,1150504,台北市中山區南京東路2段137號2樓,(02)25040066,2026-05-18
8710,陽信,0870609,台北市民生東路5段165號地下之2,(02)27629288,2026-05-18
8840,玉山,0891120,臺北市松山區民生東路3段156號2樓、156號2樓之1,(02)55561313,2026-05-18
8880,國泰,0930813,臺北市敦化南路2段218號3樓部分、4樓部分及7樓部分,(02)23269888,2026-05-18
8890,大和國泰,0880426,台北市基隆路1段200號13樓之1、14樓、14樓之1,(02)27239698,2026-05-18
8900,法銀巴黎,0940315,臺北市信義路5段7號72樓(部分),(02)87297000,2026-05-18
8960,香港上海匯豐,0951003,臺北市信義區信義路五段7號54樓部分,(02)66312899,2026-05-18
9100,群益金鼎,0770621,台北市松山區民生東路3段156號14樓之1~之3、15樓之5,(02)87898888,2026-05-18
9200,凱基,0981221,台北市明水路698號3樓,(02)21818888,2026-05-18
9300,華南永昌,0770823,台北市民生東路4段54號4樓之8、5樓之3至5樓之7,(02)25456888,2026-05-18
9600,富邦,0770916,台北市仁愛路4段169號3樓(部分)、4樓(部分),(02)87716888,2026-05-18
9800,元大,0960926,臺北市中山區南京東路3段219號2樓部分、10樓部分、11樓及臺北市中山區南京東路2段77號7樓,(02)27177777,2026-05-18
9A00,永豐金,0771108,台北市重慶南路1段2號7樓、18樓、19樓部分及20樓與台北市博愛路57號1樓,(02)23114345,2026-05-18
9B00,台新,0790604,台北市中山北路二段44號2樓部分、8樓部分,(02)21815888,2026-05-18
