出表日期,證券商代號,證券商名稱,開業日,地址,電話,date
1150515,9B2a,台新-松德,1150406,台北市松德路16號地下1樓,02-27202828,2026-05-15
1150515,9B2b,台新-板橋,1150406,新北市板橋區中山路一段141號5樓部分,02-89536888,2026-05-15
1150515,9B2c,台新-烏日,1150406,台中縣烏日鄉三民街179號4樓,04-23362288,2026-05-15
1150515,9B2f,元富-國際證券,1150202,臺北市敦化南路二段99號19樓,02-23255818,2026-05-15
1150515,9B2g,台新-中原,1150406,台中市潭子區中山路2段281號3樓,04-25326677,2026-05-15
1150515,9B2i,台新-中港,1150406,台中市清水區中山路196號5樓,04-26222299,2026-05-15
1150515,9B2l,台新-大裕,1150406,台中市台中路504號,04-22862688,2026-05-15
1150515,9B2m,台新-成功,1150406,台南市成功路四五七號三樓、四樓,06-2232323,2026-05-15
1150515,9B2n,台新-西松,1150406,台北市南京東路5段108號3樓,02-27562288,2026-05-15
1150515,9B2o,台新-新興,1150406,高雄市新興區七賢一路251號2樓,07-238-5678,2026-05-15
1150515,9B2q,台新-屏新,1150406,屏東市中正路一二三號二樓,08-7339522,2026-05-15
1150515,9B2r,台新-城東,1150406,台北市中山區南京東路2段167號4樓、4樓之1,02-2509-9928,2026-05-15
1150515,9B2u,台新-世貿,1150406,台北市信義區信義路五段8號2樓,02-8780-1800,2026-05-15
1150515,9B2v,台新-桃園,1150406,桃園縣桃園市成功路2段1號2樓,03-3366000,2026-05-15
1150515,9B2w,台新-佳里,1150406,台南市佳里區和平街83號4樓、5樓,06-7232323,2026-05-15
1150515,9B2y,台新-花蓮,1150406,花蓮市民國路167號,038-360988,2026-05-15
1150515,9B2z,台新-文心,1150406,台中市西屯區文心路2段645號2樓,04-2252-1010,2026-05-15
1150515,1021,合庫- 台中,1001202,台中市西區民權路91號6樓,04-22255141,2026-05-15
1150515,1022,合庫-台南,1001202,台南市北區成功路48號3樓,06-2260148,2026-05-15
1150515,1023,合庫-高雄,1001202,高雄市大勇路97號5樓,07-5319755,2026-05-15
1150515,1024,合庫-嘉義,1001202,嘉義市國華街279號2樓,05-2220016,2026-05-15
1150515,1025,合庫-基隆,1001202,基隆市仁二路255號3樓,02-24288468,2026-05-15
1150515,1028,合庫 - 彰化,1010516,彰化縣彰化市民生路279號5樓,04-7295528,2026-05-15
1150515,1029,合庫 - 鳳山,1010518,高雄市鳳山區鳳松路3號,07-7905555,2026-05-15
1150515,102A,合庫-新竹,1001202,新竹市東區東門街60號5樓,03-5262711,2026-05-15
1150515,102C,合庫-自強,1001202,台北市中山區南京東路2段85、87號3樓,02-25218815,2026-05-15
1150515,102E,合庫-桃園,1001202,桃園市桃園區中華路12號3樓,03-347-3456,2026-05-15
1150515,102F,合庫-西台中,1050204,台中市西屯區漢口路二段151號3樓,04-2316-6368,2026-05-15
1150515,102G,合庫-三重,1050307,新北市三重區正義南路17號1樓,02-2977-9588,2026-05-15
1150515,102Q,合庫-國際證券,1061101,台北市松山區長安東路二段225號5樓、6樓,02-27319987,2026-05-15
1150515,102T,合庫-自營,1001202,,02-27312798,2026-05-15
1150515,1031,土銀-台中,530420,台中市自由路2段1號4樓,04-22266845,2026-05-15
1150515,1032,土銀-台南,640819,台南市中正路26號4樓,06-2200558,2026-05-15
1150515,1033,土銀-高雄,530420,高雄市大勇路131號,07-5319591,2026-05-15
1150515,1034,土銀-嘉義,640409,嘉義市中山路309號3樓,05-2224930,2026-05-15
1150515,1035,土銀-新竹,630612,新竹市中央路1號4、5樓,03-5213211,2026-05-15
1150515,1036,土銀-玉里,890418,花蓮縣玉里鎮中山路二段五十五號一、 二樓,03-8884900,2026-05-15
1150515,1037,土銀-花蓮,670216,花蓮縣花蓮市中山路356號3樓,038-330723,2026-05-15
1150515,1038,土銀-和平,890622,台北市和平東路3段15號3樓部分,02-27001555,2026-05-15
1150515,1039,土銀-士林,890627,台北市中山北路五段六八九號三樓,02-28323842,2026-05-15
1150515,103A,土銀-建國,890612,高雄市建國一路458號3樓,07-2224911,2026-05-15
1150515,103B,土銀-彰化,910730,彰化市光復路九十八號六樓,04-7201777,2026-05-15
1150515,103C,土銀-白河,910716,台南市白河區三民路三九五號三樓,06-6852888,2026-05-15
1150515,103F,土銀-南港,990927,台北市南港區南港路1段364號5樓,02-26539955,2026-05-15
1150515,1042,臺銀-臺南,970102,臺南市中正路240 號4樓,06-2202507,2026-05-15
1150515,1043,臺銀-民權,970102,臺北市承德路2段239號3樓,02-25529458,2026-05-15
1150515,1045,臺銀-新竹,1010305,新竹市林森路29號5樓,03-5266799,2026-05-15
1150515,104A,臺銀-臺中,970102,台中市民權路95號3樓,04-22238370,2026-05-15
1150515,104C,臺銀-高雄,970102,高雄市苓雅區成功一路261號3樓,07-2711434,2026-05-15
1150515,104D,臺銀-金山,970102,台北市金山南路2段189號3樓,02-23418678,2026-05-15
1150515,104T,臺銀-自營,970102,,02-23882188,2026-05-15
1150515,1111,台灣企銀-台中,650701,台中市臺灣大道1段400號三樓,04-2270160,2026-05-15
1150515,1112,台灣企銀-台南,831101,台南市中正路一八五號四樓,06-2238967,2026-05-15
1150515,1113,台灣企銀-九如,661001,高雄市三民區九如二路255號3樓,07-3137171,2026-05-15
1150515,1114,台灣企銀-嘉義,650701,嘉義市光華路132號,05-2278043,2026-05-15
1150515,1115,台灣企銀-太平,850703,台中市太平區中興里二鄰中興東路二十七號,04-22757802,2026-05-15
1150515,1116,台灣企銀-屏東,650701,屏東市漢口街七號,08-7327171,2026-05-15
1150515,1117,台灣企銀-竹北,850803,新竹縣竹北市斗崙里縣政九路一二八號三樓,03-5527171,2026-05-15
1150515,1118,台灣企銀-豐原,850731,台中市豐原區源豐路1號4樓,04-25253485,2026-05-15
1150515,1119,台灣企銀-岡山,850716,高雄市岡山區岡山路412號4樓,07-6227171,2026-05-15
1150515,111A,台灣企銀-民雄,860807,嘉義縣民雄鄉建國路三段八十三號三樓,05-2207171,2026-05-15
1150515,111B,台灣企銀-建成,871026,台北市南京西路七十六號二樓,02-25506998,2026-05-15
1150515,111E,臺灣企銀-桃園,910822,桃園市中華路99號3樓,03-3311007,2026-05-15
1150515,111F,台灣企銀-北高雄,910808,高雄市復興一路九十號三樓,07-2360116,2026-05-15
1150515,111G,臺灣企銀-埔墘,970704,新北市板橋區文化路1段51號2樓,02-89515671,2026-05-15
1150515,1232,彰銀-七賢,820717,高雄市忠孝一路456號3樓,07-2355658,2026-05-15
1150515,1233,彰銀-台中,870423,台中市南區復興路二段七十八號三樓,04-22660011,2026-05-15
1150515,1261,宏遠-民生,810408,台北市松山區南京東路五段1號4樓,02-27657933,2026-05-15
1150515,1262,宏遠-桃園,841216,桃園市桃園區大興西路二段35號1樓及地下室一層,03-3463456,2026-05-15
1150515,126D,宏遠-台南,860813,台南市中西區忠義路2段69號3樓,06-2236677,2026-05-15
1150515,126H,宏遠-中和,870801,新北市中和區民樂路23號1樓及地下1樓,02-32346738,2026-05-15
1150515,126L,宏遠-台中,871020,台中市文心路1段521號7樓之6,04-2255-6687,2026-05-15
1150515,126Q,宏遠-高雄,990201,高雄市中正二路175號4樓,07-2299788,2026-05-15
1150515,126T,宏遠-自營,790427,北市開封街一段2號2F(部分),02-3121122,2026-05-15
1150515,126U,宏遠-館前,890502,臺北市中正區博愛路76號5樓,02-23121122,2026-05-15
1150515,126X,宏遠-新化,950724,臺南市新化區中山路243號之1二樓及三樓,06-5801000,2026-05-15
1150515,126i,宏遠-光隆,1100217,花蓮縣花蓮市公園路26號4-6樓,03-8352181,2026-05-15
1150515,136T,香港商麥格里--自營,1060525,,02-27347500,2026-05-15
1150515,147T,台灣摩根士丹利-自營,951002,,(02)27302888,2026-05-15
1150515,165T,新加坡商瑞銀-自營,950403,,8722-7200,2026-05-15
1150515,2181,亞東-板橋,830523,台北縣板橋市南雅南路二段一七０號一樓,02-89665558,2026-05-15
1150515,2184,亞東-新竹,870317,新竹市東區中央路241號2樓,03-5641818,2026-05-15
1150515,2185,亞東-台南,871125,免設營業廳,06-2358999,2026-05-15
1150515,2186,亞東-高雄,890609,高雄市前鎮區三多三路217號9樓,07-5369888,2026-05-15
1150515,2187,亞東-台中,890330,台中市自由路2段131號2~3樓,04-22218600,2026-05-15
1150515,218A,亞東-國際證券,1040602,新北市板橋區新站路16號14樓(部分),77531899,2026-05-15
1150515,218T,亞東-自營,680621,台北市重慶南路一段八十六號四樓,02-3618600,2026-05-15
1150515,220T,元大期貨-自營,990702,,02-27008989,2026-05-15
1150515,221T,群益期貨-自營,1040901,,02-27002888,2026-05-15
1150515,230T,國票期貨-自營,1150206,,02-27683998,2026-05-15
1150515,5058,大展-台南,1080716,台南市西門路三段159號3樓(部份),06-2208866,2026-05-15
1150515,505T,大展-自營,811202,台北市館前路24-32號5樓,02-5551234,2026-05-15
1150515,511T,富隆-自營,770829,台北市長安東路一段十八號三樓,02-25631168,2026-05-15
1150515,5261,美好-蘆洲,820927,新北市蘆洲區中山一路161號地下一樓,02-22897766,2026-05-15
1150515,5262,美好-楊梅,841108,桃園市楊梅區新成路208號1樓,03-4759977,2026-05-15
1150515,5263,美好-泰山,860212,"新北市泰山區明志路1段205號5樓之1,之2",02-22966688,2026-05-15
1150515,5264,美好-高雄,860417,高雄市中華四路159號4樓之1,07-3312288,2026-05-15
1150515,5265,美好-苗栗,831003,苗栗縣苗栗市建民街60號4樓,037-262888,2026-05-15
1150515,5266,美好-中壢,831003,桃園市平鎮區環南路18號地下1層之1之3之4,03-4912588,2026-05-15
1150515,5267,美好-基隆,860523,基隆市義一路18號5樓,02-24281122,2026-05-15
1150515,5268,美好-台南,861007,臺南市成功路518號3樓之1、之2,06-2232233,2026-05-15
1150515,526A,美好-中和,880115,新北市中和區景新街338號3樓,02-89411188,2026-05-15
1150515,526K,美好-富順,1001226,新北市三重區自強路一段73號3樓,02-29818889,2026-05-15
1150515,526M,美好-市政,1120928,臺中市西屯區市政北七路98號32樓之1、2,04-23745008,2026-05-15
1150515,526T,美好-自營,841116,台北市民生東路二段176號12樓,02-5084888,2026-05-15
1150515,5321,高橋-龍潭,850425,"桃園市龍潭區龍華路130,132號1樓,桃園市龍潭區龍青路17巷14號1樓",03-4807889,2026-05-15
1150515,5322,高橋-中壢,861121,桃園市中壢區中山路二二八巷十八號一至五樓，二十號一至四樓,03-4270889,2026-05-15
1150515,5323,高橋-內壢,870307,"桃園市中壢區忠孝路159,161號1,2樓163號2樓(營業廳于159,161號1F",03-4351010,2026-05-15
1150515,5381,第一金-員林,861208,彰化縣員林市大同路1段338號7樓,04-8339000,2026-05-15
1150515,5382,第一金-台中,861220,台中市向上路1段110號1樓,04-23103648,2026-05-15
1150515,5383,第一金-高雄,870303,高雄市苓雅區中正一路120號2樓,07-7262378,2026-05-15
1150515,5384,第一金-台南,871209,台南市大同路1段98號2樓(部份),06-2148111,2026-05-15
1150515,5385,第一金-桃園,880316,桃園市桃園區民族路55號3樓,03-3382881,2026-05-15
1150515,5386,第一金-彰化,910808,彰化縣彰化市和平路48號3樓部份,04-7203198,2026-05-15
1150515,5387,第一金-澎湖,911227,澎湖縣馬公市光復路88號3樓,06-9278666,2026-05-15
1150515,5389,第一金-中山,920722,台北市中山區中山北路2段61號4樓部份,02-25671189,2026-05-15
1150515,538A,第一金-新興,921201,高雄市中正四路17號3樓,07-2516101,2026-05-15
1150515,538B,第一金-新竹,921201,新竹市英明街3號3樓,03-5235211,2026-05-15
1150515,538C,第一金-光復,921201,台北市光復北路16號2樓,02-25795811,2026-05-15
1150515,538D,第一金-忠孝,921201,台北市忠孝東路2段88號3樓,02-23214955,2026-05-15
1150515,538E,第一金-自由,921201,台中市自由路1段144號7樓,04-22287111,2026-05-15
1150515,538F,第一金-大稻埕,921201,台北市迪化街1段63號3樓部份,02-25582211,2026-05-15
1150515,538I,第一金-頭份,921201,苗栗縣頭份市中正路67號2樓,037-596611,2026-05-15
1150515,538M,第一金-嘉義,930810,嘉義市中山路307號3樓,05-2283636,2026-05-15
1150515,538N,第一金-豐原,921201,台中市豐原區中山路423號3樓,04-25239911,2026-05-15
1150515,538P,第一金-路竹,921201,高雄市路竹區中山路1187號2樓,07-6970111,2026-05-15
1150515,538T,第一金 -自營,860113,台北市大安區安和路一段29號6樓部份,02-27748990,2026-05-15
1150515,538W,第一金-華江,981118,新北市板橋區文化路1段329號2樓之1及2樓部分,02-2258-3311,2026-05-15
1150515,538Y,第一金-中壢,921201,桃園市中壢區中央西路2段30號2樓,03-4922011,2026-05-15
1150515,538a,第一金-國際證券,1031111,臺北市中山區長安東路一段22號4樓,02-2563-6262,2026-05-15
1150515,538j,第一金-安和,930517,台北市安和路一段27號6樓部份,02-2741-3434,2026-05-15
1150515,5602,永興-水湳,840826,台中市北屯區中清路二段578號一樓,04-22973456,2026-05-15
1150515,5603,永興-台中,820702,台中市三民路3段265號之1 一、二樓及265號3樓之8,04-22371188,2026-05-15
1150515,5604,永興-大墩,860214,台中市南屯區大墩路754、756號1、2樓,04-23105858,2026-05-15
1150515,5851,統一-高雄,800930,高雄市中正三路55號5樓,07-2268999,2026-05-15
1150515,5852,統一-敦南,800930,台北市大安區敦化南路2段65號17樓、71號17樓部分,02-27552288,2026-05-15
1150515,5853,統一-中壢,800930,桃園市中壢區中美路51號1樓,03-4224888,2026-05-15
1150515,5854,統一-城中,800930,台北市博愛路80號2樓、4樓之1,02-23115757,2026-05-15
1150515,5855,統一-台南,800930,台南市中西區中山路88號3樓,06-2112288,2026-05-15
1150515,5856,統一-台中,800930,台中市五權西路1段257號3樓,04-23723333,2026-05-15
1150515,5857,統一-新竹,800930,新竹市光復路一段579號3樓及4樓,03-5225666,2026-05-15
1150515,5858,統一-嘉義,800930,嘉義市東區垂楊路35號3樓,05-2252111,2026-05-15
1150515,5859,統一-屏東,800930,屏東縣屏東市濟南街10-1號,08-7353888,2026-05-15
1150515,585A,統一-基隆,820826,基隆市仁愛區仁三路11號2樓,02-24225288,2026-05-15
1150515,585B,統一-永和,831224,新北市永和區福和路389號3樓,02-22319966,2026-05-15
1150515,585D,統一-新台中,840722,台中市西屯區文心路2段201號8樓之1,04-22587222,2026-05-15
1150515,585E,統一-新營,841118,台南市新營區中山路113號4樓,06-6356388,2026-05-15
1150515,585F,統一-彰化,820816,彰化縣彰化市華山路37號6樓,04-7225161,2026-05-15
1150515,585H,統一-桃園,850625,桃園市桃園區成功路1段32號10樓,03-3386677,2026-05-15
1150515,585I,統一-員林,900626,彰化縣員林鎮靜修路12號2樓,04-8336288,2026-05-15
1150515,585J,統一-三重,850921,新北市三重區重新路4段12號4樓,02-29779933,2026-05-15
1150515,585M,統一-士林,860118,台北市士林區承德路4段83號3樓、3樓之1、3樓之2,02-28866677,2026-05-15
1150515,585P,統一-板橋,860301,新北市板橋區府中路29之2號8樓,02-29692299,2026-05-15
1150515,585Q,統一-三多,860322,高雄市苓雅區四維四路7號6樓,07-3368568,2026-05-15
1150515,585R,統一-東湖,860321,台北市內湖區康寧路3段12號3樓、3樓之1、3樓之2、3樓之3,02-26935558,2026-05-15
1150515,585S,統一-宜蘭,901002,宜蘭縣宜蘭市民族路338號3樓部分,03-9353660,2026-05-15
1150515,585T,統一-自營,780403,台北市南京東路五段228巷14號5樓,02-27478266,2026-05-15
1150515,585U,統一-南京,860211,台北市南京東路3段248號2樓,02-27317777,2026-05-15
1150515,585W,統一-金門,890911,金門縣金城鎮民權路160號2樓,082-320811,2026-05-15
1150515,585Y,統一-土城,890819,新北市土城區裕民路149號2樓、2樓之1,02-82602000,2026-05-15
1150515,585Z,統一-松江,921105,台北市松江路127之1號5樓,0225165988,2026-05-15
1150515,585b,統一-內湖,930409,臺北市內湖路1段575號3樓,(02)87525959,2026-05-15
1150515,585c,統一-仁愛,930722,台北市安和路1段29號2樓,02-27726588,2026-05-15
1150515,585g,統一-平鎮,1041026,桃園市中壢區中正路582號1樓、2樓,03-4910736,2026-05-15
1150515,585m,統一-竹南,1031013,苗栗縣竹南鎮中正路217號2樓,037-480666,2026-05-15
1150515,585s,統一-國際證券,1030707,台北市東興路8號1樓部份,27478266,2026-05-15
1150515,5861,盈溢-籬子內,830326,高雄市前鎮區瑞北路44號1樓,07-7134001,2026-05-15
1150515,5862,盈溢-楠梓,860801,高雄市楠梓區楠都東街181號地下室,07-3537737,2026-05-15
1150515,5921,元富-高雄,800318,高雄市九如二路548號2樓,07-3122822,2026-05-15
1150515,5922,元富-新店,830420,新北市新店區中興路3段134號地下一樓,02-29177888,2026-05-15
1150515,5923,元富-三重,840914,新北市三重區重新路2段21號3樓,02-29885568,2026-05-15
1150515,5925,元富-台中,850315,台中市五權西路一段二三七號二樓,04-23759979,2026-05-15
1150515,5927,元富-林園,860125,高雄市林園區沿海路3段2號2樓,07-6433779,2026-05-15
1150515,5928,元富-新莊,860412,新北市新莊區新泰路368號1、2樓,02-29962299,2026-05-15
1150515,5929,元富-台南,811207,台南市忠義路2段47號3.4.5(營業廳設於3F),06-2219089,2026-05-15
1150515,592A,元富-緯城,820111,高雄市博愛一路391號8樓,07-3131123,2026-05-15
1150515,592B,元富-永和,860418,新北市永和區民有街1號2樓,02-29491888,2026-05-15
1150515,592C,元富-潮州,841104,"屏東縣潮州鎮新生路8號1,2樓(營業廳設於1樓) 86.08.04.遷移",08-7884930,2026-05-15
1150515,592D,元富-大昌,841104,高雄市三民區九如一路502號地下一層,07-3851168,2026-05-15
1150515,592E,元富-城中,860127,台北市承德路一段十七號地下一樓,02-25563636,2026-05-15
1150515,592G,元富-新竹,861030,新竹市信義街68號7樓之1、7樓之2,03-5258282,2026-05-15
1150515,592H,元富-信義,861216,台北市信義路2段101號2樓,02-23587778,2026-05-15
1150515,592I,元富-嘉義,861103,嘉義市垂楊路316號3樓之1、2；4樓之1、2,05-2257789,2026-05-15
1150515,592L,元富-中壢,880108,桃園縣中壢市元化路226號3樓,03-4263888,2026-05-15
1150515,592M,元富-彰化,880108,彰化市彰美路1段186號6F,04-7283456,2026-05-15
1150515,592N,元富-虎尾,890117,雲林縣虎尾鎮中正路15號三樓,05-6360389,2026-05-15
1150515,592P,元富-同大,870713,高雄市岡山區岡山路339號3樓,07-6225788,2026-05-15
1150515,592Q,元富-敦南,890627,台北市忠孝東路4段212號3樓、3樓之1,02-87723988,2026-05-15
1150515,592S,元富-基隆,880621,基隆市愛四路60號4樓,02-24288899,2026-05-15
1150515,592T,元富-自營,780529,台北市敦化南路2段99號19樓部分,02-3255818,2026-05-15
1150515,592U,元富-宜蘭,880524,宜蘭縣宜蘭市舊城北路23號,03-9369688,2026-05-15
1150515,592W,元富-吉利,890724,台北市承德路7段348號1樓、地下1樓,02-28229090,2026-05-15
1150515,592X,元富-草屯,890306,南投縣草屯鎮和興街94號3樓之1、之2、之3、之4,049-2355888,2026-05-15
1150515,592Y,元富-埔里,890306,南投縣埔里鎮南昌街231號2樓,049-2900999,2026-05-15
1150515,592Z,元富-安南,890724,台南市安中路二段三００號八樓,06-2453088,2026-05-15
1150515,592a,元富-松德,890724,台北市松德路16號地下1樓,02-27202828,2026-05-15
1150515,592b,元富-板橋,920811,新北市板橋區中山路一段141號5樓部分,02-89536888,2026-05-15
1150515,592c,元富-烏日,940103,台中縣烏日鄉三民街179號4樓,04-23362288,2026-05-15
1150515,592f,元富-國際證券,1030520,臺北市敦化南路二段99號19樓,02-23255818,2026-05-15
1150515,592g,元富-中原,921212,台中市潭子區中山路2段281號3樓,04-25326677,2026-05-15
1150515,592i,元富-中港,921203,台中市清水區中山路196號5樓,04-26222299,2026-05-15
1150515,592l,元富-大裕,940103,台中市台中路504號,04-22862688,2026-05-15
1150515,592m,元富-成功,890724,台南市成功路四五七號三樓、四樓,06-2232323,2026-05-15
1150515,592n,元富-西松,890724,台北市南京東路5段108號3樓,02-27562288,2026-05-15
1150515,592o,元富-新興,981005,高雄市新興區七賢一路251號2樓,07-238-5678,2026-05-15
1150515,592q,元富-屏東,981005,屏東市中正路一二三號二樓,08-7339522,2026-05-15
1150515,592r,元富-城東,981005,台北市中山區南京東路2段167號4樓、4樓之1,02-2509-9928,2026-05-15
1150515,592u,元富-世貿,981005,台北市信義區信義路五段8號2樓,02-8780-1800,2026-05-15
1150515,592v,元富-桃園,930701,桃園縣桃園市成功路2段1號2樓,03-3366000,2026-05-15
1150515,592w,元富-佳里,890724,台南市佳里區和平街83號4樓、5樓,06-7232323,2026-05-15
1150515,592y,元富-花蓮,910916,花蓮市民國路167號,038-360988,2026-05-15
1150515,592z,元富-文心,981005,台中市西屯區文心路2段645號2樓,04-2252-1010,2026-05-15
1150515,5961,日茂-埔里,801116,南投縣埔里鎮西安路一段299號B1,049-2902266,2026-05-15
1150515,5962,日茂-南投,841230,南投縣南投市三和二路11號4、5樓,049-2234188,2026-05-15
1150515,6012,&#29319;亞-網路,960419,台北市松山區復興北路99號4樓之3,02-27188788,2026-05-15
1150515,601T,&#29319;亞-自營,830923,台北市松山區復興北路99號3樓,2718-0101,2026-05-15
1150515,601d,&#29319;亞-鑫豐,1080102,台北市松山區復興北路99號4樓之5,2553-8000,2026-05-15
1150515,6114,台中銀-員林,1020502,彰化縣員林鎮中正路462號3樓,04-8329000,2026-05-15
1150515,6115,台中銀-台北,1020502,台北市中正區忠孝東路一段85號6樓(部分),02-27736955,2026-05-15
1150515,6116,台中銀-高雄,1020502,高雄市左營區曾子路386號4樓部份,07-3486898,2026-05-15
1150515,611A,台中銀-豐原,1030721,台中市豐原區中正路220號4樓,04-25274150,2026-05-15
1150515,611T,台中商銀－自營,1020502,,04-22268588,2026-05-15
1150515,6161,中國信託-三重,841201,新北市三重區重陽路一段66號2樓,02-89822558,2026-05-15
1150515,6162,中國信託-忠孝,860702,台北市中正區忠孝西路一段6號4樓,02-23141122,2026-05-15
1150515,6163,中國信託-永康,880115,台南市永康區中華路425號2樓部分,06-2338233,2026-05-15
1150515,6164,中國信託-文心,910701,台中市北屯區文心路四段八七五號三樓部分,04-22468800,2026-05-15
1150515,6165,中國信託-新竹,920616,不接受客戶當面委託免設營業廳,03-5153100,2026-05-15
1150515,6167,中國信託-松江,1011005,台北市中山區松江路220號3樓之1,02-2581-5688,2026-05-15
1150515,6168,中國信託-嘉義,1020419,嘉義市西區中山路386號6樓,05-2286699,2026-05-15
1150515,616A,中國信託-中壢,1040508,桃園市中壢區中山路118號3樓、4樓、4樓之1、4樓之2,03-4229666,2026-05-15
1150515,616K,中國信託-高雄,860531,高雄市前金區中正四路168號6樓之1,07-2151166,2026-05-15
1150515,616T,中國信託-自營,860531,台北市松壽路3號6樓、10樓,02-66392000,2026-05-15
1150515,616X,中國信託-國際證券,1040317,台北市南港區經貿二路168號3樓,02-87891075,2026-05-15
1150515,6381,光和-溪湖,800410,彰化縣溪湖鎮文東街9號1樓,04-8855466,2026-05-15
1150515,6382,光和-田中,831108,彰化縣田中鎮南北街80號3樓,04-8746588,2026-05-15
1150515,6383,光和-和美,860808,彰化縣和美鎮彰美路五段二五六號三樓,04-7567789,2026-05-15
1150515,6385,光和-花壇,870930,彰化縣花壇鄉花壇村花壇街273號5樓,04-7878288,2026-05-15
1150515,638A,光和-嘉義,1071001,嘉義縣朴子市山通路37號3.4樓,05-3700988,2026-05-15
1150515,638D,光和-高雄,1090203,高雄市新興區五福二路82號2樓部分,07-7253922,2026-05-15
1150515,6451,永全-南崁,840628,桃園市蘆竹區光明路一段100號3樓,03-3529529,2026-05-15
1150515,6452,永全-八德,870819,桃園市八德區介壽路一段655號3樓,03-3771155,2026-05-15
1150515,6461,大昌-樹林,851226,新北市樹林區復興路11號、13號及15號1、2樓,02-26756088,2026-05-15
1150515,6462,大昌-安康,861208,新北市新店區安和路一段25之5號及25之6號,02-86669988,2026-05-15
1150515,6463,大昌-新竹,880420,新竹市關新路182號,03-5222868,2026-05-15
1150515,6464,大昌-新店,830801,新北市新店區北新路2段108號3樓,02-29179111,2026-05-15
1150515,6465,大昌-桃園,900727,桃園市桃園區經國路128號2樓,03-3263689,2026-05-15
1150515,6489,福邦-新竹,1070621,新竹縣竹北市光明五街210號4樓,(03)657-2758,2026-05-15
1150515,648T,福邦-自營,790725,台北市南京東路一段52號3樓,02-5237777,2026-05-15
1150515,6912,德信-中正,831207,臺中市臺灣大道一段728號6樓,04-22026200,2026-05-15
1150515,6913,德信-新營,860718,台南市新營區新進路2段109號3樓,06-6337258,2026-05-15
1150515,6915,德信-和平,890609,臺北市大安區信義路四段303號6樓,02-27066168,2026-05-15
1150515,691T,德信-自營,880703,台北市新生南路1段50號4樓,02-23939988,2026-05-15
1150515,7001,兆豐-嘉義,831122,嘉義市文化路259號3樓及4樓部分,05-2230230,2026-05-15
1150515,7003,兆豐-台中,870525,台中市五權西路一段257號7樓部份,04-23780568,2026-05-15
1150515,7005,兆豐-台中港,880112,台中縣沙鹿鎮沙田路107號2樓,04-26651100,2026-05-15
1150515,7006,兆豐-台南,871229,台南市忠義路2段14號4、5樓,06-2230398,2026-05-15
1150515,7007,兆豐-竹北,880731,新竹縣竹北市三民路18、20、22、24號1樓及18、24號2樓,03-5543223,2026-05-15
1150515,7008,兆豐-三重,890107,新北市三重區正義北路195號3樓,02-29817799,2026-05-15
1150515,700B,兆豐-板橋,890330,台北縣板橋市文化路1段268號2樓之1,02-22538699,2026-05-15
1150515,700C,兆豐-來福,880125,雲林縣斗六市民生路156號8樓,05-5338989,2026-05-15
1150515,700D,兆豐-西螺,880125,雲林縣西螺鎮中山路127號3樓,05-5867999,2026-05-15
1150515,700F,兆豐-虎尾,880125,雲林縣虎尾鎮公安路133號4樓,05-6313388,2026-05-15
1150515,700G,兆豐-麻豆,890623,台南縣麻豆鎮興中路127號3樓,06-5728388,2026-05-15
1150515,700H,兆豐-東門,890707,同上,02-23435488,2026-05-15
1150515,700I,兆豐-北高雄,890922,高雄市中正四路235號2樓之1,07-2612345,2026-05-15
1150515,700J,兆豐-公益,891017,台中市中區民權路216號6樓之1,04-22238866,2026-05-15
1150515,700K,兆豐-新營,870317,台南市新營區中營里中山路116號,06-6357111,2026-05-15
1150515,700L,兆豐-天母,891009,同上,02-28376006,2026-05-15
1150515,700M,兆豐-桃園,891118,同上,033475188,2026-05-15
1150515,700N,兆豐-埔墘,900223,同上,02-89538888,2026-05-15
1150515,700P,兆豐-南京,920130,台北市南京東路3段65號3樓,02-25169888,2026-05-15
1150515,700R,兆豐-小港,920130,高雄市小港區漢民路381號2樓,07-8063000,2026-05-15
1150515,700S,兆豐-大同,920131,台北市大同區延平北路2段96號5樓,02-25506078,2026-05-15
1150515,700T,兆豐-自營,861231,台北市忠孝東路四段563號三樓,02-23278988,2026-05-15
1150515,700U,兆豐-桃鶯,920130,桃園市桃園區桃鶯路343號3樓,03-3776899,2026-05-15
1150515,700V,兆豐-新竹,920131,新竹市中正路129號3樓,03-5256199,2026-05-15
1150515,700W,兆豐-城中,920329,台北市重慶南路1段2號2樓〈部分〉,02-23315199,2026-05-15
1150515,700X,兆豐-永和,930517,新北市永和區永和路2段121號3樓,02-2927-3799,2026-05-15
1150515,700Z,兆豐-高雄,920130,高雄市新光路36號1樓,07-3315200,2026-05-15
1150515,700a,兆豐-忠孝,920131,台北市忠孝東路4段563號3樓、565號4樓,02-27479966,2026-05-15
1150515,700b,兆豐-中壢,931103,桃園市中壢區中山路142號8樓、146號8樓,03-2807759,2026-05-15
1150515,700c,兆豐-民生,930512,台北市民生東路3段128號3樓之2,02-27169966,2026-05-15
1150515,700d,兆豐-彰化,930630,彰化縣彰化市和平路57號6樓,04-7289966,2026-05-15
1150515,700f,兆豐-鹿港,920131,彰化縣鹿港鎮彰鹿路8段59號,04-7772900,2026-05-15
1150515,700g,兆豐-南門,930309,台北市羅斯福2段9號2樓(部分),02-23959966,2026-05-15
